weight_class,f1_reach,f1_stance,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_stance,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height
4,73.0,2,0.0,0,0.0,33,205.0,83.0,2,0.5,0,0.0,71,250.0,10,6,0,14,3,0,36,30,71,76
14,65.0,2,0.9,30,1.2,76,115.0,65.0,2,0.6,57,2.0,61,115.0,14,8,0,4,6,0,32,25,64,64
0,66.0,2,0.1,32,1.77,62,135.0,69.0,2,0.1,28,0.28,86,135.0,13,6,0,24,13,1,36,32,66,67
2,71.0,2,1.3,35,2.52,58,145.0,73.0,2,1.5,7,0.37,35,145.0,25,8,0,14,6,0,32,29,70,67
10,74.0,4,0.2,33,1.56,72,155.0,76.0,5,0.2,50,3.44,100,170.0,24,9,1,16,1,0,32,29,75,72
6,67.0,2,0.6,36,4.11,50,170.0,71.0,2,0.0,100,0.79,50,155.0,26,3,0,17,5,0,35,27,66,69
10,71.0,5,0.2,0,0.0,79,170.0,76.0,2,0.7,39,2.86,61,170.0,9,5,0,19,8,1,28,28,70,71
2,71.0,2,1.7,31,1.31,47,145.0,71.0,2,0.3,41,2.26,80,145.0,20,6,0,13,3,0,24,30,70,69
4,74.0,5,0.0,0,0.0,75,253.0,74.0,2,1.0,36,3.09,50,243.0,9,3,0,10,5,0,34,23,74,74
10,74.0,2,0.5,41,1.21,92,170.0,74.0,4,0.0,66,0.71,65,170.0,19,4,1,28,14,0,34,34,69,71
14,65.0,2,0.9,55,2.17,46,115.0,64.0,2,0.0,14,0.11,83,115.0,9,4,0,13,5,0,24,31,65,63
10,71.0,2,0.4,47,2.04,86,170.0,75.0,2,1.6,47,1.64,63,170.0,31,15,0,24,16,0,31,35,69,72
0,68.0,2,0.6,63,1.01,68,135.0,68.0,2,0.2,55,3.16,69,135.0,11,7,0,17,6,0,35,27,68,68
3,68.0,2,0.2,20,0.24,62,125.0,65.0,2,0.0,25,2.84,84,125.0,10,5,0,3,2,0,27,37,65,63
5,77.0,2,1.2,48,2.2,59,205.0,77.0,2,1.9,38,1.06,52,205.0,26,14,0,26,7,0,36,24,73,75
10,74.0,2,0.4,59,1.7,78,170.0,69.0,2,0.0,35,0.74,75,155.0,35,13,0,22,16,0,32,32,71,68
4,75.0,2,0.0,0,0.0,0,241.0,76.0,2,0.0,42,2.62,78,260.0,20,5,0,15,9,0,36,36,73,77
3,65.0,4,0.6,42,5.15,47,125.0,64.0,2,1.4,25,3.49,71,125.0,23,10,0,14,4,0,31,30,64,62
10,76.0,4,0.5,25,0.67,55,170.0,71.0,0,0.4,52,4.8,66,170.0,15,6,1,6,0,1,28,25,72,70
6,68.0,2,0.7,27,0.68,53,155.0,71.0,0,2.4,75,7.32,0,155.0,17,12,0,7,4,0,32,25,70,71
2,73.0,4,0.8,75,0.53,58,145.0,71.0,2,0.9,29,0.9,63,145.0,15,12,0,13,2,0,28,24,70,71
2,66.0,2,1.1,40,3.89,82,155.0,70.0,2,0.8,30,0.59,36,145.0,18,9,0,15,7,0,30,32,66,67
7,76.0,2,0.5,19,0.27,57,185.0,78.0,2,1.1,27,2.1,30,185.0,24,13,0,28,9,0,30,35,74,73
10,73.0,2,0.0,44,0.54,60,170.0,75.0,4,0.8,28,0.75,62,185.0,28,3,0,23,7,0,30,32,72,72
7,69.0,2,0.8,100,1.56,50,185.0,75.0,2,0.7,32,1.7,60,185.0,7,2,0,15,10,0,23,35,71,75
14,67.0,2,0.5,14,0.33,47,125.0,60.0,2,0.2,20,0.2,70,115.0,9,3,0,9,4,0,25,27,67,60
10,74.0,2,0.0,42,2.95,76,170.0,75.0,2,0.4,21,1.71,63,170.0,14,9,0,20,9,0,28,32,70,71
4,78.0,2,0.1,61,1.48,81,249.0,77.0,2,0.0,28,3.29,100,240.0,17,6,0,10,4,0,31,26,75,75
6,75.0,2,0.0,33,0.7,100,155.0,73.0,4,0.0,33,0.94,77,155.0,11,3,1,8,2,0,37,27,72,69
2,69.0,4,0.0,16,0.5,30,135.0,69.0,0,0.0,0,0.0,50,145.0,11,7,2,3,3,0,25,26,67,70
2,69.0,2,1.1,48,3.63,63,145.0,70.0,2,0.5,50,1.06,60,145.0,35,10,2,26,11,0,38,33,67,68
4,80.0,2,0.3,50,0.32,40,205.0,78.0,2,0.0,0,0.0,77,250.0,9,2,0,11,6,0,28,27,76,76
10,76.0,4,1.4,30,1.19,42,170.0,74.0,4,0.0,62,0.75,70,155.0,21,12,0,21,4,0,31,28,72,69
5,78.0,2,0.6,57,2.43,77,205.0,76.0,2,1.0,38,2.0,60,205.0,22,6,0,30,7,0,32,37,74,74
10,71.0,4,0.9,48,2.53,63,170.0,73.0,2,1.3,36,1.21,73,155.0,19,9,0,36,13,0,32,33,69,73
10,71.0,2,0.0,41,0.61,70,170.0,77.0,2,0.2,100,0.23,73,170.0,13,6,0,13,7,1,25,31,70,75
10,72.0,2,0.0,50,2.8,66,170.0,75.0,2,0.2,45,0.87,63,170.0,11,8,0,29,11,1,28,32,72,74
0,65.0,2,0.0,33,0.94,100,135.0,68.0,2,0.1,57,1.46,70,135.0,11,3,0,21,11,2,25,33,68,67
11,65.0,2,0.2,25,0.75,53,135.0,67.0,2,0.9,26,1.14,64,135.0,5,4,0,10,8,0,30,28,66,67
2,65.0,4,0.0,25,0.39,52,145.0,72.0,2,0.0,0,0.0,46,145.0,14,15,1,5,4,0,30,23,69,70
14,63.0,2,0.3,27,1.38,57,115.0,67.0,2,0.5,30,0.35,38,115.0,10,8,1,8,7,0,31,29,64,67
10,72.0,2,0.1,42,0.27,79,170.0,80.0,2,0.3,46,2.62,60,170.0,18,5,0,21,8,0,30,29,71,75
10,76.0,2,0.6,54,1.89,63,170.0,72.0,2,0.2,51,4.91,78,170.0,15,7,0,15,2,0,31,28,71,71
7,74.0,4,0.6,45,1.43,80,185.0,77.0,2,0.0,50,2.83,66,185.0,14,4,1,9,2,0,23,32,72,75
10,75.0,2,1.2,55,0.58,36,170.0,72.0,4,1.0,25,2.49,61,170.0,30,13,0,28,9,0,32,39,74,73
2,72.0,2,1.2,54,0.69,58,170.0,74.0,2,2.8,42,2.77,58,155.0,22,9,0,28,8,0,29,27,70,70
14,64.0,2,0.4,40,0.71,68,125.0,65.0,2,1.0,33,1.31,35,115.0,7,8,0,8,4,0,27,22,66,64
6,71.0,4,2.0,42,1.77,47,155.0,71.0,2,2.0,45,2.39,54,155.0,31,13,0,28,16,0,33,32,68,70
7,77.0,4,0.4,22,0.79,27,185.0,75.0,4,0.1,16,0.09,82,205.0,9,5,1,33,13,0,35,30,71,74
2,70.0,2,0.0,15,1.14,62,145.0,70.0,0,0.2,45,4.56,68,145.0,8,5,0,17,5,1,29,27,67,67
7,72.0,4,0.9,22,1.15,34,185.0,74.0,2,0.0,50,1.95,83,185.0,13,6,0,12,4,0,34,27,73,72
6,77.0,2,0.0,100,1.0,71,155.0,71.0,2,0.0,28,1.36,82,155.0,8,2,0,12,6,0,32,29,72,72
6,72.0,2,0.3,80,1.23,83,155.0,71.0,2,0.0,54,1.05,78,170.0,12,5,0,14,4,0,29,30,70,70
6,71.0,2,0.0,52,5.73,66,145.0,69.0,2,0.0,0,0.0,64,155.0,11,1,0,10,5,0,24,34,71,71
4,77.0,2,0.3,36,0.52,79,240.0,78.0,2,1.4,55,1.26,55,250.0,28,19,0,35,8,0,37,39,75,75
5,79.0,2,0.4,39,1.56,85,205.0,78.0,2,0.3,52,1.18,65,205.0,18,6,0,25,8,0,29,33,77,74
5,73.0,2,0.5,30,1.85,100,205.0,74.0,2,0.4,44,3.37,80,205.0,15,7,0,23,5,0,33,33,70,74
6,66.0,4,0.0,33,0.86,83,155.0,71.0,5,0.5,33,0.49,57,155.0,14,5,0,18,10,0,32,33,66,69
10,73.0,2,0.0,0,0.0,100,170.0,73.0,2,0.3,0,0.0,33,155.0,29,11,0,16,5,0,32,24,70,72
10,75.0,4,0.6,35,1.76,77,170.0,74.0,2,0.0,45,1.8,58,170.0,17,6,1,18,3,1,29,32,72,71
11,64.0,4,0.8,100,0.8,46,125.0,67.0,2,0.0,25,1.3,72,125.0,6,3,1,6,4,0,21,29,64,68
0,73.0,4,0.6,40,0.58,81,135.0,69.0,2,1.2,22,2.38,50,135.0,11,2,0,13,6,0,24,33,66,67
4,80.0,2,0.0,0,0.0,33,265.0,74.0,2,0.0,20,0.57,100,265.0,8,3,1,6,1,1,36,33,77,75
7,77.0,2,0.7,36,2.23,77,185.0,75.0,4,0.7,18,0.44,65,185.0,20,5,0,14,4,0,28,28,73,75
6,72.0,2,0.4,37,1.76,65,155.0,73.0,2,0.1,41,3.95,61,155.0,19,4,1,24,4,0,31,30,69,68
4,80.0,2,0.0,37,2.2,73,240.0,80.0,2,0.9,53,1.39,73,265.0,19,3,0,45,18,0,34,36,76,76
4,79.0,2,0.2,68,1.21,75,255.0,77.0,2,1.1,30,1.65,31,231.0,18,7,1,23,8,1,34,39,78,76
10,74.0,5,2.7,38,1.5,44,170.0,73.0,2,0.0,11,0.87,0,170.0,6,2,0,0,2,0,24,38,74,73
0,67.0,2,0.8,30,1.54,58,135.0,68.0,2,0.0,23,0.7,95,135.0,35,11,0,22,4,0,37,27,66,64
14,62.0,2,0.5,58,3.21,76,115.0,65.0,2,0.5,56,1.85,55,125.0,20,7,0,14,4,0,25,31,61,66
11,66.0,2,0.7,45,0.46,59,125.0,64.0,2,0.0,20,0.37,84,135.0,15,7,0,11,4,1,30,33,66,65
7,74.0,2,0.0,27,1.03,77,185.0,73.0,2,1.6,15,1.05,58,185.0,17,7,0,9,3,0,29,29,73,73
6,75.0,2,1.2,42,1.85,30,155.0,68.0,2,1.3,34,3.59,44,155.0,8,3,0,30,10,2,30,32,73,68
6,70.0,4,0.1,17,0.96,62,155.0,74.0,4,1.0,0,0.0,30,155.0,21,9,0,11,5,0,28,26,68,74
10,75.0,0,0.0,33,0.14,68,170.0,75.0,2,0.6,33,0.14,74,155.0,12,6,0,15,6,0,29,29,70,70
6,73.0,4,0.1,45,0.52,78,155.0,72.0,4,1.2,37,1.55,61,155.0,20,15,0,25,6,0,30,27,70,69
7,79.0,2,0.2,38,0.75,69,185.0,77.0,4,0.5,29,2.8,100,185.0,16,9,0,20,7,0,32,32,72,73
6,70.0,4,1.0,33,1.83,80,155.0,70.0,4,0.3,13,0.67,66,145.0,18,8,1,21,6,1,35,27,70,72
10,74.0,2,0.8,26,1.37,57,170.0,74.0,2,1.4,42,3.05,83,170.0,15,5,0,21,11,0,32,38,70,71
6,70.0,2,0.8,68,3.4,93,155.0,70.0,2,1.1,51,2.6,55,155.0,18,1,0,12,3,0,25,29,70,70
2,71.0,2,0.3,36,1.85,63,145.0,72.0,2,2.4,34,1.71,33,145.0,12,8,1,18,4,0,33,31,68,71
2,71.0,4,1.5,100,0.21,56,145.0,67.0,2,0.9,43,1.45,70,145.0,21,8,0,15,8,0,28,30,68,68
10,73.0,2,0.0,0,0.0,66,170.0,72.0,2,0.2,31,2.15,83,170.0,15,3,0,16,3,0,32,28,73,71
7,79.0,2,0.9,44,3.7,53,185.0,73.0,2,1.0,0,0.0,52,185.0,11,4,0,11,3,0,26,34,74,72
0,71.0,2,0.0,37,1.15,50,155.0,69.0,0,0.7,45,2.64,50,135.0,7,1,0,9,3,0,27,26,70,68
10,78.0,2,0.6,46,0.95,71,170.0,73.0,2,0.0,36,2.29,66,170.0,12,3,0,8,5,0,26,31,75,72
0,72.0,2,0.2,35,0.91,70,135.0,67.0,2,0.1,20,0.52,73,135.0,7,4,1,22,8,1,25,27,69,66
1,68.0,2,0.4,55,0.66,94,145.0,65.0,2,0.2,33,0.83,52,135.0,21,2,0,10,4,0,31,34,68,67
2,72.0,2,0.7,28,0.99,44,145.0,70.0,2,0.5,41,1.49,91,145.0,12,8,1,36,9,0,32,29,69,66
4,72.0,2,0.1,27,1.14,65,263.0,80.0,2,0.8,29,0.82,66,264.0,23,14,0,19,10,1,40,37,72,76
6,70.0,2,0.3,27,0.29,59,155.0,70.0,4,0.5,45,1.08,61,155.0,17,4,0,24,7,0,32,38,71,69
7,73.0,2,1.0,20,1.31,75,185.0,76.0,2,0.1,40,0.83,68,205.0,12,6,0,21,7,0,30,32,73,74
2,71.0,2,0.0,16,0.36,83,145.0,73.0,2,1.5,7,0.37,35,145.0,14,7,0,14,6,0,30,29,71,67
6,67.0,2,0.6,36,4.11,50,170.0,71.0,2,0.7,38,2.43,50,155.0,26,3,0,17,3,0,35,30,66,70
0,67.0,2,0.2,38,2.4,43,135.0,67.0,2,2.1,32,2.92,22,135.0,11,3,0,26,10,0,26,32,65,66
3,67.0,2,0.6,39,1.95,86,125.0,65.0,2,0.1,36,3.01,52,125.0,23,6,0,19,8,0,31,28,65,65
10,75.0,2,0.3,12,0.32,85,170.0,74.0,2,1.4,35,0.85,56,170.0,15,3,1,19,9,0,23,32,72,72
6,74.0,4,0.4,40,3.92,66,155.0,70.0,4,0.6,46,0.75,55,155.0,15,2,0,23,9,0,33,26,71,70
10,73.0,2,3.8,0,0.0,38,170.0,75.0,2,1.0,50,0.82,64,170.0,25,10,1,17,7,1,29,25,71,71
6,71.0,2,0.9,47,7.02,0,155.0,77.0,0,0.3,42,2.68,76,155.0,13,1,0,14,5,0,30,25,67,72
0,66.0,2,0.0,28,0.8,81,135.0,67.0,2,0.6,58,0.56,67,135.0,21,11,0,31,9,0,32,26,63,63
6,76.0,2,0.7,39,2.86,61,170.0,72.0,2,0.3,51,2.08,82,155.0,19,8,1,18,4,0,28,30,71,70
10,72.0,2,0.3,36,2.53,72,170.0,72.0,2,0.4,29,0.97,57,170.0,29,17,0,17,7,0,36,30,70,71
3,70.0,2,0.6,43,2.02,62,125.0,68.0,2,2.1,34,1.65,30,135.0,16,5,1,16,6,0,23,25,67,69
5,76.0,2,0.0,0,0.0,0,205.0,76.0,2,0.2,14,0.25,22,205.0,14,6,0,14,5,0,38,27,75,75
2,74.0,2,0.2,46,2.44,69,145.0,69.0,2,0.5,39,2.5,76,155.0,20,6,0,23,6,1,26,32,71,68
4,77.0,4,0.2,33,0.35,76,250.0,76.0,2,0.2,24,1.23,47,235.0,13,7,0,20,5,0,33,35,77,75
10,73.0,2,0.6,14,0.45,48,170.0,73.0,4,0.3,48,1.65,63,170.0,21,6,0,34,10,2,30,32,71,71
7,78.0,5,2.5,50,2.28,33,185.0,74.0,2,0.8,51,1.87,70,185.0,14,5,0,38,19,2,30,37,76,72
5,75.0,4,0.0,71,2.62,80,205.0,75.0,4,0.0,100,0.37,80,205.0,15,4,0,7,3,0,23,29,73,74
4,74.0,2,0.0,100,3.97,16,245.0,80.0,2,0.0,60,7.05,25,265.0,12,3,0,12,2,0,28,25,75,76
11,68.0,2,0.8,57,2.03,92,135.0,67.0,2,0.0,0,0.0,44,135.0,10,1,0,3,2,0,25,31,68,68
7,74.0,2,0.3,52,1.52,57,185.0,75.0,2,0.3,43,1.05,63,185.0,32,15,0,31,9,0,46,37,71,73
7,76.0,2,1.1,60,1.59,59,185.0,74.0,4,0.6,60,1.02,53,185.0,42,6,2,26,14,0,31,39,74,72
5,80.0,4,0.6,40,1.34,65,205.0,79.0,2,0.4,18,0.53,70,205.0,24,13,0,17,6,0,33,36,75,73
4,84.0,2,1.7,50,0.58,55,265.0,74.0,4,0.1,26,0.56,68,247.0,33,12,0,19,8,1,28,34,83,72
2,70.0,2,0.8,45,2.11,52,135.0,70.0,2,0.4,53,3.38,100,145.0,15,8,0,13,2,0,30,25,67,68
0,71.0,4,0.8,62,1.44,60,135.0,68.0,2,0.4,44,2.47,58,135.0,35,10,0,26,14,0,36,38,69,66
0,69.0,0,0.0,47,2.64,64,135.0,70.0,2,0.6,35,2.64,43,135.0,11,4,0,10,6,0,31,26,68,65
10,74.0,4,0.4,31,1.39,70,170.0,73.0,2,0.0,20,0.2,75,170.0,18,3,0,17,4,0,25,25,74,71
6,71.0,2,0.0,25,1.01,66,155.0,73.0,2,0.0,40,2.5,64,155.0,13,3,0,14,3,0,26,23,68,70
10,71.0,2,0.0,41,0.61,70,170.0,74.0,4,0.4,6,0.18,53,170.0,13,6,0,17,5,0,25,29,70,73
6,72.0,4,0.4,80,0.83,81,155.0,75.0,2,0.4,25,1.1,86,155.0,28,9,0,17,4,1,34,36,70,72
6,76.0,2,1.4,42,0.56,75,155.0,70.0,4,0.7,39,1.89,60,170.0,26,3,0,29,12,0,32,32,71,68
6,71.0,2,1.3,46,2.46,37,155.0,72.0,4,0.9,25,1.62,47,170.0,23,7,0,31,12,0,24,35,69,70
2,71.0,2,1.0,32,1.63,47,145.0,74.0,2,2.8,42,2.77,58,155.0,19,8,0,28,8,0,34,27,68,70
6,72.0,4,1.3,36,3.06,0,155.0,71.0,4,0.0,35,2.6,85,145.0,10,2,0,12,3,0,20,23,71,68
6,72.0,4,0.9,34,1.77,80,155.0,70.0,2,0.2,57,0.67,89,155.0,17,4,1,20,2,0,27,32,70,69
14,64.0,0,0.3,4,0.33,80,115.0,66.0,2,0.6,33,0.19,63,115.0,7,6,0,11,3,0,36,23,66,65
0,68.0,2,0.2,55,3.16,69,135.0,73.0,2,0.7,47,0.93,41,135.0,17,6,0,18,10,1,27,28,68,68
1,69.0,2,0.2,50,0.7,46,125.0,65.0,2,1.9,21,0.85,70,135.0,8,7,0,18,7,0,30,29,68,66
10,76.0,2,0.6,54,1.89,63,170.0,73.0,2,0.0,36,2.29,66,170.0,15,7,0,8,5,0,31,31,71,72
0,69.0,0,0.6,0,0.0,52,135.0,68.0,2,0.0,50,0.65,65,145.0,19,8,1,26,3,0,36,31,68,67
7,75.0,4,0.1,16,0.09,82,205.0,81.0,2,0.5,0,0.0,50,185.0,33,13,0,7,4,0,30,26,74,76
6,75.0,2,0.0,33,0.7,100,155.0,71.0,0,0.0,0,0.0,46,155.0,11,3,1,8,8,0,37,32,72,71
2,70.0,0,0.2,45,4.56,68,145.0,72.0,2,0.0,0,0.0,46,145.0,17,5,1,5,4,0,27,23,67,70
6,69.0,2,0.5,36,2.92,92,155.0,74.0,4,0.0,62,0.75,70,155.0,29,6,0,21,4,0,32,28,69,69
10,74.0,2,0.5,41,1.21,92,170.0,75.0,2,0.0,45,0.36,78,170.0,19,4,1,15,4,1,34,33,69,72
14,64.0,2,0.0,14,0.11,83,115.0,65.0,2,0.1,62,0.3,81,125.0,13,5,0,16,3,0,31,29,63,66
7,73.0,4,0.0,31,1.79,78,185.0,78.0,2,1.0,50,3.82,73,205.0,13,4,0,14,5,0,39,32,72,74
11,65.0,2,1.6,31,2.06,52,135.0,67.0,2,0.9,26,1.14,64,135.0,18,7,0,10,8,0,30,28,66,67
2,68.0,2,0.3,31,2.36,65,145.0,71.0,2,0.4,38,1.18,65,145.0,22,7,1,28,17,0,35,30,66,69
6,73.0,4,0.1,45,0.52,78,155.0,70.0,2,0.7,47,5.35,84,155.0,20,15,0,28,0,0,30,28,70,70
7,74.0,2,0.8,34,1.45,59,185.0,76.0,2,0.5,34,2.55,77,185.0,21,13,0,21,9,1,35,34,72,72
10,72.0,2,0.2,31,2.15,83,170.0,75.0,2,1.0,50,0.82,64,170.0,16,3,0,17,7,1,28,25,71,71
1,71.0,4,2.0,42,1.77,47,155.0,70.0,2,0.3,60,0.71,63,170.0,31,13,0,28,15,0,33,33,68,69
11,68.0,2,0.1,0,0.0,56,125.0,66.0,2,0.3,51,2.57,65,125.0,13,2,0,13,7,0,28,32,69,66
7,76.0,2,1.1,60,1.59,59,185.0,79.0,2,0.2,38,0.75,69,185.0,42,6,2,16,9,0,31,32,74,72
6,69.0,2,0.0,35,0.74,75,155.0,70.0,4,0.6,46,0.75,55,155.0,22,16,0,23,9,0,32,26,68,70
4,80.0,2,0.2,75,0.75,76,250.0,77.0,4,0.0,24,1.09,69,265.0,31,7,0,12,4,0,28,31,79,75
2,69.0,4,0.0,16,0.5,30,135.0,65.0,4,0.0,25,0.39,52,145.0,11,7,2,14,15,1,25,30,67,69
7,73.0,2,0.0,0,0.0,20,185.0,79.0,2,1.0,64,2.87,66,185.0,23,9,0,14,5,0,27,34,72,77
3,65.0,2,0.3,36,2.51,65,125.0,66.0,2,0.0,44,2.0,55,125.0,14,5,0,18,2,0,31,26,64,65
6,77.0,2,0.9,42,3.23,74,170.0,71.0,2,0.7,0,0.0,25,155.0,18,5,0,14,2,0,24,28,69,68
14,65.0,2,0.0,0,0.0,33,115.0,64.0,5,1.8,38,1.53,28,115.0,3,2,0,4,5,0,32,25,63,63
4,80.0,2,0.3,50,0.32,40,205.0,77.0,2,0.0,0,0.0,28,240.0,9,2,0,13,4,0,28,33,76,76
10,74.0,4,0.2,33,1.56,72,155.0,75.0,4,0.8,28,0.75,62,185.0,24,9,1,23,7,0,32,32,75,72
11,68.0,2,1.1,100,0.35,51,135.0,61.0,2,0.0,45,2.34,0,135.0,9,5,1,11,5,0,39,27,66,63
0,70.0,5,0.0,100,0.78,26,135.0,71.0,2,0.5,48,3.72,78,135.0,9,2,0,15,2,0,27,24,65,67
10,73.0,2,0.0,33,0.57,53,170.0,73.0,2,0.0,0,0.0,0,170.0,10,1,0,3,3,0,31,36,70,71
5,75.0,4,0.8,44,0.67,62,205.0,74.0,2,0.4,44,3.37,80,205.0,23,9,0,23,5,0,40,33,74,74
0,70.0,4,0.0,0,0.0,75,135.0,72.0,2,0.2,35,0.91,70,135.0,22,3,0,7,4,1,25,25,67,69
14,67.0,2,0.5,30,0.35,38,115.0,63.0,2,0.8,47,3.34,58,115.0,8,7,0,17,4,0,29,28,67,64
7,77.0,4,0.1,40,1.39,85,185.0,78.0,2,1.1,27,2.1,30,185.0,21,4,0,28,9,0,27,35,73,73
10,72.0,2,1.0,52,1.39,75,170.0,76.0,5,0.2,50,3.44,100,170.0,14,4,0,16,1,0,25,29,71,72
10,72.0,2,0.4,38,1.2,75,170.0,72.0,2,0.4,29,0.97,57,170.0,14,7,1,17,7,0,34,30,72,71
7,77.0,2,0.7,36,2.23,77,185.0,78.0,4,0.5,53,2.69,84,185.0,20,5,0,14,8,0,28,31,73,73
5,70.0,2,3.5,41,8.7,0,205.0,75.0,2,0.8,60,0.78,36,253.0,20,6,0,16,7,1,29,31,71,73
0,67.0,2,0.7,34,3.26,69,135.0,71.0,2,0.5,0,0.0,62,135.0,18,11,0,28,12,0,35,38,65,67
4,74.0,2,1.0,36,3.09,50,243.0,80.0,2,0.0,0,0.0,33,265.0,10,5,0,8,3,1,23,36,74,77
0,66.0,4,0.5,63,3.42,82,125.0,65.0,2,1.1,21,0.92,81,135.0,11,5,0,18,4,0,24,30,67,66
5,75.0,2,0.0,24,2.22,83,205.0,74.0,2,0.0,44,1.38,65,185.0,19,7,0,11,4,0,36,26,73,72
7,77.0,4,0.5,29,2.8,100,185.0,73.0,2,0.0,57,0.36,84,185.0,20,7,0,21,5,0,32,26,73,72
6,70.0,4,2.1,18,0.85,10,155.0,73.0,2,0.8,38,1.99,66,170.0,12,3,0,15,4,0,30,22,71,71
10,76.0,4,0.8,54,1.53,66,170.0,73.0,2,0.2,50,2.4,62,185.0,22,10,1,20,4,1,36,29,73,72
6,71.0,2,0.4,34,2.16,72,145.0,67.0,4,0.0,33,1.36,0,155.0,21,1,0,9,3,2,28,27,66,67
5,76.0,4,0.2,0,0.0,46,205.0,79.0,2,1.5,25,0.74,52,205.0,9,4,0,7,3,0,26,25,73,75
14,60.0,2,0.2,20,0.2,70,115.0,62.0,4,0.2,0,0.0,66,115.0,9,4,0,16,8,0,27,29,60,62
7,76.0,2,0.5,19,0.27,57,185.0,70.0,4,0.3,34,1.86,78,185.0,24,13,0,13,4,0,30,39,74,72
6,68.0,2,0.7,27,0.68,53,155.0,73.0,2,1.0,33,0.42,50,155.0,17,12,0,10,5,0,32,32,70,71
10,73.0,0,0.2,40,1.55,66,170.0,75.0,5,0.0,33,0.58,58,170.0,9,6,0,8,1,0,28,29,72,75
3,65.0,5,1.0,33,0.25,63,125.0,66.0,2,0.6,37,0.83,38,125.0,17,8,0,9,3,0,28,26,65,65
2,75.0,5,0.4,33,0.4,78,155.0,71.0,2,1.7,31,1.31,47,145.0,20,8,0,20,6,0,26,24,72,70
2,70.0,5,1.4,38,0.76,68,135.0,64.0,4,0.3,50,1.09,62,145.0,15,5,1,6,4,1,24,35,68,64
3,64.0,2,0.0,16,0.66,58,125.0,68.0,2,0.8,66,0.55,51,125.0,2,5,0,7,5,0,25,28,65,65
3,66.0,2,0.5,56,3.35,65,125.0,66.0,4,1.4,63,4.28,51,135.0,27,3,1,16,9,1,30,30,63,67
3,64.0,2,0.2,35,2.16,90,135.0,65.0,4,0.6,31,1.53,65,125.0,15,2,0,28,5,0,29,32,64,64
10,74.0,2,0.4,59,1.7,78,170.0,71.0,2,0.4,47,2.04,86,170.0,35,13,0,31,15,0,32,31,71,69
5,75.0,4,0.0,71,2.62,80,205.0,77.0,5,0.0,33,0.18,51,185.0,15,4,0,13,4,0,23,32,73,71
11,66.0,2,0.5,64,4.67,66,135.0,68.0,2,0.8,33,0.74,32,125.0,11,5,0,19,10,0,36,32,66,66
3,68.0,2,0.2,20,0.24,62,125.0,70.0,2,0.6,43,2.02,62,125.0,10,5,0,16,5,1,27,23,65,67
2,70.0,0,0.9,16,0.31,0,145.0,70.0,2,0.7,47,2.91,81,155.0,8,1,0,14,8,1,31,37,70,69
0,70.0,2,1.8,40,0.7,58,125.0,71.0,2,0.8,36,1.25,50,135.0,14,4,0,17,4,0,26,29,68,68
6,70.0,2,0.0,53,1.55,37,155.0,69.0,2,0.6,43,2.22,36,170.0,16,10,3,6,3,0,28,29,71,67
14,65.0,2,0.6,57,2.0,61,115.0,65.0,2,0.0,21,1.0,50,115.0,4,6,0,4,3,0,25,27,64,61
7,76.0,2,0.8,26,0.41,51,205.0,72.0,2,0.0,0,0.0,81,185.0,32,14,0,15,5,1,28,30,76,72
5,74.0,0,1.0,0,0.0,87,205.0,75.0,2,0.2,39,3.03,80,205.0,8,5,0,10,4,0,32,26,74,72
2,69.0,2,0.4,83,0.24,85,145.0,72.0,2,1.2,54,0.69,58,170.0,21,5,0,22,9,0,25,29,71,70
10,75.0,2,1.6,47,1.64,63,170.0,73.0,2,1.3,36,1.21,73,155.0,24,16,0,36,13,0,35,33,72,73
2,70.0,2,0.5,50,1.06,60,145.0,70.0,2,0.0,20,0.55,50,145.0,26,11,0,14,3,0,33,25,68,70
7,74.0,2,0.7,35,2.58,70,185.0,71.0,4,0.1,35,0.8,62,185.0,18,6,0,16,5,0,37,25,71,69
10,74.0,5,1.3,50,0.33,48,170.0,73.0,2,0.2,58,1.56,66,170.0,9,4,1,31,12,0,28,27,71,72
5,77.0,2,1.9,38,1.06,52,205.0,77.0,2,2.4,57,4.42,71,205.0,26,7,0,15,5,0,24,29,75,75
6,70.0,4,0.5,33,2.36,70,155.0,70.0,4,0.1,17,0.96,62,155.0,12,5,0,21,9,0,27,28,69,68
14,68.0,2,0.3,45,0.77,66,115.0,63.0,2,0.2,100,0.25,28,115.0,8,6,0,13,2,0,33,23,67,61
0,69.0,4,1.3,60,3.32,71,135.0,65.0,4,1.9,25,1.16,65,135.0,10,4,0,12,5,0,29,32,67,65
6,68.0,2,0.0,0,0.0,87,155.0,71.0,2,0.5,42,1.35,62,155.0,17,6,0,10,4,2,31,24,68,69
6,73.0,2,0.1,41,3.95,61,155.0,71.0,2,0.0,40,2.33,23,155.0,24,4,0,12,4,0,30,31,68,71
3,64.0,4,0.3,30,3.71,56,125.0,65.0,2,0.1,36,3.01,52,125.0,19,8,0,19,8,0,33,28,64,65
