weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height
3,66.0,3.41,3.37,2,40,65,59,135.0,67.0,3.77,2.73,2,28,63,36,125.0,15,12,0,18,7,0,32,29,65,66
6,71.0,4.01,3.44,5,52,46,50,155.0,73.0,3.74,3.0,2,40,60,50,155.0,9,3,0,10,5,0,28,30,71,71
5,76.0,3.35,4.26,2,50,55,28,205.0,79.0,3.32,2.12,4,37,64,50,185.0,10,7,0,7,2,0,34,31,74,75
3,65.0,3.09,2.85,2,42,52,65,125.0,66.0,1.66,3.43,2,54,67,65,125.0,14,5,0,27,3,1,29,28,64,63
10,76.0,2.8,3.75,2,42,62,88,170.0,74.0,2.58,2.5,2,49,57,92,170.0,18,4,0,19,4,1,25,32,72,69
5,73.0,3.62,2.71,2,53,49,63,205.0,74.0,1.39,2.82,2,43,71,80,205.0,12,7,0,23,5,0,34,31,73,74
4,77.0,2.69,3.55,2,44,59,79,240.0,78.0,2.22,2.92,2,37,57,72,245.0,28,19,0,11,5,0,35,31,75,76
5,73.0,2.77,3.12,2,66,46,87,205.0,80.0,2.86,2.59,4,46,44,65,205.0,19,5,0,24,13,0,33,31,73,75
10,71.0,3.92,1.87,2,44,41,28,170.0,73.0,3.1,2.23,2,46,58,53,185.0,18,7,2,10,6,0,33,32,70,69
11,65.0,3.07,2.6,2,33,58,53,135.0,68.0,5.4,4.51,2,37,58,66,115.0,5,4,0,8,6,0,28,31,66,67
0,68.0,2.93,3.06,2,41,62,82,135.0,70.0,4.28,3.51,4,37,61,66,135.0,20,11,0,13,5,0,35,30,67,66
6,75.0,1.59,2.47,2,42,64,62,155.0,71.0,2.07,2.72,5,38,66,57,155.0,23,14,1,18,10,0,30,31,71,69
0,67.0,1.99,1.97,2,37,50,43,135.0,71.0,4.32,2.28,2,44,40,42,135.0,11,3,0,9,4,0,24,31,65,69
6,74.0,1.75,1.4,2,33,60,61,155.0,71.0,2.94,2.5,2,39,52,23,155.0,11,4,0,12,4,0,25,29,73,71
7,74.0,2.32,2.71,2,49,55,70,185.0,75.0,2.99,4.04,2,51,62,58,185.0,38,19,2,18,9,0,35,33,72,74
4,81.0,2.68,2.47,2,57,48,66,265.0,75.0,1.52,2.08,2,46,59,66,265.0,22,5,0,14,3,0,37,28,76,74
2,74.0,3.03,3.21,2,50,54,58,155.0,70.0,2.12,2.42,2,42,65,54,145.0,28,8,0,27,9,2,25,31,70,71
10,74.0,4.13,3.2,2,39,64,75,170.0,73.0,3.7,4.77,2,39,61,84,185.0,6,4,0,21,5,0,25,24,73,72
6,73.0,2.02,3.07,2,46,63,66,170.0,70.0,3.83,1.01,2,69,35,63,145.0,15,4,0,9,2,0,20,26,71,67
3,65.0,2.15,2.71,2,46,51,68,125.0,69.0,4.09,3.69,2,46,57,31,125.0,4,2,0,10,5,0,24,31,64,66
10,73.0,3.39,2.24,2,48,41,26,170.0,73.0,4.32,1.31,0,30,43,50,170.0,7,6,0,5,3,0,37,27,71,70
10,75.0,5.5,1.29,2,33,32,0,155.0,80.0,2.22,3.86,2,46,56,60,170.0,8,3,1,21,8,0,23,27,67,75
2,75.0,4.72,4.73,5,44,55,78,155.0,64.0,7.36,0.11,2,7,31,0,135.0,20,8,0,9,3,0,24,28,72,65
5,74.0,6.77,5.46,2,48,45,30,205.0,76.0,5.34,4.26,2,42,55,83,205.0,17,9,0,17,11,0,31,29,73,75
2,70.0,3.65,4.59,2,49,61,60,145.0,71.0,2.98,3.09,2,40,58,65,145.0,26,11,0,28,17,0,31,28,68,69
10,75.0,3.8,3.56,2,35,57,82,170.0,71.0,3.01,3.75,4,43,59,62,185.0,13,5,0,16,5,0,28,23,72,69
7,78.0,2.44,1.9,4,42,53,84,185.0,76.0,3.01,2.39,2,40,50,72,170.0,14,8,0,9,4,0,29,28,73,73
2,69.0,3.31,2.08,2,41,55,76,155.0,71.0,2.66,2.88,2,45,59,47,145.0,23,6,1,19,8,0,30,32,68,68
7,77.0,3.44,3.36,2,42,56,60,205.0,77.0,3.92,1.36,2,33,45,0,185.0,11,6,0,9,3,0,28,27,74,75
6,71.0,3.86,2.39,5,48,40,79,170.0,72.0,3.45,1.62,2,47,48,0,155.0,9,5,0,15,2,0,26,29,70,69
6,74.0,3.1,5.19,2,36,61,70,155.0,71.0,2.3,1.64,2,41,51,25,155.0,16,2,0,6,4,0,29,27,69,72
0,71.0,1.75,4.53,2,50,63,62,135.0,71.0,2.54,2.47,2,31,63,58,135.0,19,13,1,12,6,0,31,27,70,70
7,73.0,4.41,4.67,2,51,62,0,185.0,78.0,5.32,3.51,2,23,57,58,185.0,9,2,1,8,3,0,31,23,72,75
3,69.0,2.55,1.27,2,32,42,20,125.0,63.0,1.8,1.26,2,49,46,46,135.0,13,9,0,12,4,0,31,21,68,64
4,80.0,3.61,3.53,2,51,49,20,240.0,76.0,3.02,3.91,2,65,45,78,260.0,57,13,1,15,9,0,37,34,74,77
7,74.0,1.57,2.59,4,53,61,75,185.0,78.0,3.25,3.14,2,42,51,73,205.0,24,8,0,14,5,0,36,30,73,74
11,68.0,4.14,4.17,2,52,44,50,135.0,68.0,4.18,4.27,2,46,55,32,125.0,12,2,0,19,10,0,27,30,67,66
7,76.0,2.19,4.44,2,47,57,68,205.0,79.0,3.57,3.31,2,50,53,69,185.0,21,7,0,16,9,0,30,30,74,72
0,70.0,1.68,1.75,2,40,53,52,135.0,71.0,3.64,3.97,4,35,56,80,135.0,15,8,0,7,5,0,28,29,67,64
0,73.0,2.86,3.98,4,48,64,58,145.0,67.0,2.59,2.65,2,40,64,58,135.0,15,12,0,35,11,0,26,35,70,66
10,74.0,3.02,3.72,2,47,52,57,170.0,78.0,2.63,1.93,2,38,50,81,185.0,15,5,0,21,8,0,30,32,70,74
7,76.0,2.96,3.57,2,44,56,57,185.0,69.0,2.27,1.18,2,46,56,66,185.0,24,13,0,14,2,0,28,27,74,69
0,71.0,3.89,5.11,2,41,63,50,135.0,72.0,2.47,3.43,2,34,60,59,135.0,17,4,0,15,13,1,27,33,68,73
7,74.0,4.4,3.27,2,29,70,0,185.0,74.0,4.46,4.56,2,32,62,80,185.0,3,2,0,14,4,0,28,33,72,74
7,77.0,3.76,2.27,4,53,46,27,185.0,73.0,7.01,0.63,2,55,25,60,185.0,9,5,1,8,3,0,33,29,71,72
2,70.0,3.2,2.76,2,48,56,74,155.0,68.0,2.39,3.6,2,39,69,65,145.0,16,14,2,22,7,1,36,33,69,66
5,79.0,2.18,4.45,2,46,59,83,205.0,76.0,6.82,7.73,0,45,49,50,205.0,14,4,0,7,4,0,25,28,75,77
7,75.0,2.96,2.84,2,40,62,66,170.0,76.0,2.57,2.03,2,32,60,63,185.0,17,7,0,8,4,0,25,31,74,72
4,79.0,2.29,2.63,2,49,44,53,260.0,77.0,2.92,4.13,2,66,54,66,205.0,22,7,0,6,4,0,29,28,75,75
3,66.0,2.16,3.56,4,51,55,82,125.0,65.0,2.17,2.94,2,44,56,52,125.0,11,5,0,19,8,0,22,26,67,65
6,77.0,3.18,3.9,2,42,52,74,170.0,72.0,2.73,3.09,4,46,59,61,155.0,18,5,0,19,8,0,22,29,69,70
0,67.0,3.08,1.6,2,28,59,66,135.0,69.0,3.17,2.08,2,37,58,50,135.0,17,3,1,13,6,0,28,31,67,67
6,72.0,2.14,1.8,4,38,65,81,155.0,72.0,7.17,4.91,2,23,51,0,145.0,28,9,0,11,4,0,32,25,70,69
5,79.0,1.6,2.42,4,49,53,28,205.0,71.0,2.83,2.03,0,19,64,100,185.0,15,6,0,5,3,0,30,26,76,71
1,67.0,3.17,2.04,0,41,44,37,135.0,68.0,3.33,1.33,2,27,60,50,135.0,6,6,0,5,4,0,26,24,67,69
5,73.0,4.81,3.58,2,36,62,0,205.0,78.0,0.0,0.0,2,0,0,0,205.0,5,1,0,6,0,0,29,33,72,75
6,73.0,4.23,4.34,2,46,53,73,155.0,71.0,2.89,2.78,4,40,59,47,155.0,36,13,0,31,13,0,31,31,73,68
6,70.0,3.54,5.35,4,39,61,80,155.0,75.0,4.16,4.01,2,43,60,80,155.0,18,8,1,20,8,0,33,28,70,71
10,71.0,2.17,3.8,4,41,62,63,170.0,70.0,4.38,4.55,2,48,43,69,155.0,19,9,0,12,3,0,30,25,69,70
6,70.0,2.96,3.42,4,43,68,0,155.0,72.0,3.93,3.39,2,36,59,70,155.0,12,7,0,11,5,0,32,29,68,70
3,67.0,4.27,5.36,2,40,56,67,135.0,65.0,5.72,3.81,2,32,59,75,125.0,31,9,0,9,4,0,24,28,63,65
2,71.0,3.07,3.76,4,42,60,71,155.0,72.0,4.14,2.87,4,35,60,76,145.0,13,6,0,16,3,0,26,26,72,72
6,71.0,2.51,1.95,4,31,63,92,155.0,74.0,2.57,2.57,2,36,50,55,155.0,40,14,0,31,19,0,31,31,70,72
11,73.0,4.43,4.83,0,53,57,50,135.0,66.0,8.41,7.56,2,40,51,62,135.0,3,3,0,10,7,1,28,32,71,69
0,71.0,1.95,4.85,2,50,66,51,135.0,67.0,3.2,3.05,2,38,57,50,135.0,18,3,0,8,4,0,25,32,67,66
6,72.0,1.14,0.88,2,64,46,50,135.0,69.0,1.6,1.64,2,29,67,31,155.0,15,3,0,10,5,1,35,29,68,68
14,63.0,4.38,3.17,2,42,58,58,115.0,62.0,4.67,1.93,2,20,57,16,115.0,17,4,0,5,1,0,26,26,64,62
2,68.0,3.38,2.94,2,47,62,80,145.0,74.0,4.43,5.27,4,48,55,70,155.0,24,11,0,21,4,0,27,26,67,69
10,72.0,3.33,1.71,5,57,49,66,170.0,75.0,2.75,2.47,4,32,53,62,185.0,17,5,1,23,7,0,26,30,71,72
3,68.0,4.63,3.02,2,31,55,58,135.0,64.0,3.25,3.59,2,39,67,88,125.0,26,14,0,13,5,1,36,30,66,65
6,70.0,2.88,3.06,0,35,64,77,155.0,66.0,2.89,1.02,4,31,50,46,155.0,22,5,1,33,13,7,28,33,71,68
5,72.0,2.82,2.25,2,32,65,16,185.0,73.0,3.09,2.29,2,40,55,100,205.0,11,4,0,15,7,0,27,31,70,70
3,64.0,3.79,3.56,2,41,58,53,125.0,64.0,3.16,2.34,2,26,68,60,125.0,16,13,0,22,12,0,35,31,64,64
7,75.0,1.29,4.44,0,58,72,40,185.0,75.0,3.01,2.49,2,44,55,83,170.0,5,1,0,17,5,1,31,27,75,73
7,75.0,3.31,3.29,2,55,51,60,185.0,77.0,3.26,1.16,2,46,32,66,185.0,15,10,0,16,7,1,33,31,75,74
5,74.0,5.44,5.61,2,59,45,0,205.0,77.0,2.45,4.86,2,57,44,52,205.0,8,5,0,26,7,0,33,22,75,75
3,69.0,2.81,2.13,2,46,46,71,125.0,64.0,2.96,1.99,2,36,55,40,125.0,12,2,1,11,5,0,26,30,70,64
10,75.0,2.58,3.75,2,54,56,63,170.0,74.0,4.16,3.57,4,45,60,65,170.0,24,16,0,28,14,0,33,32,72,71
5,78.0,1.83,3.25,2,47,60,77,205.0,75.0,2.27,2.39,4,34,60,62,205.0,22,6,0,23,9,0,30,38,74,74
2,70.0,2.46,2.45,2,33,65,69,155.0,66.0,3.07,4.42,2,46,59,82,155.0,35,16,0,18,9,0,33,28,67,66
6,71.0,3.7,4.95,2,49,63,74,155.0,71.0,2.12,2.59,2,47,64,54,155.0,24,10,1,21,8,0,28,36,70,70
6,72.0,2.98,2.88,5,38,57,60,155.0,74.0,2.94,4.33,2,47,66,78,170.0,16,8,0,35,13,0,29,30,68,71
5,76.0,3.35,4.26,2,50,55,28,205.0,76.0,3.81,2.97,2,40,51,52,205.0,10,7,0,11,6,0,34,32,74,76
10,74.0,4.37,2.73,2,29,55,37,170.0,75.0,3.34,4.87,2,45,62,63,170.0,17,5,0,29,11,1,29,30,72,74
2,71.0,4.75,3.21,2,39,51,83,145.0,69.0,7.36,4.07,5,33,50,56,145.0,14,7,0,14,1,0,28,23,71,68
6,71.0,4.01,2.32,4,45,56,33,155.0,70.0,4.23,3.69,2,35,59,33,145.0,23,10,1,20,6,2,31,27,70,69
10,71.0,3.05,3.09,2,43,57,50,155.0,73.0,4.74,2.83,2,37,57,80,170.0,17,3,0,9,2,0,28,26,70,71
14,65.0,2.11,1.94,2,44,55,70,115.0,65.0,2.73,6.18,2,47,65,81,125.0,9,5,0,16,3,0,32,27,65,66
2,69.0,1.47,2.79,2,46,63,16,145.0,70.0,2.96,3.21,2,41,54,55,145.0,9,2,0,23,13,0,30,27,69,71
5,80.0,2.86,2.59,4,46,44,65,205.0,74.0,1.39,2.82,2,43,71,80,205.0,24,13,0,23,5,0,31,31,75,74
6,69.0,4.09,3.68,2,40,62,75,155.0,70.0,2.64,1.92,2,32,66,81,155.0,22,16,0,14,8,1,30,35,68,69
7,74.0,2.76,3.0,2,40,55,77,185.0,74.0,2.9,2.93,2,50,57,59,185.0,17,7,0,21,13,0,27,33,73,72
10,73.0,3.34,4.85,4,50,61,62,170.0,74.0,3.14,3.08,2,31,51,48,170.0,16,7,0,18,11,0,33,33,72,75
4,79.0,3.29,1.52,5,38,33,20,255.0,75.0,3.3,2.87,4,50,47,76,260.0,7,2,0,18,7,0,33,30,80,72
2,68.0,2.31,2.0,2,40,62,62,145.0,71.0,2.97,3.76,2,44,53,65,145.0,24,7,1,18,6,0,30,28,67,68
3,64.0,2.24,1.94,4,43,62,56,125.0,67.0,2.23,1.38,2,38,65,86,125.0,19,8,0,23,6,0,31,29,64,65
11,66.0,2.06,2.37,2,44,47,66,135.0,67.0,3.59,3.53,2,38,61,62,125.0,11,5,0,11,4,0,34,31,66,65
7,75.0,3.2,3.05,4,44,55,82,205.0,73.0,4.41,4.01,2,44,50,43,185.0,33,13,0,17,9,0,28,32,74,73
0,66.0,3.15,3.97,2,46,54,62,135.0,69.0,2.53,2.57,2,47,67,60,125.0,13,6,0,4,3,0,34,26,66,66
7,69.0,2.98,4.36,4,48,66,88,185.0,75.0,2.71,4.33,2,38,65,63,185.0,9,3,0,31,9,0,42,35,69,73
10,74.0,2.58,2.5,2,49,57,92,170.0,76.0,1.89,2.12,4,49,58,71,170.0,19,4,1,22,4,1,32,33,69,74
6,69.0,2.77,1.9,2,47,39,36,170.0,71.0,1.88,1.28,4,48,53,69,155.0,6,3,0,9,9,1,27,24,67,71
2,64.0,1.91,2.66,4,41,61,62,145.0,65.0,2.07,1.4,2,26,65,33,145.0,6,4,1,7,4,1,33,26,64,67
10,74.0,2.53,2.53,2,49,52,100,170.0,72.0,2.27,3.17,4,46,53,77,170.0,14,6,1,8,5,1,28,28,74,72
10,77.0,3.7,3.23,2,38,47,50,170.0,70.0,3.75,3.23,2,58,45,75,170.0,13,1,0,10,3,0,32,29,72,67
0,71.0,4.32,2.28,2,44,40,42,135.0,71.0,2.5,2.16,4,41,50,41,125.0,9,4,0,21,6,2,31,25,69,70
10,72.0,3.02,4.17,2,37,55,78,170.0,72.0,1.63,1.32,2,26,44,33,170.0,15,2,0,2,2,0,26,23,71,72
0,64.0,2.82,1.44,2,21,48,58,125.0,67.0,2.45,1.1,2,60,49,0,135.0,2,5,0,4,1,0,23,28,65,67
11,61.0,3.43,0.87,2,31,58,0,135.0,65.0,3.07,2.6,2,33,58,53,135.0,11,5,0,5,4,0,25,28,63,66
6,70.0,1.79,2.93,4,45,63,63,170.0,70.0,3.28,3.57,4,45,62,60,170.0,23,5,0,29,12,0,31,30,69,68
10,73.0,2.55,3.35,2,44,69,66,170.0,74.0,2.84,2.74,2,45,60,70,170.0,31,12,0,27,14,1,25,39,72,72
7,78.0,1.64,2.22,2,42,59,73,205.0,78.0,2.99,2.13,2,40,52,30,185.0,23,10,0,28,9,0,33,33,75,73
1,69.0,4.45,6.66,2,44,62,85,145.0,73.0,5.0,4.22,2,32,50,71,145.0,21,5,0,14,7,0,23,21,71,71
6,73.0,4.09,4.87,2,37,61,96,155.0,76.0,3.31,4.13,2,39,60,57,155.0,13,4,0,13,5,0,29,27,72,75
2,72.0,3.35,2.02,2,40,48,33,145.0,69.0,2.31,1.91,2,54,58,33,145.0,18,4,0,21,8,1,29,32,71,69
10,72.0,3.03,1.81,2,31,59,66,170.0,80.0,2.22,3.86,2,46,56,60,170.0,15,6,0,21,8,0,27,27,69,75
6,72.0,2.66,3.95,4,49,60,80,155.0,73.0,2.45,2.7,2,36,59,64,170.0,17,4,1,17,5,0,25,25,70,72
0,70.0,3.33,1.87,4,59,40,35,135.0,70.0,4.27,3.23,4,42,52,50,135.0,8,2,0,9,3,0,25,27,69,70
10,77.0,3.58,3.23,2,50,51,66,170.0,68.0,2.67,1.08,2,45,52,100,155.0,22,13,2,9,3,0,31,27,74,69
3,68.0,2.82,3.22,2,36,63,51,135.0,65.0,3.04,1.83,4,29,55,47,125.0,11,4,0,23,10,0,23,29,66,64
0,67.0,3.03,5.37,2,41,65,86,125.0,65.0,5.37,3.36,2,41,67,70,135.0,17,4,0,18,7,0,28,27,66,66
6,71.0,1.96,2.57,2,42,62,63,155.0,76.0,3.75,5.81,2,45,63,75,155.0,17,10,0,26,3,0,35,30,69,71
11,64.0,4.28,4.47,2,44,60,84,135.0,67.0,6.36,2.49,2,30,51,44,135.0,11,4,1,15,10,0,31,34,65,67
6,75.0,1.62,3.05,2,44,62,55,155.0,74.0,3.1,5.19,2,36,61,70,155.0,10,6,0,16,2,0,26,29,71,69
6,75.0,5.21,3.99,2,35,46,74,155.0,71.0,3.9,2.71,5,35,43,60,145.0,15,6,0,9,1,1,27,26,70,71
7,72.0,2.74,3.53,2,46,63,79,170.0,77.0,2.91,3.39,4,45,54,100,185.0,18,5,0,20,7,0,28,30,71,73
4,76.0,3.02,3.91,2,65,45,78,260.0,75.0,5.92,0.85,2,37,22,33,247.0,15,9,0,8,4,0,34,36,77,74
6,74.0,5.8,2.72,2,42,51,14,155.0,70.0,1.75,1.7,2,53,51,55,155.0,6,2,0,12,3,0,28,27,68,70
4,77.0,2.69,3.55,2,44,59,79,240.0,80.0,3.09,2.89,2,45,50,66,264.0,28,19,0,19,10,1,35,35,75,76
6,71.0,3.17,3.98,2,45,58,70,155.0,71.0,2.51,1.95,4,31,63,92,155.0,15,5,0,40,14,0,27,31,69,70
6,75.0,2.58,2.4,2,41,61,86,155.0,70.0,2.3,2.92,2,44,63,66,155.0,17,4,1,25,11,0,34,28,72,69
10,72.0,4.4,3.77,2,47,47,100,170.0,73.0,4.02,4.27,2,39,64,60,170.0,24,9,0,28,3,0,31,28,70,72
0,71.0,2.79,2.72,4,45,49,60,135.0,70.0,1.68,1.75,2,40,53,52,135.0,35,10,0,15,8,0,34,28,69,67
11,69.0,4.14,1.21,2,19,55,0,135.0,62.0,5.28,6.55,2,51,51,76,115.0,10,2,0,20,7,0,20,23,67,61
2,73.0,3.23,2.32,2,38,47,35,145.0,70.0,3.83,1.01,2,69,35,63,145.0,14,6,0,9,2,0,27,26,67,67
10,77.0,2.86,1.52,2,42,49,22,170.0,73.0,2.42,3.53,2,39,57,38,170.0,25,8,0,17,7,0,34,33,73,72
6,70.0,2.47,3.09,4,44,60,61,155.0,72.0,2.08,2.39,2,48,63,65,155.0,24,7,0,19,4,1,36,29,69,69
10,73.0,1.99,1.71,2,39,63,63,170.0,75.0,4.02,4.24,0,32,60,68,170.0,15,8,0,12,6,0,33,27,71,70
0,67.0,1.61,1.59,2,36,52,22,135.0,71.0,1.75,4.53,2,50,63,62,135.0,26,10,0,19,13,1,30,31,66,70
4,72.0,4.79,2.18,2,36,46,65,263.0,72.0,2.9,2.81,2,43,51,64,265.0,23,14,0,13,14,1,38,40,72,70
6,73.0,2.16,2.94,2,42,66,50,145.0,70.0,3.52,3.81,4,41,60,63,155.0,17,4,0,35,14,0,26,36,70,67
10,74.0,3.55,4.71,2,46,60,60,170.0,73.0,3.62,3.1,2,41,57,92,170.0,7,5,0,14,6,0,34,39,70,70
11,65.0,2.71,1.93,2,41,50,52,135.0,60.0,3.9,1.57,2,33,60,75,135.0,18,7,0,16,2,1,28,28,66,61
10,73.0,2.72,3.84,0,46,58,66,170.0,71.0,3.92,1.87,2,44,41,28,170.0,9,6,0,18,7,2,26,33,72,70
3,66.0,2.45,3.6,2,45,62,55,125.0,67.0,4.14,2.99,2,38,51,55,125.0,18,2,0,8,5,0,24,27,65,66
0,73.0,2.86,3.98,4,48,64,58,145.0,67.0,1.63,1.88,2,49,62,63,135.0,15,12,0,25,13,5,26,32,70,67
2,66.0,2.47,2.64,2,40,61,76,145.0,67.0,3.55,2.46,2,33,59,70,145.0,23,8,2,15,8,0,33,28,68,68
10,71.0,12.92,0.46,4,33,9,0,170.0,77.0,5.07,4.45,2,41,51,73,170.0,17,10,7,13,7,1,29,29,70,75
0,73.0,2.55,2.7,2,44,59,71,135.0,67.0,1.99,1.97,2,37,50,43,135.0,16,8,0,11,3,0,27,24,69,65
6,73.0,3.63,2.26,4,41,53,78,155.0,72.0,2.66,3.95,2,38,61,72,155.0,12,6,1,22,6,0,27,25,71,70
2,71.0,3.19,4.11,2,44,66,63,145.0,75.0,4.72,4.73,5,44,55,78,155.0,12,8,1,20,8,0,31,24,68,72
3,63.0,2.23,3.35,4,43,61,57,125.0,66.0,1.66,3.43,2,54,67,65,125.0,17,8,0,27,3,1,33,28,63,63
6,73.0,4.23,4.34,2,46,53,73,155.0,69.0,4.39,4.32,2,41,55,92,155.0,36,13,0,29,6,0,31,30,73,69
2,72.0,3.97,5.51,4,49,56,61,155.0,74.0,4.43,5.27,4,48,55,70,155.0,25,6,0,21,4,0,25,26,69,69
7,73.0,3.21,3.71,4,49,60,78,185.0,74.0,1.84,2.78,2,47,62,70,185.0,13,4,0,18,6,0,37,35,72,71
11,69.0,2.63,4.34,2,49,55,80,135.0,68.0,1.63,2.57,4,61,47,42,145.0,19,4,0,10,4,0,26,32,68,66
0,68.0,2.15,3.53,2,31,74,83,135.0,68.0,3.27,3.37,2,37,57,70,135.0,22,2,0,21,11,2,29,31,68,67
6,73.0,4.02,4.83,2,48,61,50,170.0,74.0,2.94,4.33,2,47,66,78,170.0,26,8,0,35,13,0,28,30,74,71
10,75.0,2.73,3.93,2,44,59,78,170.0,71.0,3.21,2.81,2,48,48,43,170.0,15,4,1,24,11,0,31,34,72,71
10,71.0,3.08,2.15,2,50,51,53,170.0,73.0,2.14,2.32,4,49,56,61,170.0,23,12,0,51,17,1,31,34,67,72
6,77.0,3.18,3.9,2,42,52,74,170.0,73.0,3.74,3.0,2,40,60,50,155.0,18,5,0,10,5,0,22,30,69,71
0,71.0,2.54,2.47,2,31,63,58,135.0,67.0,2.83,2.13,2,41,55,69,135.0,12,6,0,18,11,0,27,33,70,65
10,71.0,2.17,3.8,4,41,62,63,170.0,72.0,3.33,1.71,5,57,49,66,170.0,19,9,0,17,5,1,30,26,69,71
2,68.0,4.91,3.25,2,45,50,86,145.0,69.0,4.45,6.66,2,44,62,85,145.0,14,7,0,21,5,0,32,23,68,71
5,78.0,2.76,3.44,2,49,53,65,205.0,73.0,3.09,2.29,2,40,55,100,205.0,25,8,0,15,7,0,31,31,74,70
2,74.0,3.65,1.12,2,41,40,72,145.0,68.0,3.7,2.35,0,38,35,55,145.0,8,2,0,9,2,0,25,27,73,67
7,79.0,3.02,2.38,2,51,40,66,185.0,75.0,3.52,3.03,4,46,52,65,185.0,14,5,0,14,4,0,32,26,77,75
10,74.0,2.44,1.79,4,47,58,72,155.0,75.0,3.8,3.56,2,35,57,82,170.0,24,9,1,13,5,0,30,28,75,72
2,70.0,2.67,3.87,2,32,65,65,145.0,69.0,4.22,3.79,5,36,50,47,145.0,23,11,0,12,3,0,35,28,66,69
10,71.0,4.1,2.23,2,39,59,90,170.0,75.0,3.01,2.49,2,44,55,83,170.0,15,5,1,17,5,1,32,27,71,73
7,77.0,1.81,2.84,4,44,58,85,185.0,77.0,3.26,1.16,2,46,32,66,185.0,21,4,0,16,7,1,25,31,73,74
6,70.0,5.26,0.79,2,50,23,0,155.0,73.0,3.03,2.98,2,39,64,88,155.0,13,4,0,27,6,0,25,26,70,69
2,68.0,2.04,2.28,2,35,68,100,145.0,70.0,3.89,2.79,2,40,59,50,145.0,18,4,1,8,2,0,23,31,68,68
10,70.0,3.06,4.05,5,47,62,84,170.0,76.0,2.8,3.75,2,42,62,88,170.0,16,7,0,18,4,0,28,25,70,72
0,66.0,2.35,3.32,2,41,68,80,135.0,68.0,3.61,2.53,2,34,54,80,135.0,27,7,0,21,10,0,32,30,65,68
6,69.0,1.6,1.64,2,29,67,31,155.0,71.0,3.59,4.78,2,42,65,78,170.0,10,5,1,14,4,0,29,28,68,70
7,75.0,2.39,4.19,2,42,53,59,185.0,69.0,2.27,1.18,2,46,56,66,185.0,17,3,0,14,2,0,26,27,73,69
10,71.0,3.55,4.9,2,43,61,63,170.0,74.0,2.62,3.66,2,51,66,73,170.0,17,5,0,15,7,0,26,33,72,73
0,65.0,2.21,2.76,4,46,61,65,135.0,67.0,2.89,1.95,2,39,57,50,135.0,12,5,0,9,4,0,30,26,65,67
6,75.0,2.41,3.94,2,46,65,53,155.0,72.0,2.98,2.88,5,38,57,60,155.0,16,9,0,16,8,0,34,29,73,68
6,70.0,2.97,2.48,4,51,55,70,155.0,71.0,4.01,3.44,5,52,46,50,155.0,12,5,0,9,3,0,25,28,69,71
6,71.0,2.94,2.5,2,39,52,23,155.0,70.0,3.17,3.55,2,43,50,59,155.0,12,4,0,17,4,0,29,30,71,71
3,68.0,2.64,2.4,2,43,48,53,125.0,69.0,2.81,2.13,2,46,46,71,125.0,9,3,0,12,2,1,33,26,67,70
10,76.0,3.24,2.57,2,34,54,60,170.0,73.0,3.34,3.76,2,42,58,75,170.0,8,4,0,17,4,0,25,23,76,71
0,65.0,6.17,5.29,2,42,57,81,135.0,72.0,1.14,0.88,2,64,46,50,135.0,18,4,0,15,3,0,28,35,66,68
2,66.0,2.35,2.78,2,49,67,100,145.0,70.0,3.18,3.47,2,44,65,91,135.0,18,5,0,28,6,0,29,28,66,67
5,79.0,1.33,2.85,2,34,72,72,205.0,76.0,3.84,3.41,2,44,54,60,205.0,13,3,0,30,7,0,30,35,74,74
5,73.0,2.84,3.16,2,61,41,62,205.0,75.0,4.31,5.29,2,58,53,61,205.0,22,7,3,22,9,0,27,34,75,73
2,71.0,2.8,3.27,2,36,53,58,145.0,72.0,4.14,2.87,4,35,60,76,145.0,25,8,0,16,3,0,30,26,70,72
6,74.0,3.1,5.19,2,36,61,70,155.0,72.0,2.66,3.95,4,49,60,80,155.0,16,2,0,17,4,1,29,25,69,70
10,80.0,2.22,3.86,2,46,56,60,170.0,75.0,3.96,4.92,2,54,65,78,170.0,21,8,0,8,3,0,27,23,75,71
6,66.0,2.89,1.02,4,31,50,46,155.0,73.0,1.98,2.02,2,47,62,37,155.0,33,13,7,12,3,0,33,31,68,71
3,65.0,3.04,1.83,4,29,55,47,125.0,66.0,3.41,3.37,2,40,65,59,135.0,23,10,0,15,12,0,29,32,64,65
2,73.0,2.66,2.37,2,45,64,41,135.0,74.0,3.86,4.08,2,37,53,69,145.0,18,10,1,20,6,0,26,24,68,71
6,71.0,3.05,3.09,2,43,57,50,155.0,71.0,2.73,3.05,2,40,49,50,155.0,17,3,0,17,8,0,28,24,70,70
6,73.0,1.85,1.29,2,33,61,20,155.0,73.0,2.45,2.7,2,36,59,64,170.0,14,9,1,17,5,0,36,25,70,72
7,77.0,2.43,4.18,4,48,56,68,205.0,75.0,2.71,4.33,2,38,65,63,185.0,16,5,0,31,9,0,30,35,75,73
