weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height
4,76.0,3.38,2.3,2,32,55,0,242.0,75.0,5.27,4.92,2,36,54,75,185.0,5,1,0,15,9,0,32,29,76,73
4,77.0,2.33,6.37,2,57,57,85,240.0,77.0,2.4,1.95,2,42,55,36,240.0,14,3,0,34,10,1,28,34,73,75
7,75.0,2.71,4.33,2,38,65,63,185.0,74.0,2.19,2.79,2,40,60,62,205.0,31,9,0,35,12,1,31,34,73,71
6,71.0,2.52,2.61,2,27,67,53,155.0,70.0,2.44,2.05,2,44,60,39,145.0,14,6,0,31,14,0,33,28,70,67
5,76.0,2.98,3.25,2,36,59,62,185.0,74.0,1.39,2.82,2,43,71,80,205.0,17,10,2,23,5,0,35,27,74,74
4,73.0,1.89,2.11,4,50,63,78,230.0,75.0,3.77,2.27,2,43,53,33,205.0,31,11,2,15,10,0,36,38,74,75
5,78.0,3.01,2.76,2,38,52,60,205.0,77.0,3.13,3.37,1,39,58,71,205.0,17,8,0,26,12,1,33,33,76,73
10,68.0,3.03,3.76,2,45,58,55,170.0,71.0,1.63,3.3,2,39,65,37,170.0,31,18,5,18,5,0,36,26,71,69
7,81.0,2.69,1.69,4,37,59,33,205.0,76.0,2.58,2.65,2,47,54,62,185.0,9,3,0,18,10,0,26,27,75,74
5,75.0,2.99,4.04,2,51,62,58,185.0,76.0,4.26,2.25,2,45,40,51,205.0,18,9,0,28,13,0,29,31,74,72
5,76.0,2.81,3.03,2,56,52,59,230.0,84.0,2.03,4.31,2,57,65,95,205.0,12,7,0,25,1,0,33,23,75,76
4,77.0,3.09,4.76,2,48,58,80,238.0,76.0,2.94,2.12,2,45,57,66,242.0,21,6,0,17,11,0,26,31,76,74
4,77.0,3.83,3.29,2,45,52,39,245.0,82.0,1.28,3.33,2,56,54,52,240.0,29,14,0,29,9,2,36,35,74,76
7,72.0,2.8,3.96,2,47,59,62,185.0,75.0,3.86,2.03,2,48,35,36,205.0,19,11,0,15,9,0,29,32,72,74
6,71.0,1.88,1.25,2,39,58,50,155.0,70.0,2.46,2.45,2,33,65,69,155.0,14,6,0,35,16,0,29,29,70,67
5,74.0,1.62,1.9,2,44,59,70,205.0,77.0,2.39,1.93,2,27,67,79,205.0,26,7,0,10,4,0,39,30,72,74
6,70.0,3.04,4.61,2,44,57,59,170.0,71.0,2.8,3.27,2,36,53,58,145.0,29,14,0,25,8,0,32,26,70,70
10,71.0,3.08,2.15,2,50,51,53,170.0,74.0,2.27,0.73,4,20,46,40,170.0,23,12,0,12,4,0,27,30,67,70
4,75.0,6.03,3.6,2,42,44,0,265.0,78.0,2.22,2.92,2,37,57,72,245.0,7,4,0,11,5,0,0,27,75,76
10,70.0,2.36,2.62,2,42,62,71,170.0,72.0,1.87,0.97,2,27,48,37,170.0,17,7,0,17,4,0,30,35,68,72
5,75.0,3.38,1.89,2,34,56,50,185.0,71.0,1.78,2.66,2,40,65,25,205.0,14,7,2,18,5,1,33,35,75,71
10,76.0,1.4,3.78,2,53,72,83,185.0,74.0,3.44,2.46,2,35,51,35,170.0,26,2,0,25,10,0,29,28,71,72
4,79.0,3.84,2.18,4,47,38,54,264.0,80.0,3.53,4.38,2,47,53,42,265.0,18,11,0,12,2,0,31,35,75,74
6,70.0,1.94,2.45,2,43,63,69,155.0,73.0,1.85,1.29,2,33,61,20,155.0,16,6,0,14,9,1,31,32,68,70
10,77.0,3.58,3.23,2,50,51,66,170.0,76.0,1.65,2.61,2,50,54,56,170.0,22,13,2,27,5,1,27,32,74,72
6,71.0,2.89,2.78,4,40,59,47,155.0,75.0,2.32,2.34,2,43,60,31,155.0,31,13,0,12,5,0,27,29,68,68
10,71.0,10.27,1.98,2,21,45,0,170.0,76.0,3.78,4.62,4,45,53,42,170.0,16,6,0,21,12,0,28,25,72,72
10,74.0,1.2,2.02,2,49,61,31,170.0,75.0,2.58,3.75,2,54,56,63,170.0,13,5,0,24,16,0,34,29,72,72
7,76.0,2.26,3.29,2,38,57,82,205.0,71.0,2.04,1.75,2,51,59,0,170.0,19,4,1,24,5,0,28,30,73,68
5,75.0,3.93,5.15,2,42,55,30,185.0,72.0,3.44,1.13,5,46,45,28,205.0,13,6,0,11,4,1,28,29,75,69
10,73.0,2.61,3.21,2,63,52,44,170.0,74.0,2.74,3.01,4,42,54,89,170.0,8,2,0,7,3,0,24,24,71,73
6,74.0,1.85,2.41,4,40,63,60,145.0,70.0,3.52,3.81,4,41,60,63,155.0,14,6,0,35,14,0,34,32,70,67
4,84.0,4.0,3.13,2,47,46,55,265.0,72.0,4.79,2.18,2,36,46,65,263.0,33,12,0,23,14,0,22,34,83,72
7,73.0,2.64,3.16,2,48,54,63,185.0,72.0,2.8,4.96,1,44,66,60,185.0,19,9,0,12,4,0,38,38,73,72
6,70.0,2.67,3.87,2,32,65,65,145.0,69.0,4.09,3.68,2,40,62,75,155.0,23,11,0,22,16,0,31,26,66,68
6,73.0,4.57,2.52,2,33,51,74,155.0,71.0,3.38,2.19,2,33,59,11,155.0,13,6,1,15,7,0,29,28,71,68
6,67.0,1.93,0.87,2,26,57,16,155.0,71.0,1.78,1.19,4,34,52,52,155.0,22,4,0,15,4,0,35,30,67,69
6,68.0,3.09,3.47,2,50,49,44,155.0,70.0,2.83,2.5,2,30,64,65,155.0,30,10,2,11,10,0,26,29,68,69
6,70.0,1.9,1.91,4,49,50,37,155.0,71.0,2.51,1.95,4,31,63,92,155.0,26,15,5,40,14,0,35,27,67,70
7,75.0,2.25,2.06,4,38,60,84,170.0,74.0,3.47,0.99,2,22,34,50,185.0,35,12,0,15,7,0,29,37,74,74
7,74.0,2.46,1.96,2,54,36,54,185.0,77.0,1.58,1.41,4,29,62,72,185.0,12,3,0,19,4,0,31,31,75,71
10,72.0,1.55,1.52,2,56,46,72,155.0,71.0,1.56,1.28,4,42,48,37,155.0,19,8,0,19,5,0,29,29,70,68
7,72.0,2.01,1.82,4,43,63,61,170.0,77.0,1.98,3.04,4,62,61,69,185.0,28,9,0,34,10,0,33,35,73,74
6,68.0,2.39,3.6,2,39,69,65,145.0,70.0,3.2,2.76,2,48,56,74,155.0,22,7,1,16,14,2,29,32,66,69
10,70.0,1.67,1.71,2,41,55,40,185.0,73.0,1.36,2.14,5,53,53,35,170.0,14,6,1,45,9,0,43,37,70,69
6,70.0,3.28,3.57,4,45,62,60,170.0,73.0,2.53,2.16,2,35,67,39,155.0,29,12,0,15,5,0,26,24,68,73
7,79.0,2.4,2.31,2,41,54,56,185.0,72.0,2.26,3.12,2,51,57,57,185.0,13,10,0,14,6,0,28,32,78,72
5,79.0,1.33,2.85,2,34,72,72,205.0,79.0,3.44,4.02,2,40,51,85,205.0,13,3,0,18,6,0,26,23,74,77
10,76.0,3.77,2.83,2,50,50,71,170.0,71.0,2.17,3.8,4,41,62,63,170.0,5,3,0,19,9,0,26,26,74,69
10,75.0,3.75,2.11,2,37,51,19,170.0,73.0,3.59,4.55,2,35,65,76,170.0,18,12,0,18,13,1,28,33,73,70
6,71.0,4.91,1.12,2,28,44,100,155.0,70.0,2.61,3.22,2,37,59,30,155.0,15,4,0,12,4,0,29,26,71,69
4,72.0,1.18,2.46,2,41,81,70,240.0,77.0,3.61,1.36,2,19,53,0,245.0,7,1,0,6,6,0,30,37,72,74
5,74.0,1.57,2.59,4,53,61,75,185.0,76.0,2.68,3.63,2,50,55,47,205.0,24,8,0,26,11,1,32,29,73,73
10,73.0,2.27,1.79,2,36,63,64,170.0,76.0,2.37,3.14,2,47,60,64,170.0,19,10,0,31,11,2,33,27,70,69
6,70.0,4.08,4.17,2,28,57,77,155.0,71.0,2.98,3.09,2,40,58,65,145.0,21,12,1,28,17,0,26,24,69,69
4,79.0,2.79,3.55,5,50,64,55,265.0,74.0,3.41,2.3,2,50,38,36,235.0,9,5,0,5,2,0,32,36,75,74
7,71.0,3.21,2.81,2,48,48,43,170.0,73.0,3.1,2.7,2,41,59,55,185.0,24,11,0,17,7,0,30,26,71,74
7,75.0,2.79,1.43,2,42,50,33,185.0,74.0,2.41,2.5,4,42,60,57,205.0,47,16,0,10,6,0,33,27,72,72
10,73.0,2.0,1.61,2,41,46,45,170.0,70.0,2.79,2.72,4,39,65,47,170.0,23,12,0,20,9,0,31,37,72,70
10,69.0,3.99,3.49,4,45,53,63,185.0,72.0,3.21,3.95,2,54,56,36,155.0,18,8,0,21,5,0,27,26,69,70
4,76.0,4.14,2.79,2,47,46,85,260.0,75.0,5.27,4.92,2,36,54,75,185.0,13,5,0,15,9,0,27,29,76,73
10,74.0,0.79,2.75,2,65,66,54,170.0,70.0,3.67,0.85,4,36,36,25,170.0,12,5,1,13,6,0,36,36,72,71
7,80.0,2.7,1.55,2,52,46,35,185.0,74.0,1.68,1.68,4,32,68,66,185.0,26,16,0,8,2,0,35,25,75,73
5,75.0,2.42,2.14,2,37,63,73,205.0,73.0,2.51,3.25,2,54,55,73,205.0,24,8,1,36,11,0,31,32,72,73
7,74.0,3.06,2.03,2,36,49,47,185.0,75.0,2.71,4.33,2,38,65,63,185.0,14,8,0,31,9,0,29,31,73,73
4,73.0,2.9,1.55,2,47,59,0,255.0,78.0,2.87,5.93,2,37,56,90,260.0,15,3,0,9,3,0,34,25,73,75
5,71.0,1.78,2.66,2,40,65,25,205.0,75.0,2.27,2.39,4,34,60,62,205.0,18,5,1,23,9,0,35,34,71,74
10,75.0,1.8,3.4,2,40,62,60,170.0,72.0,2.91,2.75,4,38,57,47,170.0,17,2,0,31,12,0,23,29,73,70
10,74.0,3.55,4.71,2,46,60,60,170.0,76.0,1.89,2.12,4,49,58,71,170.0,7,5,0,22,4,1,30,29,70,74
6,70.0,2.3,2.92,2,44,63,66,155.0,70.0,4.09,1.34,2,25,61,80,155.0,25,11,0,15,4,0,24,22,69,70
6,67.0,2.4,1.88,4,55,53,83,145.0,68.0,1.85,2.96,2,40,66,61,155.0,11,5,0,48,15,3,30,27,67,69
5,81.0,1.78,4.06,4,71,60,53,205.0,77.0,5.0,4.79,4,41,60,100,185.0,20,10,3,12,5,0,37,29,78,74
6,68.0,2.8,2.15,2,31,56,50,155.0,69.0,3.78,3.45,4,34,61,60,155.0,7,3,1,29,14,1,27,30,68,68
7,76.0,2.99,2.84,2,39,59,31,185.0,75.0,4.06,2.11,4,24,53,66,185.0,15,8,0,15,5,0,33,26,73,74
5,76.0,2.71,2.97,2,35,56,81,205.0,75.0,2.07,4.1,4,44,62,63,185.0,21,8,0,29,7,0,41,36,74,73
4,73.0,1.89,2.11,4,50,63,78,230.0,74.0,3.54,2.72,2,52,59,76,235.0,31,11,2,8,7,0,36,31,74,71
10,73.0,1.99,1.71,2,39,63,63,170.0,72.0,3.28,3.22,2,42,62,78,170.0,15,8,0,20,7,0,29,28,71,72
4,78.0,4.58,3.34,2,42,46,69,265.0,77.0,1.78,1.05,2,47,50,25,225.0,37,12,0,36,16,1,29,34,76,74
10,76.0,2.8,3.75,2,42,62,88,170.0,75.0,2.34,3.56,2,39,57,36,170.0,18,4,0,30,13,0,21,26,72,74
6,70.0,3.54,5.35,4,39,61,80,155.0,68.0,2.3,3.71,2,41,65,59,145.0,18,8,1,15,6,0,29,26,70,66
6,70.0,3.44,3.39,2,48,57,46,155.0,68.0,3.57,3.18,2,50,51,56,155.0,22,12,1,16,9,0,30,27,68,70
7,74.0,2.46,1.96,2,54,36,54,185.0,76.0,3.64,1.59,2,44,43,36,185.0,12,3,0,20,10,0,31,31,75,72
10,75.0,2.89,2.17,4,39,59,77,170.0,75.0,2.03,1.82,2,45,50,66,170.0,17,6,1,7,4,0,23,32,72,73
10,75.0,0.89,1.8,2,55,69,84,170.0,76.0,3.57,2.61,4,65,40,60,170.0,14,2,0,8,4,0,30,30,71,70
10,72.0,3.2,2.69,2,32,64,63,170.0,74.0,2.84,2.74,2,45,60,70,170.0,15,3,0,27,14,1,28,35,69,72
7,75.0,3.8,4.86,2,35,61,63,170.0,76.0,2.57,2.69,2,45,54,38,170.0,20,9,0,6,3,0,26,29,71,72
5,76.0,2.98,3.25,2,36,59,62,185.0,76.0,3.8,3.69,2,42,61,91,205.0,17,10,2,12,5,0,35,34,74,73
7,74.0,2.87,2.87,4,42,52,53,185.0,73.0,2.53,3.6,2,52,56,83,170.0,22,11,0,11,4,0,30,36,71,72
6,70.0,3.03,3.17,4,43,64,60,155.0,70.0,2.67,3.87,2,32,65,65,145.0,25,9,0,23,11,0,34,31,67,66
7,72.0,2.13,2.28,2,47,59,75,170.0,73.0,2.55,3.08,2,39,63,66,185.0,10,5,0,5,2,0,33,27,70,73
6,72.0,1.67,0.25,2,19,47,60,155.0,69.0,1.71,1.04,2,27,58,11,155.0,9,3,0,32,12,2,25,31,72,69
7,74.0,2.76,3.0,2,40,55,77,185.0,74.0,3.14,3.08,2,31,51,48,170.0,17,7,0,18,11,0,23,29,73,75
7,70.0,6.1,1.1,2,20,43,0,185.0,76.0,2.09,3.23,4,50,64,66,170.0,12,1,0,22,10,1,30,30,70,73
7,76.0,2.96,3.57,2,44,56,57,185.0,75.0,4.13,1.93,2,30,44,100,185.0,24,13,0,6,2,0,24,27,74,75
4,77.0,4.33,3.94,5,55,42,100,230.0,79.0,4.31,2.93,2,41,42,75,255.0,6,9,0,18,7,1,30,28,76,78
4,81.0,2.11,3.53,2,72,50,60,265.0,80.0,3.53,4.38,2,47,53,42,265.0,5,3,0,12,2,0,33,35,75,74
7,73.0,3.62,3.1,2,41,57,92,170.0,74.0,2.87,2.87,4,42,52,53,185.0,14,6,0,22,11,0,35,30,70,71
10,68.0,3.03,3.76,2,45,58,55,170.0,75.0,2.58,3.75,2,54,56,63,170.0,31,18,5,24,16,0,36,29,71,72
5,77.0,3.13,3.37,1,39,58,71,205.0,78.0,3.01,2.76,2,38,52,60,205.0,26,12,1,17,8,0,33,33,73,76
6,71.0,2.52,2.61,2,27,67,53,155.0,70.0,1.94,2.45,2,43,63,69,155.0,14,6,0,16,6,0,33,31,70,68
4,76.0,3.17,1.35,2,31,47,0,258.0,78.0,2.22,2.92,2,37,57,72,245.0,21,4,0,11,5,0,35,27,74,76
5,76.0,4.77,2.17,2,55,46,100,205.0,76.0,2.08,2.17,2,41,55,47,205.0,11,3,0,14,6,0,32,31,72,72
7,81.0,2.69,1.69,4,37,59,33,205.0,79.0,2.4,2.31,2,41,54,56,185.0,9,3,0,13,10,0,26,28,75,78
7,77.0,1.58,1.41,4,29,62,72,185.0,78.0,1.91,1.66,2,39,56,43,185.0,19,4,0,22,6,0,31,29,71,73
10,71.0,2.2,2.27,2,29,57,66,170.0,74.0,2.27,0.73,4,20,46,40,170.0,24,9,0,12,4,0,35,30,69,70
4,72.0,1.18,2.46,2,41,81,70,240.0,75.0,2.13,1.67,2,44,37,31,185.0,7,1,0,10,4,0,30,25,72,72
5,74.0,1.62,1.9,2,44,59,70,205.0,84.0,2.03,4.31,2,57,65,95,205.0,26,7,0,25,1,0,39,23,72,76
7,75.0,2.25,2.06,4,38,60,84,170.0,72.0,2.26,3.12,2,51,57,57,185.0,35,12,0,14,6,0,29,32,74,72
10,71.0,3.08,2.15,2,50,51,53,170.0,71.0,2.83,2.47,2,39,60,86,170.0,23,12,0,31,15,0,27,25,67,69
6,70.0,3.52,3.81,4,41,60,63,155.0,68.0,2.3,3.71,2,41,65,59,145.0,35,14,0,15,6,0,32,26,67,66
6,70.0,2.61,3.22,2,37,59,30,155.0,71.0,1.78,1.19,4,34,52,52,155.0,12,4,0,15,4,0,26,30,69,69
10,74.0,2.74,3.01,4,42,54,89,170.0,75.0,3.75,2.11,2,37,51,19,170.0,7,3,0,18,12,0,24,28,73,73
5,75.0,3.86,2.03,2,48,35,36,205.0,76.0,4.26,2.25,2,45,40,51,205.0,15,9,0,28,13,0,32,31,74,72
7,74.0,2.65,3.28,2,42,59,60,205.0,73.0,3.59,2.08,4,45,54,50,185.0,12,6,0,13,6,0,30,28,73,74
6,71.0,2.8,3.27,2,36,53,58,145.0,74.0,3.03,3.21,2,50,54,58,155.0,25,8,0,28,8,0,26,21,70,70
7,73.0,4.79,1.86,2,48,38,25,185.0,75.0,1.86,3.92,2,55,49,58,185.0,24,8,0,7,4,0,29,29,70,75
7,74.0,1.1,3.08,4,43,62,66,205.0,77.0,1.98,3.04,4,62,61,69,185.0,29,14,1,34,10,0,33,35,73,74
10,76.0,1.65,2.61,2,50,54,56,170.0,70.0,3.42,3.73,2,41,62,63,170.0,27,5,1,28,15,0,32,27,72,69
6,70.0,3.28,3.57,4,45,62,60,170.0,70.0,2.46,2.45,2,33,65,69,155.0,29,12,0,35,16,0,26,29,68,67
10,73.0,1.36,2.14,5,53,53,35,170.0,74.0,1.2,2.02,2,49,61,31,170.0,45,9,0,13,5,0,37,34,69,72
4,72.0,4.79,2.18,2,36,46,65,263.0,77.0,3.09,4.76,2,48,58,80,238.0,23,14,0,21,6,0,34,26,72,76
10,71.0,2.17,3.8,4,41,62,63,170.0,76.0,3.51,2.24,2,40,46,25,170.0,19,9,0,12,7,0,26,24,69,73
5,72.0,3.44,1.13,5,46,45,28,205.0,79.0,1.33,2.85,2,34,72,72,205.0,11,4,1,13,3,0,29,26,69,74
10,69.0,3.99,3.49,4,45,53,63,185.0,72.0,1.55,1.52,2,56,46,72,155.0,18,8,0,19,8,0,27,29,69,70
5,71.0,3.85,2.15,2,45,48,50,205.0,74.0,2.9,2.93,2,50,57,59,185.0,15,4,0,21,13,0,34,29,71,72
4,84.0,4.0,3.13,2,47,46,55,265.0,81.0,2.46,2.82,2,34,46,50,260.0,33,12,0,7,3,0,22,24,83,78
10,77.0,3.58,3.23,2,50,51,66,170.0,72.0,1.96,1.12,2,44,43,25,155.0,22,13,2,67,14,2,27,35,74,69
6,68.0,2.39,3.6,2,39,69,65,145.0,70.0,3.2,2.76,2,48,56,74,155.0,22,7,1,16,14,2,29,32,66,69
4,69.0,2.41,0.0,2,0,27,0,220.0,75.0,1.53,2.85,2,57,59,58,205.0,0,1,0,19,11,0,42,47,69,73
7,72.0,2.01,1.82,4,43,63,61,170.0,74.0,2.46,1.96,2,54,36,54,185.0,28,9,0,12,3,0,33,31,73,75
6,74.0,1.85,2.41,4,40,63,60,145.0,70.0,2.64,1.92,2,32,66,81,155.0,14,6,0,14,8,1,34,31,70,69
10,76.0,3.78,4.62,4,45,53,42,170.0,70.0,2.79,2.72,4,39,65,47,170.0,21,12,0,20,9,0,25,37,72,70
6,70.0,5.16,1.7,2,31,41,28,155.0,71.0,5.39,2.84,2,39,54,54,155.0,17,7,0,28,16,0,33,26,70,70
6,68.0,3.09,3.47,2,50,49,44,155.0,73.0,4.57,2.52,2,33,51,74,155.0,30,10,2,13,6,1,26,29,68,71
7,74.0,1.68,1.68,4,32,68,66,185.0,74.0,3.06,2.03,2,36,49,47,185.0,8,2,0,14,8,0,25,29,73,73
10,73.0,2.61,3.21,2,63,52,44,170.0,76.0,3.77,2.83,2,50,50,71,170.0,8,2,0,5,3,0,24,26,71,74
10,72.0,2.02,0.5,4,46,30,53,170.0,70.0,2.36,2.62,2,42,62,71,170.0,11,4,0,17,7,0,22,30,72,68
7,74.0,2.32,2.71,2,49,55,70,185.0,71.0,2.04,1.75,2,51,59,0,170.0,38,19,2,24,5,0,31,30,72,68
6,70.0,2.3,2.92,2,44,63,66,155.0,74.0,3.03,3.21,2,50,54,58,155.0,25,11,0,28,8,0,24,21,69,70
6,71.0,2.89,2.78,4,40,59,47,155.0,71.0,2.51,1.95,4,31,63,92,155.0,31,13,0,40,14,0,27,27,68,70
6,69.0,4.09,3.68,2,40,62,75,155.0,74.0,3.88,3.0,2,33,59,38,145.0,22,16,0,21,11,0,26,26,68,73
6,73.0,2.34,2.91,4,42,66,69,155.0,69.0,1.71,1.04,2,27,58,11,155.0,42,22,1,32,12,2,34,31,69,69
5,75.0,3.93,5.15,2,42,55,30,185.0,76.0,3.81,2.97,2,40,51,52,205.0,13,6,0,11,6,0,28,28,75,76
7,78.0,1.91,1.66,2,39,56,43,185.0,76.0,2.26,3.29,2,38,57,82,205.0,22,6,0,19,4,1,29,28,73,73
7,76.0,2.48,3.1,2,47,57,77,185.0,72.0,2.13,2.28,2,47,59,75,170.0,21,9,1,10,5,0,28,33,72,70
10,75.0,2.39,2.02,2,51,40,40,170.0,76.0,2.06,1.74,2,32,55,29,170.0,16,9,0,12,4,0,22,31,71,72
10,71.0,2.2,2.27,2,29,57,66,170.0,71.0,1.63,3.3,2,39,65,37,170.0,24,9,0,18,5,0,35,26,69,69
4,79.0,3.84,2.18,4,47,38,54,264.0,73.0,1.89,2.11,4,50,63,78,230.0,18,11,0,31,11,2,31,36,75,74
5,75.0,2.27,2.39,4,34,60,62,205.0,74.0,1.39,2.82,2,43,71,80,205.0,23,9,0,23,5,0,34,27,74,74
10,68.0,3.03,3.76,2,45,58,55,170.0,68.0,2.64,1.98,2,39,46,38,170.0,31,18,5,11,7,0,36,36,71,66
6,70.0,3.54,5.35,4,39,61,80,155.0,67.0,2.71,2.17,2,35,55,56,155.0,18,8,1,36,4,1,29,37,70,66
6,68.0,1.85,2.96,2,40,66,61,155.0,71.0,2.98,3.09,2,40,58,65,145.0,48,15,3,28,17,0,27,24,69,69
7,75.0,2.79,1.43,2,42,50,33,185.0,76.0,2.58,2.65,2,47,54,62,185.0,47,16,0,18,10,0,33,27,72,74
4,79.0,2.79,3.55,5,50,64,55,265.0,75.0,5.27,4.92,2,36,54,75,185.0,9,5,0,15,9,0,32,29,75,73
6,72.0,4.31,1.17,2,12,41,0,155.0,68.0,2.31,2.0,2,40,62,62,145.0,9,2,1,24,7,1,24,26,72,67
6,67.0,2.4,1.88,4,55,53,83,145.0,71.0,2.69,1.39,2,24,62,37,155.0,11,5,0,12,6,1,30,26,67,71
10,72.0,1.87,0.97,2,27,48,37,170.0,72.0,3.21,3.95,2,54,56,36,155.0,17,4,0,21,5,0,35,26,72,70
4,81.0,2.48,0.85,2,44,52,33,265.0,72.0,2.9,2.81,2,43,51,64,265.0,13,2,0,13,14,1,34,36,79,70
7,73.0,3.62,3.1,2,41,57,92,170.0,75.0,2.71,4.33,2,38,65,63,185.0,14,6,0,31,9,0,35,31,70,73
10,75.0,2.34,3.56,2,39,57,36,170.0,74.0,3.44,2.46,2,35,51,35,170.0,30,13,0,25,10,0,26,28,74,72
10,75.0,1.8,3.4,2,40,62,60,170.0,74.0,2.84,2.74,2,45,60,70,170.0,17,2,0,27,14,1,23,35,73,72
4,82.0,1.28,3.33,2,56,54,52,240.0,79.0,4.31,2.93,2,41,42,75,255.0,29,9,2,18,7,1,35,28,76,78
10,75.0,2.03,1.82,2,45,50,66,170.0,75.0,0.89,1.8,2,55,69,84,170.0,7,4,0,14,2,0,32,30,73,71
5,79.0,3.44,4.02,2,40,51,85,205.0,81.0,1.78,4.06,4,71,60,53,205.0,18,6,0,20,10,3,23,37,77,78
4,79.0,4.1,3.67,0,51,41,100,220.0,74.0,2.54,2.83,0,60,51,26,265.0,5,2,0,15,7,1,27,27,79,74
6,73.0,1.9,0.53,2,26,51,33,155.0,72.0,1.67,0.25,2,19,47,60,155.0,13,2,0,9,3,0,22,25,72,72
6,73.0,3.44,2.13,2,42,43,83,155.0,70.0,3.03,3.17,4,43,64,60,155.0,7,3,0,25,9,0,0,34,72,67
5,75.0,4.31,5.29,2,58,53,61,205.0,77.0,4.33,3.94,5,55,42,100,230.0,22,9,0,6,9,0,30,30,73,76
4,81.0,2.11,3.53,2,72,50,60,265.0,77.0,2.33,6.37,2,57,57,85,240.0,5,3,0,14,3,0,33,28,75,73
10,72.0,1.8,2.45,2,36,56,35,170.0,72.0,3.28,3.22,2,42,62,78,170.0,29,7,1,20,7,0,31,28,72,72
10,73.0,1.99,1.71,2,39,63,63,170.0,72.0,2.91,2.75,4,38,57,47,170.0,15,8,0,31,12,0,29,29,71,70
5,76.0,3.8,3.69,2,42,61,91,205.0,74.0,2.88,2.59,2,46,60,54,205.0,12,5,0,17,11,1,34,35,73,75
4,76.0,2.94,2.12,2,45,57,66,242.0,78.0,2.22,2.92,2,37,57,72,245.0,17,11,0,11,5,0,31,27,74,76
7,75.0,3.8,4.86,2,35,61,63,170.0,76.0,2.99,2.84,2,39,59,31,185.0,20,9,0,15,8,0,26,33,71,73
7,71.0,3.21,2.81,2,48,48,43,170.0,74.0,2.41,2.5,4,42,60,57,205.0,24,11,0,10,6,0,30,27,71,72
10,74.0,2.27,0.73,4,20,46,40,170.0,74.0,0.79,2.75,2,65,66,54,170.0,12,4,0,12,5,1,30,36,70,72
6,72.0,4.47,4.44,2,47,55,56,155.0,70.0,4.08,4.17,2,28,57,77,155.0,11,6,1,21,12,1,31,26,72,69
7,76.0,2.96,3.57,2,44,56,57,185.0,71.0,3.21,3.55,4,51,63,61,185.0,24,13,0,13,3,0,24,26,74,70
4,77.0,1.78,1.05,2,47,50,25,225.0,72.0,1.18,2.46,2,41,81,70,240.0,36,16,1,7,1,0,34,30,74,72
7,75.0,2.25,2.06,4,38,60,84,170.0,74.0,2.32,2.71,2,49,55,70,185.0,35,12,0,38,19,2,29,31,74,72
6,73.0,4.57,2.52,2,33,51,74,155.0,70.0,2.67,3.87,2,32,65,65,145.0,13,6,1,23,11,0,29,31,71,66
10,74.0,3.55,4.71,2,46,60,60,170.0,75.0,2.89,2.17,4,39,59,77,170.0,7,5,0,17,6,1,30,23,70,72
5,81.0,2.69,1.69,4,37,59,33,205.0,77.0,3.13,3.37,1,39,58,71,205.0,9,3,0,26,12,1,26,33,75,73
10,70.0,3.04,4.61,2,44,57,59,170.0,76.0,3.77,2.83,2,50,50,71,170.0,29,14,0,5,3,0,32,26,70,74
5,67.0,8.14,2.57,2,60,42,0,205.0,74.0,1.62,1.9,2,44,59,70,205.0,18,6,0,26,7,0,31,39,67,72
10,72.0,3.88,5.45,2,47,59,60,170.0,69.0,3.33,2.2,2,35,48,25,170.0,11,2,0,7,2,0,23,0,73,69
7,73.0,4.79,1.86,2,48,38,25,185.0,76.0,2.09,3.23,4,50,64,66,170.0,24,8,0,22,10,1,29,30,70,73
5,75.0,2.13,1.67,2,44,37,31,185.0,76.0,2.08,2.17,2,41,55,47,205.0,10,4,0,14,6,0,25,31,72,72
10,76.0,2.57,2.69,2,45,54,38,170.0,70.0,1.85,1.24,2,34,55,52,170.0,6,3,0,9,2,0,29,29,72,70
5,73.0,2.51,3.25,2,54,55,73,205.0,74.0,1.57,2.59,4,53,61,75,185.0,36,11,0,24,8,0,32,32,73,73
10,73.0,1.36,2.14,5,53,53,35,170.0,70.0,3.2,2.76,2,48,56,74,155.0,45,9,0,16,14,2,37,32,69,69
7,71.0,0.53,1.67,2,55,86,71,185.0,77.0,1.58,1.41,4,29,62,72,185.0,28,4,0,19,4,0,29,31,71,71
5,74.0,2.9,2.93,2,50,57,59,185.0,79.0,1.33,2.85,2,34,72,72,205.0,21,13,0,13,3,0,29,26,72,74
6,71.0,2.52,2.61,2,27,67,53,155.0,71.0,5.39,2.84,2,39,54,54,155.0,14,6,0,28,16,0,33,26,70,70
10,75.0,2.58,3.75,2,54,56,63,170.0,71.0,1.63,3.3,2,39,65,37,170.0,24,16,0,18,5,0,29,26,72,69
7,72.0,2.26,3.12,2,51,57,57,185.0,73.0,2.53,3.6,2,52,56,83,170.0,14,6,0,11,4,0,32,36,72,72
10,72.0,2.19,2.49,2,41,58,59,170.0,72.0,1.96,1.12,2,44,43,25,155.0,19,8,0,67,14,2,28,35,70,69
