weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_sub_avg,f1_td_avg,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_sub_avg,f2_td_avg,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,stk_acc_diff,stk_def_diff,td_acc_diff,td_def_diff
14,67.0,4.73,2.46,0,0.6,1.58,115.0,65.0,2.73,6.18,2,0.1,0.3,125.0,12,6,0,16,3,0,32,28,65,66,-14,-17,-37,-61
2,69.0,2.01,2.04,2,1.1,3.63,145.0,70.0,2.67,3.87,2,0.3,0.87,145.0,35,10,2,23,11,0,37,36,67,66,12,-15,16,-2
10,71.0,5.52,2.28,2,0.0,2.51,170.0,75.0,2.89,2.17,4,0.6,1.76,170.0,22,8,0,17,6,1,32,28,71,72,-4,-14,-2,-77
6,66.0,3.61,2.65,4,0.0,0.86,155.0,71.0,3.88,2.06,2,0.0,1.01,155.0,14,5,0,13,3,0,31,25,66,68,0,2,8,17
2,70.0,3.5,2.46,2,0.0,0.47,145.0,72.0,2.77,1.6,4,1.5,3.39,145.0,10,6,0,15,4,0,29,27,70,70,-15,4,-1,12
6,73.0,3.03,2.98,2,0.0,1.34,155.0,74.0,2.39,1.88,4,0.4,3.92,155.0,27,6,0,15,2,0,27,32,69,71,-4,19,23,22
2,71.0,2.21,3.49,2,0.0,1.69,145.0,70.0,1.78,3.01,4,0.5,1.6,145.0,18,5,0,15,1,0,27,21,70,68,16,-2,-14,-4
2,69.0,1.47,2.79,2,2.4,2.37,145.0,74.0,3.65,1.12,2,2.2,2.92,145.0,9,2,0,8,2,0,31,26,69,73,5,23,-54,-56
7,72.0,3.94,5.4,2,0.0,0.0,185.0,75.0,3.52,3.03,4,0.7,0.44,185.0,6,3,0,14,4,0,27,27,70,75,5,-9,-18,35
6,71.0,2.78,3.11,2,0.7,0.0,155.0,71.0,3.17,3.98,2,0.4,2.55,155.0,14,2,0,15,5,0,27,28,68,69,12,-22,-44,-45
0,71.0,2.5,2.16,4,1.2,3.03,125.0,73.0,2.0,3.77,4,0.6,0.58,135.0,21,6,2,11,2,0,26,23,70,66,-4,-11,3,-40
7,73.0,3.21,3.71,4,0.0,1.79,185.0,74.0,1.57,2.59,4,0.4,1.21,185.0,13,4,0,24,8,0,38,37,72,73,-4,-1,-34,3
10,73.0,4.02,4.27,2,0.0,0.54,170.0,72.0,2.74,3.53,2,0.1,0.27,170.0,28,3,0,18,5,0,29,29,72,71,-7,1,2,-19
7,79.0,1.98,1.91,2,0.9,3.7,185.0,76.0,2.57,2.03,2,0.0,1.93,185.0,11,4,0,8,4,0,25,32,74,72,12,-7,-39,-10
7,72.0,5.38,5.99,2,0.0,0.92,205.0,76.0,2.19,4.44,2,0.1,0.83,205.0,12,2,0,21,7,0,34,31,71,74,5,-7,-7,32
2,69.0,3.31,2.08,2,0.5,2.5,155.0,68.0,2.07,2.87,2,0.0,3.67,145.0,23,6,1,10,2,1,31,26,68,68,-13,-6,-3,-9
10,73.0,0.73,1.53,2,0.0,0.0,170.0,76.0,2.25,2.9,2,0.7,2.86,170.0,6,1,0,19,8,1,31,27,72,71,8,20,-39,7
10,72.0,2.08,2.39,2,0.4,1.76,155.0,73.0,1.87,1.4,2,0.0,2.0,170.0,19,4,1,10,2,0,30,28,69,70,11,22,4,3
10,75.0,4.12,4.85,4,0.0,0.0,185.0,70.0,0.76,1.81,4,0.7,0.71,155.0,8,4,0,12,4,0,25,30,76,71,-24,-18,-50,14
0,66.0,4.63,3.57,2,0.0,4.0,135.0,67.0,3.77,2.73,2,0.0,3.0,125.0,12,3,0,18,7,0,26,30,65,66,13,-1,-3,47
2,66.0,2.35,2.78,2,0.3,4.13,145.0,74.0,4.43,5.27,4,0.0,0.75,155.0,18,5,0,21,4,0,30,27,66,69,1,12,-7,30
10,74.0,4.16,3.57,4,0.0,0.71,170.0,76.0,2.8,3.75,2,0.4,1.77,170.0,28,14,0,18,4,0,33,26,71,72,3,-2,19,-23
2,66.0,3.07,4.42,2,1.1,3.89,155.0,71.0,2.98,3.09,2,0.4,1.18,145.0,18,9,0,28,17,0,29,29,66,69,6,1,2,17
10,72.0,3.33,1.71,5,0.9,1.72,170.0,74.0,3.63,2.7,5,0.7,1.36,170.0,17,5,1,11,5,0,27,30,71,74,15,-3,-11,16
0,68.0,4.63,3.02,2,0.4,2.47,135.0,70.0,4.65,5.66,4,0.0,0.0,135.0,26,14,0,22,3,0,37,24,66,67,-14,-9,44,-17
10,75.0,2.58,3.75,2,1.6,1.64,170.0,75.0,3.34,4.87,2,0.2,0.87,170.0,24,16,0,29,11,1,34,31,72,74,9,-6,2,0
10,77.0,2.29,2.36,2,0.6,1.06,170.0,72.0,3.03,1.81,2,0.1,3.72,170.0,15,6,0,15,6,0,36,28,73,69,6,-5,-2,-5
10,71.0,3.08,2.15,2,0.4,2.7,170.0,75.0,3.01,2.49,2,0.4,2.46,170.0,23,12,0,17,5,1,32,28,67,73,6,-4,26,-30
0,69.0,4.68,3.47,0,0.6,0.0,135.0,65.0,3.53,3.53,2,0.0,0.94,135.0,19,8,1,11,3,0,35,24,68,68,5,-11,-33,-48
3,68.0,3.47,4.22,2,2.1,1.65,135.0,64.0,3.79,3.56,2,1.6,0.78,125.0,16,6,0,16,13,0,24,36,69,64,5,-5,7,-23
6,69.0,1.6,1.64,2,0.3,0.0,155.0,73.0,2.8,1.41,2,0.0,2.82,155.0,10,5,1,12,6,1,30,25,68,70,4,16,-30,31
10,75.0,2.73,3.93,2,0.0,0.36,170.0,71.0,2.83,2.47,2,0.4,2.04,170.0,15,4,1,31,15,0,32,30,72,69,5,-1,-2,-8
10,70.0,3.16,2.11,0,0.0,0.0,170.0,76.0,2.17,4.6,5,0.2,3.44,170.0,6,3,0,16,1,0,33,28,70,72,-6,-12,-50,-75
10,71.0,1.47,1.25,0,0.4,4.8,170.0,75.0,5.34,5.18,2,1.0,0.82,170.0,6,0,1,17,7,1,24,24,70,71,1,7,2,2
10,78.0,2.44,1.9,4,0.5,2.69,185.0,74.0,2.94,4.33,2,0.4,1.7,170.0,14,8,0,35,13,0,30,31,73,71,-5,-13,-6,6
14,62.0,3.88,3.35,2,1.2,1.88,115.0,65.0,4.92,1.53,0,0.4,0.4,115.0,17,7,0,11,9,0,29,32,63,61,25,6,25,29
2,71.0,4.75,3.21,2,0.0,0.36,145.0,71.0,3.19,4.11,2,0.3,1.85,145.0,14,7,0,12,8,1,29,32,71,68,-5,-15,-20,20
7,79.0,2.47,2.08,2,0.4,1.09,185.0,73.0,2.78,2.27,2,1.6,1.05,185.0,12,5,0,9,3,0,27,28,75,73,12,-22,18,-25
0,70.0,1.68,1.75,2,0.8,2.11,135.0,72.0,1.14,0.88,2,1.6,2.2,135.0,15,8,0,15,3,0,29,36,67,68,-24,7,12,2
7,75.0,3.31,3.29,2,0.7,1.7,185.0,74.0,3.06,2.03,2,1.8,1.67,185.0,15,10,0,14,8,0,34,34,75,73,19,2,-22,13
10,79.0,2.53,0.48,2,0.0,4.07,170.0,73.0,2.42,3.53,2,0.7,1.37,170.0,9,5,0,17,7,0,26,34,73,72,-16,-18,32,-10
3,70.0,4.28,1.8,2,0.4,0.0,125.0,67.0,5.38,1.92,4,1.4,0.72,125.0,12,7,0,13,5,0,28,28,68,66,13,-14,-25,34
4,78.0,2.87,5.93,2,0.0,0.72,260.0,79.0,3.84,2.18,4,2.0,2.02,264.0,9,3,0,18,11,0,30,36,75,75,-10,18,-15,36
6,76.0,3.75,5.81,2,1.4,0.56,155.0,71.0,2.12,2.59,2,1.3,1.92,155.0,26,3,0,21,8,0,31,37,71,70,-2,-1,3,21
11,68.0,2.93,3.46,2,1.1,0.35,135.0,69.0,2.83,2.82,4,0.1,0.55,135.0,9,5,1,12,5,0,38,34,66,68,7,8,69,-28
0,67.0,2.83,2.13,2,0.7,3.26,135.0,66.0,3.41,3.37,2,0.7,2.61,135.0,18,11,0,15,12,0,34,33,65,65,1,-10,-11,10
6,71.0,3.86,2.39,5,0.2,0.0,170.0,77.0,3.18,3.9,2,0.9,3.23,170.0,9,5,0,18,5,0,27,23,70,69,6,-12,-42,5
10,73.0,3.34,4.85,4,0.0,0.59,170.0,76.0,3.24,2.57,2,0.0,0.44,170.0,16,7,0,8,4,0,34,26,72,76,16,7,40,2
2,74.0,1.62,1.43,2,1.4,1.06,145.0,67.0,3.55,2.46,2,0.9,1.45,145.0,21,11,0,15,8,0,34,29,69,68,8,5,-23,-52
11,62.0,5.28,6.55,2,0.5,3.21,115.0,67.0,3.17,2.04,0,1.1,0.91,135.0,20,7,0,6,6,0,24,27,61,67,10,7,35,39
0,67.0,1.63,1.88,2,0.9,1.44,135.0,67.0,1.61,1.59,2,2.1,2.92,135.0,25,13,5,26,10,0,33,31,67,66,13,10,18,41
10,76.0,3.62,4.34,2,0.5,1.37,170.0,77.0,2.86,1.52,2,0.6,0.86,170.0,20,3,0,25,8,0,24,35,73,73,-7,15,42,59
7,78.0,2.63,1.93,2,0.9,2.0,185.0,77.0,3.76,2.27,4,0.4,0.79,185.0,21,8,0,9,5,1,33,34,74,71,-15,4,46,54
10,74.0,3.46,5.32,2,0.0,0.38,170.0,76.0,3.01,2.39,2,0.0,0.53,170.0,21,5,0,9,4,0,30,29,72,73,9,17,63,3
7,78.0,2.99,2.13,2,1.1,2.1,185.0,75.0,2.71,4.33,2,0.3,1.05,185.0,28,9,0,31,9,0,34,36,73,73,2,-13,-16,-33
6,70.0,3.54,5.35,4,1.0,1.83,155.0,69.0,4.09,3.68,2,0.0,0.74,155.0,18,8,1,22,16,0,34,31,70,68,-1,-1,-2,5
6,73.0,2.91,3.41,2,0.6,1.56,155.0,73.0,3.63,2.56,2,0.8,0.75,155.0,26,5,0,16,4,0,35,27,69,70,16,5,-44,11
14,65.0,4.31,6.19,2,0.5,1.85,125.0,67.0,4.73,4.8,2,0.5,0.35,115.0,14,4,0,8,7,0,30,28,66,67,9,0,26,17
10,73.0,2.22,1.67,2,0.0,1.0,170.0,74.0,2.05,2.53,4,0.4,1.39,170.0,11,2,0,18,3,0,26,24,72,74,-14,-2,6,0
6,70.0,2.93,3.73,4,0.6,0.75,155.0,70.0,4.38,4.55,2,0.4,2.12,155.0,23,9,0,12,3,0,25,26,70,70,-4,11,-37,-14
3,66.0,2.07,3.47,2,1.0,0.81,125.0,69.0,2.81,2.13,2,1.3,2.88,125.0,14,11,1,12,2,1,33,27,66,70,1,24,-14,1
5,73.0,3.09,2.29,2,0.5,1.85,205.0,73.0,2.84,3.16,2,0.0,2.4,205.0,15,7,0,22,7,3,32,28,70,75,-21,14,-6,38
6,75.0,3.91,2.57,2,1.5,2.31,155.0,73.0,2.98,2.6,2,0.0,0.0,155.0,8,3,0,14,5,1,28,28,73,71,20,-7,25,40
2,69.0,1.99,2.33,4,0.0,1.9,145.0,70.0,2.99,0.72,2,0.0,0.0,145.0,12,4,0,10,6,0,32,29,69,70,12,21,30,-5
0,71.0,3.64,3.97,4,0.0,0.56,135.0,68.0,3.88,4.1,2,0.0,0.7,135.0,7,5,0,22,4,0,30,26,64,64,-5,-5,77,-15
4,74.0,3.29,3.09,4,0.1,0.56,247.0,80.0,6.37,4.08,2,1.0,2.02,250.0,19,8,1,5,3,0,33,36,72,75,12,4,-4,35
0,70.0,3.9,3.78,2,0.5,1.49,145.0,67.0,3.03,5.37,2,1.0,1.68,125.0,36,9,0,17,4,0,28,29,66,66,-5,-8,4,5
11,65.0,2.71,1.93,2,1.6,2.06,135.0,66.0,3.39,3.79,2,0.7,0.46,125.0,18,7,0,15,7,0,29,29,66,66,3,-9,-14,-7
6,70.0,3.17,3.55,2,0.3,0.29,155.0,75.0,4.16,4.01,2,0.1,0.49,155.0,17,4,0,20,8,0,31,29,71,71,0,-10,-17,-21
6,71.0,5.39,2.84,2,2.0,2.39,155.0,70.0,3.52,3.81,4,0.8,1.23,155.0,28,16,0,35,14,0,31,37,70,67,-2,-6,-20,-9
5,76.0,5.34,4.26,2,0.0,0.53,205.0,74.0,2.41,2.5,4,1.4,2.46,205.0,17,11,0,10,6,0,30,32,75,72,0,-5,-9,26
6,71.0,2.89,2.78,4,2.0,1.77,155.0,71.0,1.96,2.57,2,0.2,2.95,155.0,31,13,0,17,10,0,32,36,68,69,-2,-3,4,-16
10,74.0,3.02,3.72,2,0.8,1.37,170.0,77.0,3.58,3.23,2,1.3,0.2,170.0,15,5,0,22,13,2,31,32,70,74,-3,1,-14,-9
0,68.0,3.61,2.53,2,0.8,2.57,135.0,69.0,3.51,3.41,2,0.1,0.28,135.0,21,10,0,24,13,1,31,31,68,67,5,-16,-3,-6
6,72.0,2.98,2.88,5,0.2,2.04,155.0,73.0,4.02,4.83,2,0.6,1.06,170.0,16,8,0,26,8,0,30,29,68,74,-10,-4,23,10
6,70.0,3.0,2.2,4,2.1,0.85,155.0,75.0,1.62,3.05,2,1.1,5.32,155.0,12,3,0,10,6,0,29,27,71,71,5,-8,-44,-45
11,73.0,4.43,4.83,0,1.9,1.27,135.0,65.0,3.07,2.6,2,0.2,0.75,135.0,3,3,0,5,4,0,29,29,71,66,20,-1,11,-3
7,75.0,2.75,2.47,4,0.8,0.75,185.0,74.0,2.42,2.32,2,0.0,2.95,170.0,23,7,0,14,9,0,31,27,72,70,-17,3,-14,-14
11,64.0,4.28,4.47,2,0.0,0.37,135.0,68.0,4.14,4.17,2,4.8,6.26,135.0,11,4,1,12,2,0,32,28,65,67,-8,16,-48,34
5,76.0,2.68,3.63,2,0.8,2.17,205.0,75.0,2.27,2.39,4,0.8,0.67,205.0,26,11,1,23,9,0,34,39,73,74,16,-5,4,-15
6,70.0,1.78,1.75,0,0.5,2.02,145.0,77.0,3.46,2.35,0,0.3,2.68,155.0,16,4,0,14,5,0,33,24,66,72,-3,1,-20,-20
0,65.0,2.89,3.76,0,0.8,1.97,135.0,65.0,3.33,2.37,0,1.5,2.5,135.0,14,5,0,19,3,0,33,31,67,65,4,6,-4,-75
4,77.0,2.4,1.95,2,2.4,1.3,240.0,84.0,4.0,3.13,2,1.7,0.58,265.0,34,10,1,33,12,0,39,27,75,83,-5,9,-21,-19
4,80.0,3.09,2.89,2,0.8,0.82,264.0,81.0,2.68,2.47,2,0.0,2.2,265.0,19,10,1,22,5,0,36,38,76,76,-12,2,-18,0
14,63.0,7.19,4.93,2,0.2,0.94,115.0,63.0,4.38,3.17,2,0.8,3.34,115.0,20,8,0,17,4,0,33,27,63,64,8,-5,-22,-8
10,72.0,2.01,1.82,4,1.0,2.49,170.0,80.0,2.22,3.86,2,0.3,2.62,170.0,28,9,0,21,8,0,38,28,73,75,-3,7,-21,1
5,73.0,3.62,2.71,2,0.1,0.6,205.0,76.0,3.35,4.26,2,0.1,4.49,205.0,12,7,0,10,7,0,35,35,73,74,3,-6,-1,35
10,72.0,3.69,3.01,2,1.0,1.39,170.0,74.0,2.62,3.66,2,0.0,1.94,170.0,14,4,0,15,7,0,24,34,71,73,-5,-16,-24,2
0,69.0,3.17,2.08,2,1.2,2.38,135.0,71.0,2.79,2.72,4,0.8,1.44,135.0,13,6,0,35,10,0,32,35,67,69,-8,9,-40,-10
7,77.0,2.95,2.98,2,0.2,0.95,185.0,77.0,3.44,3.36,2,0.0,1.02,205.0,13,7,0,11,6,0,36,29,73,74,3,2,20,-10
0,67.0,3.2,3.05,2,0.0,0.22,135.0,68.0,1.95,2.8,4,0.3,2.8,135.0,8,4,0,8,5,0,33,36,66,66,-14,6,-44,-25
5,76.0,3.84,3.41,2,1.0,2.0,205.0,80.0,2.86,2.59,4,0.6,1.34,205.0,30,7,0,24,13,0,36,32,74,75,-2,10,-2,-5
6,73.0,3.92,4.22,4,0.1,0.52,155.0,72.0,2.66,3.95,4,0.9,1.77,155.0,20,15,0,17,4,1,29,26,70,70,-12,-2,11,-2
7,77.0,2.91,3.39,4,0.5,2.8,185.0,75.0,3.2,3.05,4,0.1,0.09,205.0,20,7,0,33,13,0,31,29,73,74,1,-1,13,18
4,77.0,3.08,3.43,4,0.0,1.09,265.0,75.0,1.52,2.08,2,0.1,1.83,265.0,12,4,0,14,3,0,30,29,75,74,-1,-15,-17,3
11,69.0,2.63,4.34,2,0.7,2.33,135.0,66.0,2.06,2.37,2,0.5,4.67,135.0,19,4,0,11,5,0,27,35,68,66,5,8,-17,14
3,66.0,5.07,1.51,2,0.6,0.83,125.0,63.0,1.8,1.26,2,1.2,3.66,135.0,9,3,0,12,4,0,25,22,65,64,-18,6,-13,-8
7,79.0,3.57,3.31,2,0.2,0.75,185.0,78.0,2.7,2.45,5,0.0,0.94,185.0,16,9,0,6,4,0,31,28,72,71,2,-2,5,32
7,73.0,4.41,4.01,2,0.0,0.15,185.0,76.0,2.96,3.57,2,0.5,0.27,185.0,17,9,0,24,13,0,33,29,73,74,0,-6,-12,-14
3,65.0,2.17,2.94,2,0.1,3.01,125.0,70.0,4.28,1.8,2,0.4,0.0,125.0,19,8,0,12,7,0,27,28,65,68,6,18,36,-15
0,66.0,4.63,3.57,2,0.0,4.0,135.0,66.0,3.15,3.97,2,0.1,1.77,135.0,12,3,0,13,6,0,26,35,65,66,-5,8,10,21
5,75.0,5.65,2.92,4,0.0,0.37,205.0,72.0,2.82,2.25,2,0.0,2.64,185.0,7,3,0,11,4,0,28,28,74,70,16,-9,77,64
0,67.0,2.89,1.95,2,0.0,1.77,135.0,70.0,3.82,3.43,5,1.4,0.76,135.0,9,4,0,15,5,1,27,23,67,68,-8,4,-20,-18
6,69.0,3.27,4.36,2,0.2,2.37,155.0,72.0,5.9,2.19,2,0.0,0.0,155.0,13,3,0,12,6,0,32,28,69,69,24,10,58,24
2,74.0,3.03,3.21,2,2.8,2.77,155.0,69.0,4.45,6.66,2,0.4,0.24,145.0,28,8,0,21,5,0,26,24,70,71,6,-8,-41,-27
10,80.0,2.22,3.86,2,0.3,2.62,170.0,74.0,4.18,2.5,2,1.4,0.85,170.0,21,8,0,19,9,0,28,31,75,72,-2,7,11,4
10,72.0,3.13,2.69,2,0.3,2.53,170.0,71.0,3.21,2.81,2,0.2,0.68,170.0,29,17,0,24,11,0,35,35,70,71,-5,3,16,29
6,70.0,2.47,3.09,4,0.5,1.08,155.0,71.0,3.59,4.78,2,0.0,1.05,170.0,24,7,0,14,4,0,37,29,69,70,2,-5,-9,-17
6,70.0,0.76,1.81,4,0.7,0.71,155.0,70.0,2.97,2.48,4,0.5,2.36,155.0,12,4,0,12,5,0,30,26,71,69,12,10,17,-20
14,68.0,5.4,4.51,2,0.3,0.77,115.0,67.0,3.87,3.25,2,0.5,0.33,125.0,8,6,0,9,3,0,32,24,67,67,12,3,31,19
6,70.0,4.08,4.17,2,0.1,0.63,155.0,73.0,2.17,1.64,2,0.3,1.75,155.0,21,12,1,10,4,0,31,26,69,71,-13,3,-3,27
0,73.0,2.66,2.37,2,0.7,0.93,135.0,68.0,2.93,3.06,2,0.1,1.94,135.0,18,10,1,20,11,0,27,36,68,67,4,2,-13,-41
5,75.0,2.61,3.55,2,0.8,0.78,253.0,77.0,2.45,4.86,2,1.9,1.06,205.0,16,7,1,26,7,0,30,23,73,75,-3,10,22,-16
3,68.0,2.64,2.4,2,0.3,1.04,125.0,69.0,3.18,3.45,2,0.2,1.6,125.0,9,3,0,10,3,0,34,30,67,67,8,-13,-40,-25
6,73.0,2.97,3.67,2,0.2,1.62,155.0,71.0,3.19,3.99,2,0.0,1.36,155.0,11,2,0,12,6,0,29,28,71,72,-10,-4,10,3
5,77.0,2.89,4.18,2,2.4,4.42,205.0,75.0,3.39,1.32,2,0.0,2.83,205.0,15,5,0,5,2,0,28,31,75,73,6,18,24,21
3,66.0,3.55,3.28,2,0.0,0.8,135.0,66.0,1.66,3.43,2,0.5,3.35,125.0,21,11,0,27,3,1,31,29,63,63,-14,-6,-28,16
4,77.0,2.69,3.55,2,0.3,0.52,240.0,79.0,3.84,2.18,4,2.0,2.02,264.0,28,19,0,18,11,0,36,36,75,75,-3,21,-4,25
5,79.0,3.97,3.43,2,0.4,0.53,205.0,78.0,1.83,3.25,2,0.6,2.43,205.0,17,6,0,22,6,0,35,31,73,74,7,-11,-39,-7
5,79.0,2.18,4.45,2,0.0,4.98,205.0,78.0,2.76,3.44,2,0.3,1.18,205.0,14,4,0,25,8,0,26,32,75,74,-3,6,-2,18
14,63.0,5.1,2.97,0,1.0,2.31,115.0,65.0,2.63,3.4,2,1.0,1.31,115.0,5,5,0,8,4,0,37,21,63,64,2,7,8,18
6,69.0,4.09,3.68,2,0.0,0.74,155.0,70.0,3.17,3.55,2,0.3,0.29,155.0,22,16,0,17,4,0,31,31,68,71,-3,12,8,16
0,68.0,3.16,4.07,2,0.6,1.01,135.0,67.0,4.27,5.36,2,0.6,0.56,135.0,11,7,0,31,9,0,34,25,68,63,1,12,5,1
11,67.0,3.33,3.39,2,0.9,1.14,135.0,62.0,5.28,6.55,2,0.5,3.21,115.0,10,8,0,20,7,0,27,24,67,61,-6,13,-32,-12
2,73.0,5.0,4.22,2,0.5,2.81,145.0,70.0,4.23,3.69,2,0.3,0.63,145.0,14,7,0,20,6,2,22,28,71,69,-3,-9,28,38
7,70.0,1.69,2.41,4,0.6,2.45,185.0,75.0,3.26,3.22,4,0.0,0.0,170.0,41,17,0,13,8,0,33,32,72,74,-9,6,55,-9
6,70.0,3.27,3.87,0,0.0,1.0,155.0,69.0,4.43,3.92,4,0.7,0.24,155.0,28,5,0,11,3,0,29,26,68,68,-3,13,-17,-64
4,78.0,2.11,3.2,2,1.4,1.26,250.0,72.0,4.79,2.18,2,0.1,1.14,263.0,35,8,0,23,14,0,38,39,75,72,14,11,28,-10
7,76.0,1.21,3.75,2,1.1,1.59,185.0,79.0,3.57,3.31,2,0.2,0.75,185.0,42,6,2,16,9,0,30,31,74,72,0,15,22,-10
3,66.0,2.45,3.6,2,0.0,2.0,125.0,66.0,2.46,2.58,2,0.4,0.77,125.0,18,2,0,14,7,0,25,30,65,66,4,-2,4,-17
0,72.0,2.47,3.43,2,0.1,1.05,135.0,68.0,3.27,3.37,2,0.1,1.46,135.0,15,13,1,21,11,2,34,32,73,67,-3,3,0,-11
2,68.0,3.38,2.94,2,0.6,3.21,145.0,66.0,2.47,2.64,2,0.8,1.88,145.0,24,11,0,23,8,2,28,34,67,68,7,1,-7,4
2,69.0,3.63,3.26,4,0.0,0.5,135.0,67.0,3.5,3.36,2,0.1,1.36,155.0,11,7,2,19,10,2,24,34,67,67,4,-1,-34,-28
10,73.0,3.2,2.23,4,0.3,1.65,170.0,71.0,3.55,4.9,2,0.0,1.24,170.0,34,10,2,17,5,0,31,27,71,72,-7,-3,12,0
6,67.0,4.34,2.17,4,0.0,1.36,155.0,66.0,3.61,2.65,4,0.0,0.86,155.0,9,3,2,14,5,0,26,31,67,66,9,-11,0,-83
6,75.0,1.59,2.47,2,0.2,1.54,155.0,66.0,2.89,1.02,4,0.8,0.83,155.0,23,14,1,33,13,7,31,34,71,68,11,14,21,16
10,74.0,2.13,2.6,4,1.4,0.0,170.0,70.0,3.75,3.23,2,0.0,1.83,170.0,4,3,0,10,3,0,29,30,71,67,-7,-9,-16,6
5,72.0,2.75,4.25,2,0.5,1.95,235.0,79.0,3.44,4.02,2,0.4,1.56,205.0,22,2,0,18,6,0,36,28,71,77,12,5,5,-8
5,75.0,2.42,2.14,2,0.0,2.98,205.0,74.0,1.39,2.82,2,0.4,3.37,205.0,24,8,1,23,5,0,36,32,72,74,-6,-8,0,-7
4,78.0,1.47,4.02,2,0.0,0.33,242.0,75.0,3.3,2.87,4,0.1,1.97,260.0,14,1,0,18,7,0,29,31,75,72,-3,19,62,12
3,65.0,3.09,2.85,2,0.3,2.51,125.0,65.0,2.52,3.46,4,0.6,1.53,125.0,14,5,0,28,5,0,30,31,64,64,9,-11,5,0
11,69.0,1.51,2.96,0,0.9,2.6,135.0,66.0,3.39,3.79,2,0.7,0.46,125.0,10,3,0,15,7,0,26,29,66,66,13,-12,7,-31
2,75.0,4.72,4.73,5,0.4,0.4,155.0,71.0,3.13,4.33,2,0.9,0.9,145.0,20,8,0,13,2,0,25,23,72,71,-1,-2,4,15
10,73.0,3.34,3.76,2,0.0,0.2,170.0,73.0,3.34,4.85,4,0.0,0.59,170.0,17,4,0,16,7,0,24,34,71,72,-8,-3,-30,13
6,70.0,0.76,2.1,2,0.8,3.4,155.0,72.0,2.14,1.8,4,0.4,0.83,155.0,18,1,0,28,9,0,24,33,70,70,18,7,-12,12
14,65.0,3.88,3.95,2,0.9,2.17,115.0,64.0,5.3,5.88,2,0.1,0.39,115.0,9,4,0,10,7,0,23,30,65,63,-8,-6,19,-27
6,70.0,2.42,2.65,2,0.0,0.97,155.0,71.0,1.96,3.58,2,0.6,1.81,170.0,12,2,0,11,2,0,34,19,69,72,-10,6,-12,0
3,69.0,2.91,3.88,2,0.4,0.85,125.0,63.0,2.23,3.35,4,0.8,1.11,125.0,18,5,0,17,8,0,22,34,66,63,-6,4,1,10
4,77.0,2.54,1.58,2,0.0,3.29,240.0,79.0,2.29,2.63,2,0.0,0.52,260.0,10,4,0,22,7,0,25,30,75,75,-13,12,3,47
3,68.0,3.47,4.22,2,2.1,1.65,135.0,69.0,2.81,2.13,2,1.3,2.88,125.0,16,6,0,12,2,1,24,27,69,70,0,7,-13,-41
6,72.0,3.31,2.51,2,0.5,3.17,155.0,70.0,2.88,3.06,0,0.0,1.98,155.0,14,6,0,22,5,1,37,29,71,71,11,2,7,12
10,74.0,2.91,3.03,2,0.0,1.8,170.0,74.0,3.03,2.41,4,0.0,0.66,185.0,18,3,1,18,2,1,31,23,71,72,-8,-3,4,-24
3,67.0,4.14,2.99,2,1.9,3.2,125.0,64.0,3.79,3.56,2,1.6,0.78,125.0,8,5,0,16,13,0,28,36,66,64,-3,-7,56,2
6,70.0,2.93,3.73,4,0.6,0.75,155.0,73.0,2.98,2.6,2,0.0,0.0,155.0,23,9,0,14,5,1,25,28,70,71,10,0,46,-5
14,68.0,3.33,1.07,0,0.0,0.5,115.0,64.0,1.4,2.92,0,0.9,2.15,115.0,7,2,0,16,6,0,26,28,66,62,-13,-12,-8,4
7,77.0,1.81,2.84,4,0.1,1.39,185.0,75.0,3.52,3.03,4,0.7,0.44,185.0,21,4,0,14,4,0,26,27,73,75,-2,6,22,20
10,75.0,3.01,2.49,2,0.4,2.46,170.0,73.0,2.57,3.85,4,0.3,0.0,185.0,17,5,1,11,1,0,28,24,73,75,-5,-10,23,11
2,71.0,2.8,3.27,2,1.3,2.52,145.0,69.0,1.99,2.33,4,0.0,1.9,145.0,25,8,0,12,4,0,31,32,70,69,-10,-9,5,13
7,73.0,7.01,0.63,2,0.0,2.82,185.0,72.0,2.94,3.56,4,0.9,1.15,185.0,8,3,0,13,6,0,30,33,72,73,1,-20,28,26
11,69.0,2.83,2.82,4,0.1,0.55,135.0,68.0,4.14,4.17,2,4.8,6.26,135.0,12,5,0,12,2,0,34,28,68,67,-18,13,-37,29
14,68.0,5.4,4.51,2,0.3,0.77,115.0,65.0,2.73,6.18,2,0.1,0.3,125.0,8,6,0,16,3,0,32,28,67,66,-10,-7,-17,-15
4,72.0,2.9,2.81,2,0.2,0.51,265.0,80.0,3.09,2.89,2,0.8,0.82,264.0,13,14,1,19,10,1,41,36,70,76,-2,1,26,-2
7,79.0,3.57,3.31,2,0.2,0.75,185.0,73.0,3.7,4.77,2,0.0,0.36,185.0,16,9,0,21,5,0,31,25,72,72,11,-8,-19,-15
4,75.0,1.52,2.08,2,0.1,1.83,265.0,84.0,4.0,3.13,2,1.7,0.58,265.0,14,3,0,33,12,0,29,27,74,83,-1,13,-9,11
