weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
4,83.0,1.97,2.15,2,37,48,0.5,0,0.0,71,250.0,79.0,2.29,2.63,2,49,44,0.0,25,0.52,53,260.0,14,3,0,22,7,0,32,33,76,75,0.8235294117647058,0.7586206896551724
10,71.0,4.5,4.27,2,47,57,0.0,41,0.61,70,170.0,70.0,3.17,3.55,2,43,50,0.3,27,0.29,59,155.0,13,6,0,17,4,0,27,34,70,71,0.6842105263157895,0.8095238095238095
6,75.0,2.09,2.28,4,41,51,1.2,48,3.55,66,170.0,72.0,3.48,2.97,2,46,53,1.2,54,0.69,58,170.0,16,4,0,22,9,0,31,31,73,70,0.8,0.7096774193548387
5,76.0,2.85,3.01,4,40,47,0.2,0,0.0,46,205.0,73.0,4.57,7.09,2,58,53,0.0,0,0.0,100,205.0,9,4,0,1,2,0,28,35,73,72,0.6923076923076923,0.3333333333333333
7,79.0,3.57,3.31,2,50,53,0.2,38,0.75,69,185.0,72.0,6.84,8.43,0,57,53,0.0,0,0.0,80,185.0,16,9,0,13,0,0,34,27,72,73,0.64,1.0
0,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,135.0,71.0,3.89,5.11,2,41,63,0.8,36,1.25,50,135.0,27,7,0,17,4,0,36,31,65,68,0.7941176470588235,0.8095238095238095
6,71.0,4.77,4.41,2,42,54,0.5,42,1.35,62,155.0,70.0,3.74,3.98,2,52,54,0.0,30,1.67,68,155.0,10,4,2,11,1,1,26,30,69,69,0.625,0.8461538461538461
10,76.0,2.95,3.86,2,46,61,0.0,100,0.43,57,170.0,76.0,4.11,4.22,2,49,56,0.6,54,1.89,63,170.0,17,5,0,15,7,0,31,33,74,71,0.7727272727272727,0.6818181818181818
6,71.0,3.05,3.09,2,43,57,0.7,38,2.43,50,155.0,75.0,4.72,4.73,5,44,55,0.4,33,0.4,78,155.0,17,3,0,20,8,0,32,28,70,72,0.85,0.7142857142857143
14,63.0,2.95,2.84,0,31,55,0.6,66,1.18,66,115.0,65.0,4.0,4.51,2,51,65,0.0,21,1.0,50,115.0,4,3,0,4,3,0,27,29,65,61,0.5714285714285714,0.5714285714285714
4,73.0,3.93,3.09,4,38,55,0.2,62,1.07,75,250.0,77.0,3.09,4.76,2,48,58,0.1,55,0.33,80,238.0,18,3,0,21,6,0,32,34,71,76,0.8571428571428571,0.7777777777777778
10,71.0,1.96,3.58,2,52,58,0.6,34,1.81,41,170.0,72.0,2.73,2.63,2,36,58,0.4,29,0.97,57,170.0,11,2,0,17,7,0,22,32,72,71,0.8461538461538461,0.7083333333333334
2,66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,155.0,70.0,4.29,4.31,4,42,53,0.3,13,0.67,66,145.0,18,9,0,21,6,1,32,29,66,72,0.6666666666666666,0.75
10,76.0,4.46,3.06,2,34,51,1.3,23,1.08,61,170.0,78.0,2.42,3.41,2,47,55,0.6,46,0.95,71,170.0,14,3,0,12,3,0,29,28,72,75,0.8235294117647058,0.8
2,73.0,2.16,2.94,2,42,66,0.3,55,2.16,50,145.0,66.0,2.35,2.78,2,49,67,0.3,55,4.13,100,145.0,17,4,0,18,5,0,30,33,70,66,0.8095238095238095,0.782608695652174
11,68.0,1.63,2.57,4,61,47,0.8,65,2.77,42,145.0,68.0,2.93,3.46,2,41,65,1.1,100,0.35,51,135.0,10,4,0,9,5,1,36,41,66,66,0.7142857142857143,0.6
0,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,135.0,67.0,2.94,3.52,2,35,64,0.1,20,0.52,73,135.0,24,13,1,22,8,1,34,29,67,66,0.631578947368421,0.7096774193548387
2,71.0,3.14,6.15,2,57,59,0.4,34,2.16,72,145.0,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,145.0,21,1,0,25,8,0,30,34,66,70,0.9545454545454546,0.7575757575757576
3,66.0,2.16,3.56,4,51,55,0.5,63,3.42,82,125.0,70.0,1.95,4.69,2,59,64,0.0,9,0.86,100,135.0,11,5,0,13,1,0,26,26,67,68,0.6875,0.9285714285714286
2,67.0,4.85,5.77,2,53,63,1.0,71,2.46,75,135.0,70.0,4.28,4.51,2,42,46,0.7,36,0.97,45,155.0,14,1,0,17,7,0,31,32,67,71,0.9333333333333333,0.7083333333333334
13,64.0,3.78,4.05,2,38,53,0.0,50,0.25,75,125.0,66.0,2.51,2.78,2,54,61,0.3,51,2.57,65,125.0,17,6,1,13,7,0,30,34,64,66,0.7083333333333334,0.65
3,65.0,4.04,3.05,2,36,53,0.3,17,0.77,42,135.0,67.0,5.05,1.59,4,27,50,1.4,14,0.68,33,125.0,11,3,0,6,2,0,24,26,66,65,0.7857142857142857,0.75
14,64.0,7.37,4.1,2,31,52,0.0,21,0.75,83,115.0,63.0,7.19,4.93,2,50,53,0.2,25,0.94,50,115.0,6,6,0,20,8,0,32,36,61,63,0.5,0.7142857142857143
5,76.0,4.28,3.06,2,47,44,0.8,26,0.41,51,205.0,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,205.0,32,14,0,26,11,1,30,37,76,73,0.6956521739130435,0.6842105263157895
5,76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,205.0,79.0,2.18,4.45,2,46,59,0.0,50,4.98,83,205.0,30,7,0,14,4,0,39,29,74,75,0.8108108108108109,0.7777777777777778
7,76.0,1.27,3.2,2,37,57,0.0,100,1.0,25,185.0,77.0,2.95,2.98,2,45,58,0.2,55,0.95,50,185.0,14,1,1,13,7,0,32,39,69,73,0.875,0.65
4,84.0,4.0,3.13,2,47,46,1.7,50,0.58,55,265.0,78.0,3.2,3.61,2,51,52,0.1,61,1.48,81,249.0,33,12,0,17,6,0,30,33,83,75,0.7333333333333333,0.7391304347826086
10,74.0,3.08,3.41,4,44,55,0.4,6,0.18,53,170.0,75.0,4.32,3.38,2,41,56,3.3,22,0.94,60,170.0,17,5,0,17,5,0,31,28,73,72,0.7727272727272727,0.7727272727272727
6,73.0,2.41,2.86,2,37,58,0.0,40,2.5,64,155.0,72.0,3.2,5.24,4,46,75,0.0,25,0.3,78,155.0,14,3,0,11,2,0,25,23,70,70,0.8235294117647058,0.8461538461538461
6,70.0,3.0,3.0,2,46,66,0.2,60,0.68,40,155.0,66.0,3.61,2.65,4,35,59,0.0,33,0.86,83,155.0,13,5,0,14,5,0,32,34,69,66,0.7222222222222222,0.7368421052631579
10,74.0,2.64,2.24,5,38,32,1.3,50,0.33,48,170.0,75.0,1.35,2.22,2,70,53,0.0,70,7.17,80,170.0,9,4,1,14,3,0,30,32,71,72,0.6428571428571429,0.8235294117647058
2,70.0,2.8,3.8,2,43,60,0.0,41,2.64,75,145.0,69.0,2.29,2.64,2,50,45,0.5,0,0.0,63,135.0,12,3,0,14,2,0,31,26,68,65,0.8,0.875
5,80.0,4.46,3.45,2,41,48,0.3,50,0.32,40,205.0,78.0,1.63,5.25,2,52,50,0.0,60,1.29,88,205.0,9,2,0,12,1,0,30,26,76,76,0.8181818181818182,0.9230769230769231
0,71.0,2.68,2.92,2,61,46,3.1,54,3.06,0,145.0,69.0,1.68,3.13,0,52,65,0.0,47,2.64,64,135.0,14,2,0,11,4,0,24,33,70,68,0.875,0.7333333333333333
5,72.0,3.84,2.81,5,46,49,0.0,20,1.41,50,205.0,76.0,2.83,2.86,2,46,59,0.0,38,2.26,83,205.0,15,8,0,13,3,0,27,26,72,72,0.6521739130434783,0.8125
0,72.0,3.55,2.6,2,31,54,1.4,20,0.34,55,135.0,70.0,3.1,1.86,2,36,52,0.6,35,2.64,43,135.0,13,6,0,10,6,0,25,28,66,65,0.6842105263157895,0.625
6,69.0,4.39,4.32,2,41,55,0.5,36,2.92,92,155.0,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,155.0,29,6,0,25,6,0,34,29,69,69,0.8285714285714286,0.8064516129032258
2,70.0,3.18,3.47,2,44,65,0.1,65,0.64,91,135.0,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,145.0,28,6,0,28,17,0,32,32,67,69,0.8235294117647058,0.6222222222222222
14,60.0,3.46,4.04,2,47,62,0.1,14,0.67,52,115.0,65.0,2.73,6.18,2,47,65,0.1,62,0.3,81,125.0,10,5,0,16,3,0,29,31,61,66,0.6666666666666666,0.8421052631578947
6,72.0,3.25,3.07,2,41,50,0.0,30,1.52,57,155.0,70.0,2.97,2.48,4,51,55,0.5,33,2.36,70,155.0,11,2,0,12,5,0,26,29,69,69,0.8461538461538461,0.7058823529411765
10,72.0,3.02,4.42,2,39,61,0.6,0,0.0,31,170.0,73.0,2.55,3.35,2,44,69,0.2,58,1.56,66,170.0,17,5,0,31,12,0,28,29,71,72,0.7727272727272727,0.7209302325581395
2,73.0,2.31,5.28,2,46,64,0.0,0,0.0,85,145.0,72.0,6.38,4.52,2,41,62,0.2,18,0.44,57,145.0,11,1,1,16,6,0,27,27,68,72,0.8461538461538461,0.7272727272727273
6,75.0,1.59,2.47,2,42,64,0.2,37,1.54,62,155.0,70.0,0.76,2.1,2,56,72,0.8,68,3.4,93,155.0,23,14,1,18,1,0,34,27,71,70,0.6052631578947368,0.9473684210526315
5,75.0,3.16,5.27,4,39,49,0.0,71,2.62,80,205.0,70.0,5.92,2.32,2,51,21,3.5,41,8.7,0,205.0,15,4,0,20,6,0,25,31,73,71,0.7894736842105263,0.7692307692307693
6,69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,155.0,68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,155.0,22,16,0,17,6,0,34,33,68,68,0.5789473684210527,0.7391304347826086
13,68.0,4.58,4.35,2,32,64,0.1,0,0.0,56,125.0,68.0,4.18,4.27,2,46,55,0.8,33,0.74,32,125.0,13,2,0,19,10,0,30,34,69,66,0.8666666666666667,0.6551724137931034
3,66.0,2.43,3.83,0,51,70,1.6,66,1.9,100,125.0,65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,125.0,13,3,1,19,8,0,25,30,66,65,0.7647058823529411,0.7037037037037037
14,64.0,3.55,4.81,2,47,54,0.6,40,0.29,77,115.0,63.0,3.11,3.01,2,41,61,0.3,27,1.38,57,115.0,10,6,0,10,8,1,33,33,65,64,0.625,0.5263157894736842
6,74.0,3.4,1.89,0,38,55,1.1,0,0.0,33,155.0,73.0,3.67,2.88,2,41,51,0.6,0,0.0,0,155.0,9,6,0,9,4,0,28,30,72,72,0.6,0.6923076923076923
0,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,125.0,65.0,3.53,3.53,2,37,64,0.0,33,0.94,100,135.0,17,4,0,11,3,0,32,27,66,68,0.8095238095238095,0.7857142857142857
3,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,125.0,64.0,2.73,3.82,2,44,65,0.2,35,2.16,90,135.0,27,3,1,15,2,0,32,31,63,64,0.8709677419354839,0.8823529411764706
2,72.0,3.69,5.53,2,46,66,0.4,54,1.16,76,145.0,70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,145.0,13,3,1,26,11,0,29,35,71,68,0.7647058823529411,0.7027027027027027
14,67.0,3.26,3.89,2,41,54,1.3,37,1.29,50,115.0,67.0,4.11,3.88,4,40,61,0.0,25,0.36,53,125.0,10,4,0,8,3,0,26,26,65,65,0.7142857142857143,0.7272727272727273
7,76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,205.0,81.0,2.58,4.16,2,54,55,1.1,43,1.27,48,185.0,21,7,0,16,5,0,34,26,74,75,0.75,0.7619047619047619
0,71.0,4.74,3.41,2,45,55,0.5,48,3.72,78,135.0,65.0,6.17,5.29,2,42,57,1.1,21,0.92,81,135.0,15,2,0,18,4,0,26,32,67,66,0.8823529411764706,0.8181818181818182
0,69.0,3.79,2.96,2,40,65,0.2,49,6.53,71,135.0,75.0,1.87,3.87,4,49,56,0.3,88,2.73,65,135.0,15,3,0,8,1,0,26,26,66,70,0.8333333333333334,0.8888888888888888
0,73.0,2.55,2.7,2,44,59,1.2,64,2.46,71,135.0,72.0,3.16,3.05,2,39,59,0.7,64,2.13,75,135.0,16,8,0,14,2,0,31,23,69,69,0.6666666666666666,0.875
2,72.0,3.64,3.0,2,42,63,0.0,0,0.0,53,145.0,68.0,3.13,5.44,2,42,61,0.4,0,0.0,81,145.0,11,4,0,8,3,0,28,24,68,67,0.7333333333333333,0.7272727272727273
3,65.0,9.84,4.37,2,36,50,0.0,33,1.28,75,125.0,65.0,3.11,4.68,2,48,61,1.2,47,3.13,87,135.0,8,1,0,22,5,0,26,26,64,66,0.8888888888888888,0.8148148148148148
14,63.0,2.24,6.22,5,49,63,0.9,30,1.75,100,115.0,60.0,3.31,2.75,2,29,71,0.2,20,0.2,70,115.0,20,1,0,9,4,0,29,29,64,60,0.9523809523809523,0.6923076923076923
0,69.0,2.96,1.63,2,42,56,0.4,42,3.38,71,135.0,70.0,3.82,3.43,5,47,53,1.4,38,0.76,68,135.0,10,7,0,15,5,1,29,26,69,68,0.5882352941176471,0.7142857142857143
6,70.0,9.67,8.57,2,55,54,0.0,0,0.0,80,155.0,76.0,3.31,4.13,2,39,60,0.7,33,0.26,57,155.0,21,2,0,13,5,0,30,31,71,75,0.9130434782608695,0.7222222222222222
2,74.0,3.86,4.08,2,37,53,0.2,46,2.44,69,145.0,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,155.0,20,6,0,20,15,0,28,32,71,70,0.7692307692307693,0.5714285714285714
14,67.0,4.73,4.8,2,38,53,0.5,30,0.35,38,115.0,64.0,5.3,5.88,2,50,65,0.1,36,0.39,73,115.0,8,7,0,10,7,0,31,33,67,63,0.5333333333333333,0.5882352941176471
10,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,170.0,72.0,5.0,5.65,4,48,44,0.3,33,0.26,47,170.0,31,15,0,14,7,0,33,29,69,72,0.6739130434782609,0.6666666666666666
3,68.0,2.4,2.44,2,52,53,2.4,47,1.78,59,125.0,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,125.0,17,1,0,19,7,0,31,34,65,66,0.9444444444444444,0.7307692307692307
7,76.0,3.55,3.07,2,38,48,0.0,40,1.81,100,185.0,75.0,4.15,3.06,4,45,52,0.1,40,1.51,76,205.0,15,5,0,13,4,0,32,31,74,73,0.75,0.7647058823529411
10,73.0,4.02,4.83,2,48,61,0.6,18,1.06,50,170.0,72.0,3.69,3.01,2,46,50,1.0,52,1.39,75,170.0,26,8,0,14,4,0,32,27,74,71,0.7647058823529411,0.7777777777777778
0,71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,135.0,70.0,4.16,7.14,5,48,58,0.6,50,1.24,27,135.0,35,10,0,12,1,0,38,26,69,71,0.7777777777777778,0.9230769230769231
7,74.0,4.92,4.49,2,43,50,0.0,33,2.25,100,185.0,73.0,3.96,2.75,2,48,52,1.1,26,1.08,80,185.0,12,5,0,11,3,0,30,30,73,73,0.7058823529411765,0.7857142857142857
10,73.0,2.42,3.53,2,39,57,0.7,20,1.37,38,170.0,74.0,3.22,2.22,5,43,43,2.7,38,1.5,44,170.0,17,7,0,6,2,0,37,26,72,74,0.7083333333333334,0.75
13,65.0,4.31,6.19,2,47,53,0.5,56,1.85,55,125.0,67.0,1.44,2.23,5,56,45,0.7,66,1.31,20,125.0,14,4,0,18,8,1,33,32,66,67,0.7777777777777778,0.6666666666666666
6,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,155.0,70.0,4.14,4.44,4,39,53,0.1,17,0.96,62,155.0,10,5,0,21,9,0,34,30,71,68,0.6666666666666666,0.7
0,67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,135.0,67.0,4.05,6.0,4,51,54,0.4,25,0.37,70,135.0,26,10,0,13,3,0,34,33,66,66,0.7222222222222222,0.8125
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,216.0,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,2,2,0,14,2,3,34,27,77,73,0.5,0.7368421052631579
8,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,190.0,74.0,0.0,0.0,0,0,0,0.0,0,0.0,0,185.0,33,21,1,0,4,0,24,0,71,74,0.6,0.0
8,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,28,16,2,14,2,3,29,27,73,73,0.6086956521739131,0.7368421052631579
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,216.0,76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,275.0,2,2,0,2,6,0,34,0,77,76,0.5,0.25
8,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,20,15,0,28,16,2,30,29,74,73,0.5714285714285714,0.6086956521739131
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,196.0,14,2,3,0,1,0,27,30,73,73,0.7368421052631579,0.0
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,275.0,4,11,0,2,6,0,0,0,77,76,0.26666666666666666,0.25
8,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,216.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,430.0,2,2,0,0,1,0,34,24,77,72,0.5,0.0
8,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,20,15,0,14,2,3,31,28,74,73,0.5714285714285714,0.7368421052631579
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,14,2,3,9,6,1,28,0,73,75,0.7368421052631579,0.5625
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,2,1,0,20,15,0,0,31,72,74,0.6666666666666666,0.5714285714285714
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,190.0,14,2,3,33,21,1,28,25,73,71,0.7368421052631579,0.6
8,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,170.0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,1,5,0,9,6,1,0,0,70,75,0.16666666666666666,0.5625
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,72.0,0.0,0.0,4,0,0,0.0,0,0.0,0,180.0,2,1,0,1,1,0,0,0,72,72,0.6666666666666666,0.5
8,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,2,1,0,20,15,0,0,31,70,74,0.6666666666666666,0.5714285714285714
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,67.0,0.0,0.0,2,0,0,0.0,0,0.0,0,178.0,14,2,3,0,1,0,28,0,73,67,0.7368421052631579,0.0
8,72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,210.0,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,190.0,1,1,0,33,21,1,0,25,72,71,0.5,0.6
8,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,68.0,0.0,0.0,0,0,0,0.0,0,0.0,0,238.0,9,6,1,0,1,0,0,0,75,68,0.5625,0.0
8,74.0,0.0,0.0,0,0,0,0.0,0,0.0,0,245.0,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,170.0,0,1,0,1,5,0,0,0,74,70,0.0,0.16666666666666666
8,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,210.0,75.0,0.0,0.0,0,0,0,0.0,0,0.0,0,210.0,1,0,0,0,1,0,0,0,0,75,1.0,0.0
8,77.0,0.0,0.0,0,0,0,0.0,0,0.0,0,275.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,1,3,0,2,1,0,0,0,77,72,0.25,0.6666666666666666
8,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,225.0,20,15,0,0,1,0,31,0,74,0,0.5714285714285714,0.0
8,72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,175.0,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,0,2,0,2,1,0,19,0,72,70,0.0,0.6666666666666666
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,14,2,3,100,18,7,28,36,73,74,0.7368421052631579,0.8
8,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,215.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,1,3,0,100,18,7,0,36,73,74,0.25,0.8
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,71.0,0.0,0.0,3,0,0,0.0,0,0.0,0,200.0,14,2,3,2,2,0,28,0,73,71,0.7368421052631579,0.5
8,69.0,0.0,0.0,5,0,0,0.0,0,0.0,0,185.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,26,16,0,100,18,7,0,36,69,74,0.6190476190476191,0.8
8,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,215.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,2,3,0,0,1,0,0,25,70,72,0.4,0.0
8,64.0,0.0,0.0,2,0,0,0.0,0,0.0,0,236.0,71.0,0.0,0.0,3,0,0,0.0,0,0.0,0,200.0,0,4,0,2,2,0,24,0,64,71,0.0,0.5
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,190.0,14,2,3,0,1,0,28,51,73,70,0.7368421052631579,0.0
8,73.0,0.0,0.0,0,0,0,0.0,0,0.0,0,230.0,73.0,1.36,2.3,2,32,72,0.0,50,0.39,88,200.0,4,5,0,30,14,2,0,26,73,73,0.4444444444444444,0.6521739130434783
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,100,18,7,6,5,1,37,0,74,74,0.8,0.5
8,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,14,2,3,28,16,2,29,31,73,73,0.7368421052631579,0.6086956521739131
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,100,18,7,17,5,2,37,28,74,72,0.8,0.7083333333333334
8,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,193.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,11,9,0,6,5,1,0,0,70,74,0.55,0.5
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,73.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,100,18,7,6,13,0,37,0,74,73,0.8,0.3157894736842105
8,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,199.0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,0,1,0,17,5,2,0,28,71,72,0.0,0.7083333333333334
8,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,193.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,240.0,11,9,0,0,2,0,0,0,70,74,0.55,0.0
8,66.0,0.0,0.0,0,0,0,0.0,0,0.0,0,240.0,79.0,0.0,0.0,0,0,0,0.0,0,0.0,0,295.0,0,1,0,1,1,0,21,0,66,79,0.0,0.5
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,265.0,17,5,2,10,14,0,28,0,72,72,0.7083333333333334,0.4166666666666667
8,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,100,18,7,28,16,2,37,31,74,73,0.8,0.6086956521739131
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,69.0,0.0,0.0,5,0,0,0.0,0,0.0,0,185.0,17,5,2,26,16,0,28,0,72,69,0.7083333333333334,0.6190476190476191
8,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,265.0,9,9,0,10,14,0,0,0,80,72,0.5,0.4166666666666667
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,250.0,17,5,2,6,5,1,28,0,72,74,0.7083333333333334,0.5
8,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,195.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,225.0,0,3,0,20,15,0,0,32,70,74,0.0,0.5714285714285714
8,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,230.0,9,9,0,11,10,0,0,0,80,71,0.5,0.5238095238095238
8,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,400.0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,265.0,1,4,0,10,14,0,0,0,74,72,0.2,0.4166666666666667
8,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,9,4,2,9,9,0,34,0,73,80,0.6,0.5
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,17,5,2,28,16,2,28,31,72,73,0.7083333333333334,0.6086956521739131
8,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,9,4,2,9,6,1,34,0,73,75,0.6,0.5625
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,190.0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,5,6,0,9,9,0,0,0,72,80,0.45454545454545453,0.5
8,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,240.0,9,4,2,0,2,0,34,0,73,74,0.6,0.0
8,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,235.0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,260.0,0,1,0,9,6,1,0,0,75,75,0.0,0.5625
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,190.0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,240.0,5,6,0,1,3,0,0,0,72,74,0.45454545454545453,0.25
8,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,270.0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,300.0,1,4,0,9,9,0,0,0,80,80,0.2,0.5
8,76.0,0.0,0.0,0,0,0,0.0,0,0.0,0,245.0,72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,200.0,4,6,0,1,3,0,0,0,76,72,0.4,0.25
8,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,210.0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,250.0,17,5,2,100,18,7,28,37,72,74,0.7083333333333334,0.8
