weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_sub_avg,f1_td_avg,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_sub_avg,f2_td_avg,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
2,75.0,5.34,7.09,2,0.2,0.36,145.0,69.0,4.22,3.79,5,1.2,2.82,145.0,13,1,0,12,3,0,26,31,71,69,0.9285714285714286,0.8
5,78.0,2.76,3.44,2,0.3,1.18,205.0,76.0,3.35,4.26,2,0.1,4.49,205.0,25,8,0,10,7,0,34,37,74,74,0.7575757575757576,0.5882352941176471
6,71.0,2.14,3.58,2,0.9,7.02,155.0,70.0,3.0,2.2,4,2.1,0.85,155.0,13,1,0,12,3,0,31,31,67,71,0.9285714285714286,0.8
6,70.0,3.26,3.63,2,0.2,1.5,145.0,73.0,2.51,3.7,4,0.0,1.62,155.0,15,2,0,23,8,0,32,28,66,70,0.8823529411764706,0.7419354838709677
11,68.0,4.58,4.35,2,0.1,0.0,125.0,68.0,5.92,6.16,2,0.1,0.28,135.0,13,2,0,12,5,0,29,29,69,69,0.8666666666666667,0.7058823529411765
3,68.0,3.53,1.44,2,0.8,0.55,125.0,65.0,1.83,3.6,2,0.0,2.85,125.0,7,5,0,14,2,0,29,29,65,65,0.5833333333333334,0.875
3,66.0,1.66,3.43,2,0.5,3.35,125.0,65.0,3.04,1.83,4,0.6,5.15,125.0,27,3,1,23,10,0,31,32,63,64,0.8709677419354839,0.696969696969697
14,62.0,3.88,3.35,2,1.2,1.88,115.0,65.0,3.88,3.95,2,0.9,2.17,115.0,17,7,0,9,4,0,31,25,63,65,0.7083333333333334,0.6923076923076923
7,73.0,3.7,4.77,2,0.0,0.36,185.0,72.0,2.81,2.54,2,1.4,2.46,185.0,21,5,0,26,8,0,27,38,72,73,0.8076923076923077,0.7647058823529411
2,71.0,2.98,3.09,2,0.4,1.18,145.0,72.0,3.69,5.53,2,0.4,1.16,145.0,28,17,0,13,3,1,31,28,69,71,0.6222222222222222,0.7647058823529411
4,80.0,2.48,5.36,2,0.2,0.75,250.0,72.0,4.79,2.18,2,0.1,1.14,263.0,31,7,0,23,14,0,29,41,79,72,0.8157894736842105,0.6216216216216216
0,73.0,4.12,4.12,2,0.5,2.71,135.0,68.0,5.3,3.83,2,0.0,0.42,135.0,8,6,0,16,2,0,36,24,68,67,0.5714285714285714,0.8888888888888888
6,70.0,3.05,4.4,2,0.2,0.67,155.0,71.0,3.7,4.95,2,0.3,1.12,155.0,20,2,0,24,10,1,33,31,69,70,0.9090909090909091,0.6857142857142857
3,68.0,3.47,4.22,2,2.1,1.65,135.0,66.0,2.3,3.53,4,1.4,4.28,135.0,16,6,0,16,9,1,26,31,69,67,0.7272727272727273,0.6153846153846154
0,71.0,1.95,4.85,2,0.8,1.91,135.0,65.0,3.91,2.42,2,0.0,1.75,135.0,18,3,0,6,2,0,28,34,67,66,0.8571428571428571,0.75
5,78.0,3.69,4.15,2,0.5,0.72,205.0,75.0,2.82,3.21,2,0.2,3.03,205.0,11,4,0,10,4,0,29,27,75,72,0.7333333333333333,0.7142857142857143
7,76.0,4.28,3.06,2,0.8,0.41,205.0,74.0,4.92,4.49,2,0.0,2.25,185.0,32,14,0,12,5,0,29,29,76,73,0.6956521739130435,0.7058823529411765
10,69.0,2.4,3.88,4,0.0,3.17,170.0,75.0,2.75,2.47,4,0.8,0.75,185.0,15,7,0,23,7,0,39,33,70,72,0.6818181818181818,0.7666666666666667
11,68.0,3.82,2.74,2,0.8,2.03,135.0,67.0,4.39,4.86,2,0.0,1.3,125.0,10,1,0,6,4,0,26,30,68,68,0.9090909090909091,0.6
2,65.0,4.82,3.52,4,0.0,0.39,145.0,70.0,3.65,4.59,2,0.5,1.06,145.0,14,15,1,26,11,0,31,34,69,68,0.4666666666666667,0.7027027027027027
6,70.0,4.44,4.06,2,0.2,0.64,155.0,72.0,2.91,2.75,4,0.9,1.62,170.0,14,6,1,31,12,0,30,36,70,70,0.6666666666666666,0.7209302325581395
5,75.0,2.61,3.55,2,0.8,0.78,253.0,80.0,2.86,2.59,4,0.6,1.34,205.0,16,7,1,24,13,0,32,34,73,75,0.6666666666666666,0.6486486486486487
0,66.0,3.55,3.28,2,0.0,0.8,135.0,69.0,3.51,3.41,2,0.1,0.28,135.0,21,11,0,24,13,1,33,33,63,67,0.65625,0.631578947368421
6,71.0,5.39,2.84,2,2.0,2.39,155.0,70.0,2.93,3.73,4,0.6,0.75,155.0,28,16,0,23,9,0,33,27,70,70,0.6363636363636364,0.71875
10,71.0,4.5,4.27,2,0.0,0.61,170.0,71.0,2.83,2.47,2,0.4,2.04,170.0,13,6,0,31,15,0,26,32,70,69,0.6842105263157895,0.6739130434782609
7,75.0,3.2,3.05,4,0.1,0.09,205.0,78.0,2.99,2.13,2,1.1,2.1,185.0,33,13,0,28,9,0,31,36,74,73,0.717391304347826,0.7567567567567568
3,70.0,3.24,3.12,2,0.6,2.02,125.0,65.0,2.17,2.94,2,0.1,3.01,125.0,16,5,1,19,8,0,24,29,67,65,0.7272727272727273,0.7037037037037037
6,75.0,5.85,4.08,2,1.2,1.85,155.0,69.0,3.27,4.36,2,0.2,2.37,155.0,8,3,0,13,3,0,31,34,73,69,0.7272727272727273,0.8125
14,60.0,3.31,2.75,2,0.2,0.2,115.0,67.0,4.73,2.46,0,0.6,1.58,115.0,9,4,0,12,6,0,28,34,60,65,0.6923076923076923,0.6666666666666666
11,68.0,3.4,3.13,2,0.0,5.0,135.0,68.0,4.18,4.27,2,0.8,0.74,125.0,8,3,0,19,10,0,33,33,67,66,0.7272727272727273,0.6551724137931034
10,72.0,5.0,5.65,4,0.3,0.26,170.0,72.0,3.93,3.39,2,1.8,0.0,155.0,14,7,0,11,5,0,28,32,72,70,0.6666666666666666,0.6875
3,70.0,3.69,3.64,2,1.8,0.7,125.0,64.0,2.33,3.31,2,1.4,3.49,125.0,14,4,0,14,4,0,27,31,68,62,0.7777777777777778,0.7777777777777778
4,80.0,3.69,4.95,2,0.0,2.2,240.0,77.0,3.09,4.76,2,0.1,0.33,238.0,19,3,0,21,6,0,35,33,76,76,0.8636363636363636,0.7777777777777778
14,62.0,5.28,6.55,2,0.5,3.21,115.0,65.0,2.73,6.18,2,0.1,0.3,125.0,20,7,0,16,3,0,26,30,61,66,0.7407407407407407,0.8421052631578947
10,72.0,2.01,1.82,4,1.0,2.49,170.0,74.0,2.94,4.33,2,0.4,1.7,170.0,28,9,0,35,13,0,40,33,73,71,0.7567567567567568,0.7291666666666666
2,71.0,3.13,4.33,2,0.9,0.9,145.0,68.0,2.39,3.6,2,0.3,2.36,145.0,13,2,0,22,7,1,25,36,71,66,0.8666666666666667,0.7333333333333333
7,78.0,1.91,1.66,2,0.0,2.55,185.0,77.0,1.81,2.84,4,0.1,1.39,185.0,22,6,0,21,4,0,36,28,73,73,0.7857142857142857,0.84
6,72.0,3.97,5.51,4,1.2,1.55,155.0,69.0,4.39,4.32,2,0.5,2.92,155.0,25,6,0,29,6,0,28,33,69,69,0.8064516129032258,0.8285714285714286
2,71.0,3.02,2.95,2,1.7,1.31,145.0,72.0,3.35,2.02,2,2.4,1.71,145.0,20,6,0,18,4,0,25,32,70,71,0.7692307692307693,0.8181818181818182
4,76.0,6.68,4.82,2,0.0,0.0,205.0,78.0,5.76,5.81,2,0.0,0.0,250.0,9,4,0,11,6,0,36,28,71,76,0.6923076923076923,0.6470588235294118
6,76.0,3.31,4.13,2,0.7,0.26,155.0,71.0,5.52,6.0,0,0.0,0.0,155.0,13,5,0,8,8,0,30,33,75,71,0.7222222222222222,0.5
14,63.0,7.19,4.93,2,0.2,0.94,115.0,67.0,4.73,4.8,2,0.5,0.35,115.0,20,8,0,8,7,0,35,30,63,67,0.7142857142857143,0.5333333333333333
2,70.0,3.13,3.93,0,0.2,4.56,145.0,71.0,2.93,4.32,4,1.5,0.21,145.0,17,5,1,21,8,0,28,29,67,68,0.7391304347826086,0.7241379310344828
5,76.0,3.29,3.78,2,0.0,0.0,205.0,70.0,5.92,2.32,2,3.5,8.7,205.0,14,6,0,20,6,0,39,30,75,71,0.7,0.7692307692307693
5,79.0,3.44,4.02,2,0.4,1.56,205.0,76.0,3.84,3.41,2,1.0,2.0,205.0,18,6,0,30,7,0,30,38,77,74,0.75,0.8108108108108109
5,77.0,2.89,4.18,2,2.4,4.42,205.0,75.0,3.93,5.04,2,0.0,0.48,205.0,15,5,0,16,4,0,30,28,75,74,0.75,0.8
10,75.0,2.89,2.17,4,0.6,1.76,170.0,77.0,3.58,3.23,2,1.3,0.2,170.0,17,6,1,22,13,2,30,34,72,74,0.7083333333333334,0.5945945945945946
10,73.0,4.2,4.59,2,0.0,0.57,170.0,73.0,2.77,2.99,2,0.2,2.4,185.0,10,1,0,20,4,1,32,30,70,72,0.9090909090909091,0.8
10,74.0,2.62,3.66,2,0.0,1.94,170.0,77.0,3.55,2.38,5,0.0,0.87,170.0,15,7,0,7,2,0,36,26,73,72,0.6818181818181818,0.7777777777777778
7,81.0,4.65,4.12,2,0.5,0.0,185.0,77.0,2.56,5.13,2,0.7,2.23,185.0,7,4,0,20,5,0,27,29,76,73,0.6363636363636364,0.8
0,65.0,6.17,5.29,2,1.1,0.92,135.0,70.0,3.1,1.86,2,0.6,2.64,135.0,18,4,0,10,6,0,31,27,66,65,0.8181818181818182,0.625
7,76.0,2.96,3.57,2,0.5,0.27,185.0,75.0,3.31,3.29,2,0.7,1.7,185.0,24,13,0,15,10,0,31,36,74,75,0.6486486486486487,0.6
6,69.0,4.43,3.92,4,0.7,0.24,155.0,72.0,3.31,2.51,2,0.5,3.17,155.0,11,3,0,14,6,0,28,39,68,71,0.7857142857142857,0.7
10,75.0,3.8,3.56,2,0.2,1.16,170.0,76.0,2.31,2.18,4,0.5,0.67,170.0,13,5,0,15,6,1,31,29,72,72,0.7222222222222222,0.6818181818181818
10,74.0,3.03,2.41,4,0.0,0.66,185.0,73.0,3.4,3.58,2,0.3,0.0,155.0,18,2,1,16,5,0,25,25,72,72,0.8571428571428571,0.7619047619047619
6,71.0,2.02,1.41,2,1.3,2.46,155.0,70.0,3.0,3.0,2,0.2,0.68,155.0,23,7,0,13,5,0,25,31,69,69,0.7666666666666667,0.7222222222222222
2,69.0,4.45,6.66,2,0.4,0.24,145.0,70.0,3.18,3.47,2,0.1,0.64,135.0,21,5,0,28,6,0,26,31,71,67,0.8076923076923077,0.8235294117647058
14,64.0,5.58,5.57,2,0.0,0.11,115.0,63.0,4.38,3.17,2,0.8,3.34,115.0,13,5,0,17,4,0,32,29,63,64,0.7222222222222222,0.8095238095238095
7,74.0,2.83,1.59,4,0.6,1.02,185.0,74.0,2.32,2.71,2,0.8,1.87,185.0,26,14,0,38,19,2,40,38,72,72,0.65,0.6440677966101694
7,78.0,2.7,2.45,5,0.0,0.94,185.0,72.0,6.84,8.43,0,0.0,0.0,185.0,6,4,0,13,0,0,30,26,71,73,0.6,1.0
10,75.0,5.21,3.99,2,0.6,0.14,155.0,74.0,4.18,2.5,2,1.4,0.85,170.0,15,6,0,19,9,0,30,33,70,72,0.7142857142857143,0.6785714285714286
0,67.0,3.69,3.53,2,0.5,0.46,135.0,66.0,2.35,3.32,2,0.3,1.54,135.0,23,6,1,27,7,0,29,35,66,65,0.7666666666666667,0.7941176470588235
7,79.0,1.98,1.91,2,0.9,3.7,185.0,73.0,5.72,3.71,2,1.0,1.31,185.0,11,4,0,12,6,0,27,31,74,73,0.7333333333333333,0.6666666666666666
0,71.0,3.34,2.89,2,0.5,0.0,135.0,69.0,3.73,3.13,4,1.3,3.32,135.0,28,12,0,10,4,0,39,30,67,67,0.7,0.7142857142857143
0,66.0,5.98,5.01,5,0.6,1.25,135.0,71.0,2.79,2.72,4,0.8,1.44,135.0,19,10,0,35,10,0,31,37,66,69,0.6551724137931034,0.7777777777777778
14,65.0,4.0,4.51,2,0.0,1.0,115.0,63.0,4.48,2.7,2,0.2,0.25,115.0,4,3,0,13,2,0,28,24,61,61,0.5714285714285714,0.8666666666666667
10,75.0,3.19,4.16,2,0.3,0.32,170.0,73.0,6.65,3.19,2,0.0,0.0,170.0,15,3,1,29,11,0,24,33,72,70,0.7894736842105263,0.725
3,69.0,1.93,2.07,2,0.2,0.7,125.0,68.0,2.4,2.44,2,2.4,1.78,125.0,8,7,0,17,1,0,31,30,68,65,0.5333333333333333,0.9444444444444444
4,72.0,2.9,2.81,2,0.2,0.51,265.0,79.0,2.29,2.63,2,0.0,0.52,260.0,13,14,1,22,7,0,43,32,70,75,0.4642857142857143,0.7586206896551724
7,70.0,4.64,3.62,4,0.3,1.86,185.0,77.0,2.91,3.39,4,0.5,2.8,185.0,13,4,0,20,7,0,40,33,72,73,0.7647058823529411,0.7407407407407407
6,75.0,4.72,4.73,5,0.4,0.4,155.0,69.0,4.09,3.68,2,0.0,0.74,155.0,20,8,0,22,16,0,27,33,72,68,0.7142857142857143,0.5789473684210527
5,76.0,5.28,3.89,2,0.2,0.25,205.0,75.0,3.16,5.27,4,0.0,2.62,205.0,14,5,0,15,4,0,28,24,75,73,0.7368421052631579,0.7894736842105263
3,65.0,3.01,3.51,5,1.0,0.25,125.0,66.0,2.3,3.53,4,1.4,4.28,135.0,17,8,0,16,9,1,29,31,65,67,0.68,0.6153846153846154
2,67.0,3.5,3.36,2,0.1,1.36,155.0,71.0,3.14,6.15,2,0.4,2.16,145.0,19,10,2,21,1,0,36,29,67,66,0.6129032258064516,0.9545454545454546
6,72.0,2.55,3.29,2,0.4,4.0,155.0,68.0,4.86,3.66,2,0.7,0.68,155.0,12,2,0,17,12,0,35,33,70,70,0.8571428571428571,0.5862068965517241
10,74.0,2.42,2.32,2,0.0,2.95,170.0,72.0,3.17,2.93,2,0.0,0.25,170.0,14,9,0,13,5,0,29,29,70,71,0.6086956521739131,0.7222222222222222
3,66.0,2.55,2.57,2,1.1,0.62,125.0,67.0,3.66,1.95,4,0.0,0.54,125.0,19,7,0,13,3,0,33,32,66,66,0.7307692307692307,0.8125
10,71.0,3.92,1.87,2,0.3,1.59,170.0,72.0,2.73,2.63,2,0.4,0.97,170.0,18,7,2,17,7,0,36,31,70,71,0.6666666666666666,0.7083333333333334
14,67.0,4.11,3.88,4,0.0,0.36,125.0,67.0,7.77,6.23,2,0.0,0.0,115.0,8,3,0,5,2,0,25,20,65,65,0.7272727272727273,0.7142857142857143
11,64.0,4.28,4.47,2,0.0,0.37,135.0,69.0,2.83,2.82,4,0.1,0.55,135.0,11,4,1,12,5,0,34,36,65,68,0.6875,0.7058823529411765
4,78.0,3.2,3.61,2,0.1,1.48,249.0,77.0,2.69,3.55,2,0.3,0.52,240.0,17,6,0,28,19,0,32,38,75,75,0.7391304347826086,0.5957446808510638
10,76.0,1.89,2.12,4,0.6,2.93,170.0,72.0,3.02,4.17,2,0.2,4.91,170.0,22,4,1,15,2,0,36,29,74,71,0.8148148148148148,0.8823529411764706
10,70.0,3.28,3.57,4,0.7,1.89,170.0,70.0,3.06,4.05,5,0.1,0.52,170.0,29,12,0,16,7,0,33,31,68,70,0.7073170731707317,0.6956521739130435
6,70.0,3.52,3.81,4,0.8,1.23,155.0,73.0,3.74,3.0,2,1.0,0.42,155.0,35,14,0,10,5,0,39,33,67,71,0.7142857142857143,0.6666666666666666
4,77.0,2.68,2.96,4,0.2,0.35,250.0,74.0,5.82,3.35,2,0.9,4.41,247.0,13,7,0,9,4,0,34,32,77,72,0.65,0.6923076923076923
2,69.0,4.47,3.04,2,0.0,0.3,145.0,73.0,2.86,3.98,4,0.8,0.53,145.0,9,7,1,15,12,0,27,29,68,70,0.5294117647058824,0.5555555555555556
3,71.0,2.5,2.16,4,1.2,3.03,125.0,66.0,2.16,3.56,4,0.5,3.42,125.0,21,6,2,11,5,0,28,25,70,67,0.7241379310344828,0.6875
10,73.0,7.14,6.68,2,0.0,1.18,170.0,71.0,3.55,4.9,2,0.0,1.24,170.0,22,8,0,17,5,0,28,29,70,72,0.7333333333333333,0.7727272727272727
0,70.0,1.68,1.75,2,0.8,2.11,135.0,70.0,3.45,3.29,5,0.0,0.78,135.0,15,8,0,9,2,0,31,28,67,65,0.6521739130434783,0.8181818181818182
3,71.0,3.93,1.74,4,0.0,1.37,125.0,71.0,3.37,3.67,2,2.5,0.0,125.0,8,2,0,11,1,0,21,20,65,69,0.8,0.9166666666666666
11,67.0,4.08,4.56,2,0.7,0.18,125.0,72.0,4.74,4.49,2,0.0,0.0,125.0,8,5,0,9,2,2,23,28,68,67,0.6153846153846154,0.6923076923076923
6,75.0,2.09,2.28,4,1.2,3.55,170.0,77.0,3.18,3.9,2,0.9,3.23,170.0,16,4,0,18,5,0,30,25,73,69,0.8,0.782608695652174
7,74.0,2.9,2.93,2,0.8,1.45,185.0,69.0,3.99,3.49,4,0.3,3.83,185.0,21,13,0,18,8,0,36,34,72,69,0.6176470588235294,0.6923076923076923
14,64.0,4.18,4.32,2,0.2,1.0,125.0,65.0,4.89,3.69,2,0.9,1.2,115.0,6,2,0,14,8,0,29,33,65,64,0.75,0.6363636363636364
5,77.0,2.24,5.03,4,0.4,0.39,205.0,76.0,3.29,3.78,2,0.0,0.0,205.0,12,0,0,14,6,0,28,39,76,75,1.0,0.7
10,72.0,3.03,1.81,2,0.1,3.72,170.0,75.0,3.34,4.87,2,0.2,0.87,170.0,15,6,0,29,11,1,30,33,69,74,0.7142857142857143,0.7073170731707317
2,70.0,2.67,3.87,2,0.3,0.87,145.0,70.0,3.2,2.76,2,0.5,1.19,155.0,23,11,0,16,14,2,38,39,66,69,0.6764705882352942,0.5
6,71.0,2.82,2.33,4,1.0,1.02,170.0,70.0,2.46,2.45,2,0.7,3.32,155.0,16,6,0,35,16,0,29,36,70,67,0.7272727272727273,0.6862745098039216
7,74.0,2.85,4.05,4,0.6,1.43,185.0,77.0,2.95,2.98,2,0.2,0.95,185.0,14,4,1,13,7,0,24,38,72,73,0.7368421052631579,0.65
14,67.0,3.87,3.25,2,0.5,0.33,125.0,63.0,2.86,2.22,0,0.3,3.53,115.0,9,3,0,16,6,0,26,30,67,61,0.75,0.7272727272727273
6,70.0,4.21,2.05,4,0.7,0.35,155.0,73.0,3.67,2.88,2,0.6,0.0,155.0,13,4,0,9,4,0,30,29,70,72,0.7647058823529411,0.6923076923076923
2,73.0,5.98,2.91,2,0.0,0.0,155.0,68.0,3.9,6.26,2,0.0,2.98,155.0,8,3,0,15,4,0,33,29,70,69,0.7272727272727273,0.7894736842105263
6,73.0,2.45,2.7,2,1.1,0.68,170.0,72.0,2.66,3.95,2,0.0,1.7,155.0,17,5,0,22,6,0,28,28,72,70,0.7727272727272727,0.7857142857142857
5,74.0,3.54,3.22,0,1.0,0.0,205.0,72.0,3.84,2.81,5,0.0,1.41,205.0,8,5,0,15,8,0,33,26,74,72,0.6153846153846154,0.6521739130434783
6,70.0,9.67,8.57,2,0.0,0.0,155.0,73.0,3.92,4.22,4,0.1,0.52,155.0,21,2,0,20,15,0,29,31,71,70,0.9130434782608695,0.5714285714285714
10,75.0,2.96,2.84,2,0.8,1.66,170.0,73.0,0.55,1.94,2,3.1,7.28,170.0,17,7,0,33,15,0,28,34,74,72,0.7083333333333334,0.6875
6,70.0,3.74,3.98,2,0.0,1.67,155.0,73.0,2.41,2.86,2,0.0,2.5,155.0,11,1,1,14,3,0,29,24,69,70,0.8461538461538461,0.8235294117647058
5,75.0,6.92,2.31,2,0.0,0.0,205.0,77.0,2.82,3.72,5,0.0,0.18,185.0,7,1,0,13,4,0,30,33,74,71,0.875,0.7647058823529411
7,74.0,2.76,3.0,2,0.0,1.03,185.0,75.0,2.39,4.19,2,0.0,1.27,185.0,17,7,0,17,3,0,30,29,73,73,0.7083333333333334,0.85
5,74.0,4.52,3.83,2,0.5,0.45,205.0,79.0,2.64,3.45,2,1.2,3.25,205.0,9,3,0,10,0,0,32,29,73,74,0.75,1.0
14,64.0,5.3,5.88,2,0.1,0.39,115.0,69.0,3.56,3.1,4,0.5,1.33,115.0,10,7,0,7,5,0,32,30,63,67,0.5882352941176471,0.5833333333333334
10,73.0,7.07,3.53,4,0.0,1.0,170.0,73.0,4.02,4.83,2,0.6,1.06,170.0,19,11,0,26,8,0,31,31,70,74,0.6333333333333333,0.7647058823529411
5,76.0,2.58,2.65,2,1.2,3.55,185.0,77.0,3.13,3.33,2,1.2,2.2,205.0,18,10,0,26,14,0,34,37,74,73,0.6428571428571429,0.65
14,65.0,2.11,1.94,2,0.0,1.72,115.0,60.0,3.46,4.04,2,0.1,0.67,115.0,9,5,0,10,5,0,35,28,65,61,0.6428571428571429,0.6666666666666666
2,70.0,2.64,1.92,2,0.7,2.91,155.0,69.0,3.63,3.26,4,0.0,0.5,135.0,14,8,1,11,7,2,38,26,69,67,0.6086956521739131,0.55
7,73.0,3.21,3.71,4,0.0,1.79,185.0,73.0,3.7,4.77,2,0.0,0.36,185.0,13,4,0,21,5,0,40,27,72,72,0.7647058823529411,0.8076923076923077
4,80.0,2.15,3.54,2,0.9,1.39,265.0,77.0,2.45,3.61,2,1.1,1.65,231.0,45,18,0,23,8,1,37,40,76,76,0.7142857142857143,0.71875
4,74.0,3.29,3.09,4,0.1,0.56,247.0,80.0,1.9,3.69,2,0.0,7.05,265.0,19,8,1,12,2,0,35,26,72,76,0.6785714285714286,0.8571428571428571
6,72.0,3.48,2.97,2,1.2,0.69,170.0,71.0,2.89,2.78,4,2.0,1.77,155.0,22,9,0,31,13,0,30,34,70,68,0.7096774193548387,0.7045454545454546
0,68.0,4.43,3.96,2,0.0,0.65,145.0,71.0,3.89,5.11,2,0.8,1.25,135.0,26,3,0,17,4,0,32,30,67,68,0.896551724137931,0.8095238095238095
4,80.0,3.61,3.53,2,2.4,2.69,240.0,79.0,4.31,2.93,2,0.2,1.21,255.0,57,13,1,18,7,1,40,35,74,78,0.8028169014084507,0.6923076923076923
10,78.0,6.39,3.15,2,0.7,0.0,170.0,71.0,3.59,4.78,2,0.0,1.05,170.0,7,5,0,14,4,0,26,31,74,70,0.5833333333333334,0.7777777777777778
7,76.0,2.19,4.44,2,0.1,0.83,205.0,77.0,3.25,2.73,4,1.8,2.56,185.0,21,7,0,29,12,0,33,30,74,73,0.75,0.7073170731707317
10,73.0,2.55,3.35,2,0.2,1.56,170.0,72.0,3.81,4.37,2,0.2,2.15,170.0,31,12,0,16,3,0,28,29,72,71,0.7209302325581395,0.8421052631578947
2,64.0,3.06,4.25,2,0.0,3.58,135.0,71.0,6.07,4.02,2,0.0,0.5,135.0,18,2,1,17,9,0,28,31,66,68,0.8571428571428571,0.6538461538461539
5,81.0,3.64,0.65,2,0.0,0.0,205.0,74.0,1.36,3.25,2,0.0,1.95,185.0,8,3,0,11,2,0,28,25,76,72,0.7272727272727273,0.8461538461538461
7,78.0,3.25,3.14,2,1.0,3.82,205.0,71.0,3.01,3.75,4,0.1,0.8,185.0,14,5,0,16,5,0,33,26,74,69,0.7368421052631579,0.7619047619047619
2,66.0,3.07,4.42,2,1.1,3.89,155.0,71.0,2.8,3.27,2,1.3,2.52,145.0,18,9,0,25,8,0,31,33,66,70,0.6666666666666666,0.7575757575757576
5,76.0,3.35,4.26,2,0.1,4.49,205.0,76.0,5.34,4.26,2,0.0,0.53,205.0,10,7,0,17,11,0,37,32,74,75,0.5882352941176471,0.6071428571428571
0,70.0,4.65,5.66,4,0.0,0.0,135.0,68.0,3.88,4.1,2,0.0,0.7,135.0,22,3,0,22,4,0,26,28,67,64,0.88,0.8461538461538461
10,73.0,3.03,4.18,2,0.6,0.45,170.0,74.0,3.46,5.32,2,0.0,0.38,170.0,21,6,0,21,5,0,31,32,71,72,0.7777777777777778,0.8076923076923077
7,76.0,2.48,3.1,2,0.5,2.55,185.0,75.0,4.15,3.06,4,0.1,1.51,205.0,21,9,1,13,4,0,35,30,72,73,0.6774193548387096,0.7647058823529411
10,76.0,2.25,2.9,2,0.7,2.86,170.0,74.0,1.86,2.89,4,0.2,2.13,170.0,19,8,1,14,3,0,29,34,71,73,0.6785714285714286,0.8235294117647058
4,75.0,7.65,4.0,2,0.0,0.0,241.0,78.0,5.76,5.81,2,0.0,0.0,250.0,20,5,0,11,6,0,37,28,73,76,0.8,0.6470588235294118
2,71.0,2.58,2.22,2,0.0,5.73,145.0,70.0,5.11,2.63,2,0.0,1.14,145.0,11,1,0,8,5,0,25,30,71,67,0.9166666666666666,0.6153846153846154
0,66.0,5.98,5.01,5,0.6,1.25,135.0,70.0,3.82,3.43,5,1.4,0.76,135.0,19,10,0,15,5,1,31,25,66,68,0.6551724137931034,0.7142857142857143
4,74.0,6.08,3.98,2,0.0,1.54,264.0,77.0,3.08,3.43,4,0.0,1.09,265.0,14,6,0,12,4,0,26,32,75,75,0.7,0.75
2,73.0,3.23,2.32,2,1.5,0.37,145.0,75.0,5.34,7.09,2,0.2,0.36,145.0,14,6,0,13,1,0,30,26,67,71,0.7,0.9285714285714286
6,70.0,1.75,1.7,2,1.1,2.6,155.0,73.0,2.17,1.64,2,0.3,1.75,155.0,12,3,0,10,4,0,30,28,70,71,0.8,0.7142857142857143
5,84.0,2.03,4.31,2,0.5,1.9,205.0,72.0,2.75,4.25,2,0.5,1.95,235.0,25,1,0,22,2,0,30,38,76,71,0.9615384615384616,0.9166666666666666
10,74.0,2.58,2.5,2,0.5,1.21,170.0,72.0,2.01,1.82,4,1.0,2.49,170.0,19,4,1,28,9,0,35,40,69,73,0.7916666666666666,0.7567567567567568
12,70.0,4.02,1.16,2,0.9,0.93,135.0,68.0,2.25,7.28,2,0.4,0.66,145.0,19,8,0,21,2,0,36,32,67,68,0.7037037037037037,0.9130434782608695
10,74.0,4.16,3.57,4,0.0,0.71,170.0,73.0,4.23,4.34,2,1.3,1.21,155.0,28,14,0,36,13,0,35,34,71,73,0.6666666666666666,0.7346938775510204
5,79.0,3.97,3.43,2,0.4,0.53,205.0,75.0,3.93,5.04,2,0.0,0.48,205.0,17,6,0,16,4,0,37,28,73,74,0.7391304347826086,0.8
2,71.0,2.66,2.88,2,1.0,1.63,145.0,71.0,3.02,2.95,2,1.7,1.31,145.0,19,8,0,20,6,0,35,25,68,70,0.7037037037037037,0.7692307692307693
1,70.0,3.9,3.78,2,0.5,1.49,145.0,71.0,1.95,4.85,2,0.8,1.91,135.0,36,9,0,18,3,0,30,28,66,67,0.8,0.8571428571428571
2,69.0,7.36,4.07,5,1.4,0.51,145.0,72.0,3.69,5.53,2,0.4,1.16,145.0,14,1,0,13,3,1,26,28,68,71,0.9333333333333333,0.7647058823529411
2,74.0,3.86,4.08,2,0.2,2.44,145.0,72.0,6.36,5.12,2,0.0,0.47,145.0,20,6,0,20,4,0,27,29,71,71,0.7692307692307693,0.8333333333333334
14,63.0,5.56,4.83,2,0.4,2.27,115.0,65.0,4.75,3.89,2,0.6,2.0,115.0,7,2,0,4,6,0,27,26,62,64,0.7777777777777778,0.4
3,68.0,1.88,2.57,2,0.2,2.83,125.0,62.0,1.66,2.12,5,0.6,4.54,125.0,12,6,0,14,2,0,26,24,66,63,0.6666666666666666,0.875
6,70.0,4.14,4.44,4,0.1,0.96,155.0,72.0,3.13,2.69,2,0.3,2.53,170.0,21,9,0,29,17,0,29,37,68,70,0.7,0.6304347826086957
3,70.0,3.24,3.12,2,0.6,2.02,125.0,69.0,2.91,3.88,2,0.4,0.85,125.0,16,5,1,18,5,0,24,24,67,66,0.7272727272727273,0.782608695652174
14,66.0,3.61,5.25,2,0.6,0.19,115.0,63.0,3.11,3.01,2,0.3,1.38,115.0,11,3,0,10,8,1,24,32,65,64,0.7857142857142857,0.5263157894736842
