f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f1_wins,f1_losses,f2_wins,f2_losses,f1_age,f2_age
73.0,3.1,2.7,2,41,59,0.9,26,0.44,55,73.0,3.62,3.1,2,41,57,1.0,67,2.29,92,17,7,14,6,25,34
75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,78.0,3.01,2.76,2,38,52,1.0,40,1.32,60,16,10,17,8,45,32
70.0,3.44,3.39,2,48,57,0.6,37,1.2,46,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,22,12,31,13,29,26
84.0,2.03,4.31,2,57,65,0.5,46,1.9,95,76.0,1.92,1.31,2,31,69,0.2,54,6.39,25,25,1,13,4,22,25
72.0,3.21,3.95,2,54,56,0.6,43,1.63,36,76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,21,5,22,4,25,28
74.0,2.41,2.5,4,42,60,1.4,32,2.46,57,76.0,2.58,2.65,2,47,54,1.2,54,3.55,62,10,6,18,10,26,26
70.0,2.69,4.09,2,53,56,0.5,37,2.19,82,71.0,1.88,1.25,2,39,58,3.4,27,2.13,50,15,5,14,6,28,28
70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,74.0,1.85,2.41,4,40,63,1.3,33,2.22,60,16,14,14,6,31,33
77.0,2.81,4.38,2,36,61,0.7,48,1.05,57,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,19,7,34,10,30,34
69.0,3.78,3.45,4,34,61,0.1,34,1.18,60,70.0,2.84,1.38,4,31,61,1.6,18,1.31,54,29,14,15,5,29,25
74.0,3.55,4.71,2,46,60,0.3,27,0.57,60,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,7,5,18,8,29,26
74.0,1.2,2.02,2,49,61,1.2,38,3.74,31,79.0,2.4,2.31,2,41,54,1.7,45,0.49,56,13,5,13,10,33,27
72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,70.0,1.94,2.45,2,43,63,0.8,54,2.9,69,33,13,16,6,26,30
71.0,3.08,2.15,2,50,51,0.4,49,2.7,53,78.0,1.6,2.07,5,49,46,2.5,50,2.28,33,23,12,14,5,26,23
78.0,2.99,2.13,2,40,52,1.1,27,2.1,30,72.0,2.8,3.96,2,47,59,0.0,78,2.18,62,28,9,19,11,28,28
74.0,2.74,3.01,4,42,54,0.5,50,3.51,89,74.0,2.1,0.97,2,30,31,0.5,0,0.0,66,7,3,7,3,23,24
72.0,2.47,3.43,2,34,60,0.1,57,1.05,59,71.0,2.52,2.61,2,27,67,1.6,31,2.32,53,15,13,14,6,28,32
72.0,3.2,2.69,2,32,64,0.3,66,1.22,63,73.0,2.4,2.86,2,37,68,1.7,66,1.71,33,15,3,13,4,27,26
75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,77.0,2.4,1.95,2,42,55,2.4,29,1.3,36,19,11,34,10,46,33
74.0,2.55,3.92,2,50,67,0.7,47,1.03,70,76.0,2.98,3.25,2,36,59,0.7,45,1.18,62,16,3,17,10,27,34
74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,73.0,2.33,2.68,2,53,49,1.8,68,6.51,0,22,11,12,3,29,27
74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,38,19,28,9,30,32
77.0,3.13,3.37,1,39,58,1.0,25,0.52,71,76.0,2.81,3.03,2,56,52,0.2,53,0.7,59,26,12,12,7,32,32
73.0,2.53,3.6,2,52,56,0.5,34,3.78,83,77.0,3.13,3.33,2,49,44,1.2,48,2.2,59,11,4,26,14,35,29
76.0,3.17,1.35,2,31,47,0.6,18,1.19,0,76.0,2.94,2.12,2,45,57,1.1,39,2.8,66,21,4,17,11,34,30
73.0,2.9,1.55,2,47,59,0.7,43,4.66,0,73.0,2.02,1.58,2,37,46,0.0,44,1.28,43,15,3,10,5,33,33
76.0,4.14,2.79,2,47,46,0.9,33,1.72,85,78.0,2.87,5.93,2,37,56,0.0,25,0.72,90,13,5,9,3,26,24
72.0,2.26,3.12,2,51,57,0.6,29,3.17,57,72.0,2.32,2.11,4,44,63,0.5,44,3.71,83,14,6,10,4,31,28
74.0,2.27,1.42,2,33,59,1.3,27,1.69,27,70.0,3.54,5.35,4,39,61,1.0,33,1.83,80,21,10,18,8,36,28
76.0,3.78,4.62,4,45,53,1.4,30,1.19,42,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,21,12,48,15,24,26
70.0,2.33,3.64,2,36,56,0.5,46,2.13,52,70.0,2.64,1.92,2,32,66,0.7,47,2.91,81,21,5,14,8,26,30
75.0,2.34,3.56,2,39,57,1.2,55,0.58,36,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,30,13,31,15,25,24
75.0,3.13,3.59,2,30,57,3.3,100,0.41,50,72.0,2.8,4.96,1,44,66,0.0,33,0.25,60,12,4,12,4,32,37
74.0,2.65,3.28,2,42,59,0.3,12,0.12,60,75.0,5.76,3.63,2,34,55,0.7,30,0.65,80,12,6,7,6,29,23
75.0,1.36,2.32,2,50,55,1.6,50,1.31,60,74.0,2.84,2.74,2,45,60,1.5,35,1.8,70,16,8,27,14,32,34
76.0,2.58,2.65,2,47,54,1.2,54,3.55,62,74.0,3.07,1.13,4,34,40,1.0,0,0.0,38,18,10,7,5,26,0
73.0,4.14,2.35,2,26,51,0.8,0,0.0,33,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,12,6,28,17,26,23
70.0,2.36,2.62,2,42,62,0.2,42,3.08,71,71.0,1.5,1.39,4,46,55,2.0,34,2.67,43,17,7,33,6,29,32
75.0,1.86,3.92,2,55,49,0.0,50,0.44,58,76.0,2.99,2.84,2,39,59,1.9,50,1.55,31,7,4,15,8,28,32
74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,75.0,2.07,4.1,4,44,62,0.7,66,1.31,63,26,14,29,7,32,35
73.0,1.89,2.11,4,50,63,0.3,40,0.19,78,77.0,3.09,4.76,2,48,58,0.1,55,0.33,80,31,11,21,6,35,25
76.0,2.37,3.14,2,47,60,0.0,40,0.91,64,72.0,3.28,3.22,2,42,62,2.0,41,1.86,78,31,11,20,7,26,27
71.0,1.9,2.79,4,46,56,0.8,47,2.35,75,73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,21,9,19,10,37,32
68.0,2.3,3.71,2,41,65,0.9,46,1.87,59,71.0,2.85,1.78,2,39,55,2.4,36,1.53,37,15,6,22,12,25,35
74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,70.0,2.3,2.92,2,44,63,0.8,40,1.31,66,21,11,25,11,25,23
76.0,2.26,3.29,2,38,57,0.4,60,3.55,82,72.0,4.56,5.13,4,51,52,0.7,100,1.42,56,19,4,10,6,27,31
71.0,2.69,1.39,2,24,62,0.0,0,0.0,37,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,12,6,31,13,25,26
68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,71.0,3.38,2.19,2,33,59,1.6,36,2.49,11,30,10,15,7,25,27
71.0,1.63,3.3,2,39,65,1.8,60,3.67,37,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,18,5,19,9,25,25
77.0,2.39,1.93,2,27,67,0.9,33,0.47,79,71.0,1.78,2.66,2,40,65,1.3,25,2.37,25,10,4,18,5,29,34
76.0,4.26,2.25,2,45,40,0.2,29,0.87,51,74.0,1.62,1.9,2,44,59,0.1,46,3.25,70,28,13,26,7,30,38
70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,70.0,2.83,2.5,2,30,64,0.4,52,2.02,65,29,12,11,10,25,28
76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,74.0,1.57,2.59,4,53,61,0.4,65,1.21,75,26,11,24,8,28,31
77.0,2.33,6.37,2,57,57,0.4,45,5.13,85,78.0,4.58,3.34,2,42,46,0.3,33,0.66,69,14,3,37,12,27,28
72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,33,13,40,14,26,26
70.0,2.44,2.05,2,44,60,2.2,44,2.75,39,70.0,3.03,3.17,4,43,64,0.8,30,0.67,60,31,14,25,9,27,33
70.0,3.67,0.85,4,36,36,2.8,28,1.41,25,78.0,1.83,3.25,2,47,60,0.6,57,2.43,77,13,6,22,6,35,25
74.0,1.39,2.82,2,43,71,0.4,44,3.37,80,75.0,3.38,1.89,2,34,56,1.8,36,1.81,50,23,5,14,7,26,32
78.0,3.07,3.4,2,61,46,0.9,0,0.0,40,74.0,3.54,2.72,2,52,59,0.2,0,0.0,76,8,6,8,7,33,30
74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,75.0,2.25,2.06,4,38,60,0.5,39,1.98,84,29,14,35,12,32,28
73.0,4.79,1.86,2,48,38,2.4,46,2.08,25,73.0,2.64,3.16,2,48,54,0.1,50,0.84,63,24,8,19,9,28,37
76.0,3.81,2.97,2,40,51,0.0,41,2.64,52,74.0,3.14,3.27,2,39,60,0.0,14,0.65,57,11,6,11,5,27,27
75.0,6.03,3.6,2,42,44,1.0,42,3.12,0,84.0,4.0,3.13,2,47,46,1.7,50,0.58,55,7,4,33,12,0,21
75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,76.0,2.81,3.03,2,56,52,0.2,53,0.7,59,19,11,12,7,46,32
77.0,2.29,2.36,2,37,54,0.6,50,1.06,61,74.0,3.44,2.46,2,35,51,0.4,35,0.73,35,15,6,25,10,30,27
75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,77.0,1.65,2.27,2,35,67,1.2,65,2.51,38,31,9,34,15,30,32
75.0,2.03,1.82,2,45,50,3.8,22,1.27,66,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,7,4,24,16,31,28
69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,69.0,3.78,3.45,4,34,61,0.1,34,1.18,60,22,16,29,14,25,29
72.0,4.47,4.44,2,47,55,0.5,25,0.27,56,75.0,1.8,3.4,2,40,62,0.9,43,2.61,60,11,6,17,2,30,22
73.0,2.53,2.16,2,35,67,1.4,30,0.43,39,71.0,1.88,1.25,2,39,58,3.4,27,2.13,50,15,5,14,6,23,28
74.0,2.74,3.01,4,42,54,0.5,50,3.51,89,76.0,3.77,2.83,2,50,50,1.0,45,1.2,71,7,3,5,3,23,25
70.0,2.67,3.87,2,32,65,0.3,32,0.87,65,70.0,2.61,3.22,2,37,59,1.5,60,1.34,30,23,11,12,4,30,25
75.0,3.93,5.15,2,42,55,0.0,46,1.57,30,79.0,3.44,4.02,2,40,51,0.4,39,1.56,85,13,6,18,6,27,22
73.0,4.57,2.52,2,33,51,0.0,0,0.0,74,77.0,1.83,1.56,2,40,62,3.5,22,1.17,0,13,6,11,5,28,28
74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,77.0,2.81,4.38,2,36,61,0.7,48,1.05,57,17,11,19,7,34,30
73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,78.0,1.83,3.25,2,47,60,0.6,57,2.43,77,19,10,22,6,32,25
71.0,1.78,1.19,4,34,52,2.0,48,3.19,52,73.0,1.99,1.71,2,39,63,1.2,31,1.42,63,15,4,15,8,29,28
75.0,2.27,2.39,4,34,60,0.8,44,0.67,62,77.0,5.0,4.79,4,41,60,0.3,28,0.56,100,23,9,12,5,33,28
72.0,3.93,2.77,2,45,40,0.5,47,1.46,60,74.0,3.55,4.71,2,46,60,0.3,27,0.57,60,14,15,7,5,33,29
77.0,3.58,3.23,2,50,51,1.3,40,0.2,66,70.0,2.79,2.72,4,39,65,1.4,48,1.6,47,22,13,20,9,26,36
73.0,2.33,2.68,2,53,49,1.8,68,6.51,0,79.0,2.4,2.31,2,41,54,1.7,45,0.49,56,12,3,13,10,27,27
71.0,1.63,3.3,2,39,65,1.8,60,3.67,37,71.0,1.5,1.39,4,46,55,2.0,34,2.67,43,18,5,33,6,25,32
73.0,1.85,1.29,2,33,61,1.5,32,2.34,20,70.0,1.9,1.91,4,49,50,0.5,31,1.95,37,14,9,26,15,31,34
71.0,2.52,2.61,2,27,67,1.6,31,2.32,53,71.0,3.7,2.01,2,39,62,1.4,0,0.0,26,14,6,21,12,32,29
78.0,2.22,2.92,2,37,57,0.4,46,2.32,72,72.0,4.79,2.18,2,36,46,0.1,27,1.14,65,11,5,23,14,26,33
76.0,3.8,3.69,2,42,61,0.0,34,3.0,91,84.0,2.03,4.31,2,57,65,0.5,46,1.9,95,12,5,25,1,33,22
72.0,3.2,3.06,2,54,52,0.0,57,1.19,33,74.0,3.41,2.3,2,50,38,1.2,72,3.1,36,13,8,5,2,37,35
68.0,2.39,3.6,2,39,69,0.3,31,2.36,65,71.0,4.91,1.12,2,28,44,1.5,38,3.64,100,22,7,15,4,28,28
78.0,2.71,1.94,2,52,58,2.9,75,8.71,0,79.0,2.79,3.55,5,50,64,0.7,0,0.0,55,4,2,9,5,36,31
77.0,4.33,3.94,5,55,42,1.1,33,0.52,100,74.0,4.35,1.2,2,33,38,1.1,0,0.0,50,6,9,11,5,29,24
74.0,2.07,3.43,2,35,64,0.0,0,0.0,100,72.0,1.18,2.46,2,41,81,0.0,71,1.32,70,11,2,7,1,22,29
74.0,2.65,3.28,2,42,59,0.3,12,0.12,60,72.0,3.44,1.13,5,46,45,1.0,54,6.0,28,12,6,11,4,29,28
72.0,1.96,1.12,2,44,43,2.1,30,1.79,25,71.0,3.08,2.15,2,50,51,0.4,49,2.7,53,67,14,23,12,34,26
75.0,2.32,2.34,2,43,60,1.3,36,3.65,31,68.0,2.8,2.15,2,31,56,0.0,50,0.81,50,12,5,7,3,28,26
72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,31,12,16,14,28,31
79.0,3.84,2.18,4,47,38,2.0,40,2.02,54,82.0,1.28,3.33,2,56,54,0.2,56,2.3,52,18,11,29,9,30,34
70.0,2.36,2.62,2,42,62,0.2,42,3.08,71,76.0,1.65,2.61,2,50,54,0.8,51,3.6,56,17,7,27,5,29,31
74.0,1.85,2.41,4,40,63,1.3,33,2.22,60,70.0,2.46,2.45,2,33,65,0.7,37,3.32,69,14,6,35,16,33,28
77.0,3.83,3.29,2,45,52,0.4,33,0.19,39,84.0,4.0,3.13,2,47,46,1.7,50,0.58,55,29,14,33,12,35,21
73.0,3.1,2.7,2,41,59,0.9,26,0.44,55,76.0,4.06,3.02,2,39,56,2.2,66,0.9,57,17,7,12,8,25,31
70.0,2.84,1.38,4,31,61,1.6,18,1.31,54,68.0,3.57,3.18,2,50,51,1.5,37,2.14,56,15,5,16,9,25,26
69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,76.0,3.57,2.61,4,65,40,0.0,18,1.24,60,18,8,8,4,26,29
74.0,3.47,0.99,2,22,34,1.9,50,1.86,50,71.0,2.04,1.75,2,51,59,4.1,45,3.93,0,15,7,24,5,36,29
75.0,3.75,2.11,2,37,51,0.7,55,1.18,19,71.0,4.23,3.16,2,29,60,0.6,57,2.21,50,18,12,14,5,27,25
74.0,4.3,2.74,2,38,52,0.8,50,0.28,47,72.0,3.21,3.95,2,54,56,0.6,43,1.63,36,9,5,21,5,29,25
75.0,2.42,2.14,2,37,63,0.0,44,2.98,73,74.0,2.55,3.92,2,50,67,0.7,47,1.03,70,24,8,16,3,31,28
76.0,3.51,2.24,2,40,46,4.1,50,0.55,25,76.0,2.37,3.14,2,47,60,0.0,40,0.91,64,12,7,31,11,24,27
70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,21,12,28,16,26,26
70.0,3.04,4.61,2,44,57,0.1,25,0.43,59,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,29,14,31,13,32,27
77.0,3.09,4.76,2,48,58,0.1,55,0.33,80,77.0,1.78,1.05,2,47,50,1.0,0,0.0,25,21,6,36,16,26,34
71.0,1.78,1.19,4,34,52,2.0,48,3.19,52,72.0,3.28,3.22,2,42,62,2.0,41,1.86,78,15,4,20,7,30,28
74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,70.0,4.09,1.34,2,25,61,2.7,33,1.63,80,21,11,15,4,26,22
76.0,2.99,2.84,2,39,59,1.9,50,1.55,31,72.0,2.26,3.12,2,51,57,0.6,29,3.17,57,15,8,14,6,33,32
71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,74.0,2.84,2.74,2,45,60,1.5,35,1.8,70,31,15,27,14,25,35
69.0,1.71,1.04,2,27,58,2.0,33,1.67,11,71.0,3.38,2.19,2,33,59,1.6,36,2.49,11,32,12,15,7,31,28
70.0,2.64,1.92,2,32,66,0.7,47,2.91,81,76.0,3.78,4.62,4,45,53,1.4,30,1.19,42,14,8,21,12,31,25
70.0,2.3,2.92,2,44,63,0.8,40,1.31,66,70.0,3.54,5.35,4,39,61,1.0,33,1.83,80,25,11,18,8,24,29
73.0,2.53,3.6,2,52,56,0.5,34,3.78,83,74.0,2.41,2.5,4,42,60,1.4,32,2.46,57,11,4,10,6,36,27
73.0,3.59,4.55,2,35,65,0.7,50,0.93,76,74.0,3.55,4.71,2,46,60,0.3,27,0.57,60,18,13,7,5,33,30
74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,74.0,3.07,1.13,4,34,40,1.0,0,0.0,38,22,11,7,5,30,0
72.0,3.2,2.69,2,32,64,0.3,66,1.22,63,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,15,3,19,9,28,26
68.0,2.31,2.0,2,40,62,1.5,42,3.83,62,68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,24,7,30,10,26,26
74.0,0.79,2.75,2,65,66,1.2,37,1.87,54,76.0,2.8,3.75,2,42,62,0.4,47,1.77,88,12,5,18,4,36,21
70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,71.0,3.45,1.99,2,40,58,0.0,50,0.65,40,29,12,15,8,26,28
74.0,1.68,1.68,4,32,68,0.5,46,2.85,66,77.0,1.58,1.41,4,29,62,0.0,54,2.96,72,8,2,19,4,25,31
72.0,2.32,2.11,4,44,63,0.5,44,3.71,83,75.0,4.06,2.11,4,24,53,1.2,75,1.79,66,10,4,15,5,29,26
75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,16,10,19,11,46,47
74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,29,14,38,19,33,31
77.0,2.29,2.36,2,37,54,0.6,50,1.06,61,73.0,1.99,1.71,2,39,63,1.2,31,1.42,63,15,6,15,8,31,29
72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,74.0,3.06,2.03,2,36,49,1.8,54,1.67,47,28,9,14,8,33,29
71.0,1.9,2.79,4,46,56,0.8,47,2.35,75,68.0,2.64,1.98,2,39,46,0.9,20,2.05,38,21,9,11,7,38,36
70.0,3.44,3.39,2,48,57,0.6,37,1.2,46,73.0,4.14,2.35,2,26,51,0.8,0,0.0,33,22,12,12,6,30,27
67.0,1.93,0.87,2,26,57,0.5,47,4.0,16,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,22,4,48,15,35,27
70.0,2.83,2.5,2,30,64,0.4,52,2.02,65,72.0,2.48,1.79,2,35,56,0.7,28,0.99,44,11,10,12,8,29,26
74.0,2.65,3.28,2,42,59,0.3,12,0.12,60,79.0,1.33,2.85,2,34,72,0.6,38,2.99,72,12,6,13,3,30,26
76.0,3.17,1.35,2,31,47,0.6,18,1.19,0,76.0,4.14,2.79,2,47,46,0.9,33,1.72,85,21,4,13,5,35,27
76.0,3.38,2.3,2,32,55,0.0,10,2.3,0,75.0,5.27,4.92,2,36,54,0.0,18,0.48,75,5,1,15,9,32,29
77.0,2.33,6.37,2,57,57,0.4,45,5.13,85,77.0,2.4,1.95,2,42,55,2.4,29,1.3,36,14,3,34,10,28,34
75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,74.0,2.19,2.79,2,40,60,0.6,53,0.97,62,31,9,35,12,31,34
71.0,2.52,2.61,2,27,67,1.6,31,2.32,53,70.0,2.44,2.05,2,44,60,2.2,44,2.75,39,14,6,31,14,33,28
76.0,2.98,3.25,2,36,59,0.7,45,1.18,62,74.0,1.39,2.82,2,43,71,0.4,44,3.37,80,17,10,23,5,35,27
73.0,1.89,2.11,4,50,63,0.3,40,0.19,78,75.0,3.77,2.27,2,43,53,1.1,22,2.03,33,31,11,15,10,36,38
78.0,3.01,2.76,2,38,52,1.0,40,1.32,60,77.0,3.13,3.37,1,39,58,1.0,25,0.52,71,17,8,26,12,33,33
68.0,3.03,3.76,2,45,58,2.4,55,0.7,55,71.0,1.63,3.3,2,39,65,1.8,60,3.67,37,31,18,18,5,36,26
81.0,2.69,1.69,4,37,59,1.1,50,1.69,33,76.0,2.58,2.65,2,47,54,1.2,54,3.55,62,9,3,18,10,26,27
75.0,2.99,4.04,2,51,62,0.2,37,2.75,58,76.0,4.26,2.25,2,45,40,0.2,29,0.87,51,18,9,28,13,29,31
76.0,2.81,3.03,2,56,52,0.2,53,0.7,59,84.0,2.03,4.31,2,57,65,0.5,46,1.9,95,12,7,25,1,33,23
77.0,3.09,4.76,2,48,58,0.1,55,0.33,80,76.0,2.94,2.12,2,45,57,1.1,39,2.8,66,21,6,17,11,26,31
77.0,3.83,3.29,2,45,52,0.4,33,0.19,39,82.0,1.28,3.33,2,56,54,0.2,56,2.3,52,29,14,29,9,36,35
72.0,2.8,3.96,2,47,59,0.0,78,2.18,62,75.0,3.86,2.03,2,48,35,0.5,0,0.0,36,19,11,15,9,29,32
71.0,1.88,1.25,2,39,58,3.4,27,2.13,50,70.0,2.46,2.45,2,33,65,0.7,37,3.32,69,14,6,35,16,29,29
74.0,1.62,1.9,2,44,59,0.1,46,3.25,70,77.0,2.39,1.93,2,27,67,0.9,33,0.47,79,26,7,10,4,39,30
70.0,3.04,4.61,2,44,57,0.1,25,0.43,59,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,29,14,25,8,32,26
71.0,3.08,2.15,2,50,51,0.4,49,2.7,53,74.0,2.27,0.73,4,20,46,2.5,44,2.46,40,23,12,12,4,27,30
75.0,6.03,3.6,2,42,44,1.0,42,3.12,0,78.0,2.22,2.92,2,37,57,0.4,46,2.32,72,7,4,11,5,0,27
70.0,2.36,2.62,2,42,62,0.2,42,3.08,71,72.0,1.87,0.97,2,27,48,0.5,0,0.0,37,17,7,17,4,30,35
75.0,3.38,1.89,2,34,56,1.8,36,1.81,50,71.0,1.78,2.66,2,40,65,1.3,25,2.37,25,14,7,18,5,33,35
76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,74.0,3.44,2.46,2,35,51,0.4,35,0.73,35,26,2,25,10,29,28
79.0,3.84,2.18,4,47,38,2.0,40,2.02,54,80.0,3.53,4.38,2,47,53,0.0,33,1.42,42,18,11,12,2,31,35
70.0,1.94,2.45,2,43,63,0.8,54,2.9,69,73.0,1.85,1.29,2,33,61,1.5,32,2.34,20,16,6,14,9,31,32
77.0,3.58,3.23,2,50,51,1.3,40,0.2,66,76.0,1.65,2.61,2,50,54,0.8,51,3.6,56,22,13,27,5,27,32
71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,75.0,2.32,2.34,2,43,60,1.3,36,3.65,31,31,13,12,5,27,29
71.0,10.27,1.98,2,21,45,0.0,0,0.0,0,76.0,3.78,4.62,4,45,53,1.4,30,1.19,42,16,6,21,12,28,25
74.0,1.2,2.02,2,49,61,1.2,38,3.74,31,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,13,5,24,16,34,29
76.0,2.26,3.29,2,38,57,0.4,60,3.55,82,71.0,2.04,1.75,2,51,59,4.1,45,3.93,0,19,4,24,5,28,30
75.0,3.93,5.15,2,42,55,0.0,46,1.57,30,72.0,3.44,1.13,5,46,45,1.0,54,6.0,28,13,6,11,4,28,29
73.0,2.61,3.21,2,63,52,1.0,27,1.49,44,74.0,2.74,3.01,4,42,54,0.5,50,3.51,89,8,2,7,3,24,24
74.0,1.85,2.41,4,40,63,1.3,33,2.22,60,70.0,3.52,3.81,4,41,60,0.8,65,1.23,63,14,6,35,14,34,32
84.0,4.0,3.13,2,47,46,1.7,50,0.58,55,72.0,4.79,2.18,2,36,46,0.1,27,1.14,65,33,12,23,14,22,34
73.0,2.64,3.16,2,48,54,0.1,50,0.84,63,72.0,2.8,4.96,1,44,66,0.0,33,0.25,60,19,9,12,4,38,38
70.0,2.67,3.87,2,32,65,0.3,32,0.87,65,69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,23,11,22,16,31,26
73.0,4.57,2.52,2,33,51,0.0,0,0.0,74,71.0,3.38,2.19,2,33,59,1.6,36,2.49,11,13,6,15,7,29,28
67.0,1.93,0.87,2,26,57,0.5,47,4.0,16,71.0,1.78,1.19,4,34,52,2.0,48,3.19,52,22,4,15,4,35,30
68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,70.0,2.83,2.5,2,30,64,0.4,52,2.02,65,30,10,11,10,26,29
70.0,1.9,1.91,4,49,50,0.5,31,1.95,37,71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,26,15,40,14,35,27
75.0,2.25,2.06,4,38,60,0.5,39,1.98,84,74.0,3.47,0.99,2,22,34,1.9,50,1.86,50,35,12,15,7,29,37
74.0,2.46,1.96,2,54,36,0.0,60,1.02,54,77.0,1.58,1.41,4,29,62,0.0,54,2.96,72,12,3,19,4,31,31
72.0,1.55,1.52,2,56,46,0.0,42,4.23,72,71.0,1.56,1.28,4,42,48,2.8,63,2.36,37,19,8,19,5,29,29
72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,28,9,34,10,33,35
68.0,2.39,3.6,2,39,69,0.3,31,2.36,65,70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,22,7,16,14,29,32
70.0,1.67,1.71,2,41,55,0.8,20,1.13,40,73.0,1.36,2.14,5,53,53,1.2,50,2.95,35,14,6,45,9,43,37
70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,73.0,2.53,2.16,2,35,67,1.4,30,0.43,39,29,12,15,5,26,24
79.0,2.4,2.31,2,41,54,1.7,45,0.49,56,72.0,2.26,3.12,2,51,57,0.6,29,3.17,57,13,10,14,6,28,32
79.0,1.33,2.85,2,34,72,0.6,38,2.99,72,79.0,3.44,4.02,2,40,51,0.4,39,1.56,85,13,3,18,6,26,23
76.0,3.77,2.83,2,50,50,1.0,45,1.2,71,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,5,3,19,9,26,26
75.0,3.75,2.11,2,37,51,0.7,55,1.18,19,73.0,3.59,4.55,2,35,65,0.7,50,0.93,76,18,12,18,13,28,33
71.0,4.91,1.12,2,28,44,1.5,38,3.64,100,70.0,2.61,3.22,2,37,59,1.5,60,1.34,30,15,4,12,4,29,26
72.0,1.18,2.46,2,41,81,0.0,71,1.32,70,77.0,3.61,1.36,2,19,53,0.0,0,0.0,0,7,1,6,6,30,37
74.0,1.57,2.59,4,53,61,0.4,65,1.21,75,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,24,8,26,11,32,29
73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,76.0,2.37,3.14,2,47,60,0.0,40,0.91,64,19,10,31,11,33,27
70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,21,12,28,17,26,24
