weight_class,f1_reach,f1_stance,f1_weight,f2_reach,f2_stance,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,slpm_diff,sapm_diff,stk_atk_diff,stk_def_diff,stk_acc_diff,td_acc_diff,td_def_diff
10,72.0,2,170.0,72.0,4,170.0,19,8,0,31,12,0,24,25,70,70,-0.2599999999999998,-0.7200000000000002,3,1,3,34,12
7,74.0,4,185.0,74.0,2,170.0,22,11,0,25,11,0,26,26,71,73,1.1800000000000002,0.25,7,-4,7,11,1
7,74.0,2,185.0,75.0,2,185.0,22,19,1,11,7,0,30,30,74,73,-0.16999999999999993,-0.69,8,-4,8,85,16
10,73.0,2,170.0,73.0,2,170.0,19,10,0,23,12,0,29,27,70,72,0.17999999999999994,0.27,-5,17,-5,-22,19
7,72.0,2,185.0,72.0,2,170.0,18,6,1,20,7,0,31,24,72,72,-1.6700000000000002,-0.9199999999999999,2,-15,2,-41,-36
10,70.0,4,185.0,72.0,2,170.0,41,17,0,14,12,1,24,31,72,72,0.5200000000000002,-1.54,15,5,15,39,4
4,73.0,2,220.0,76.0,2,205.0,6,10,0,13,4,0,32,22,73,75,-0.6100000000000001,0.9700000000000002,12,-20,12,-54,-25
10,71.0,2,170.0,70.0,2,170.0,24,9,0,18,12,0,31,25,69,70,1.22,-1.54,7,17,7,80,66
10,74.0,2,155.0,68.0,2,170.0,31,19,0,5,2,0,23,28,72,68,-0.9700000000000002,-4.949999999999999,-12,5,-12,37,-45
5,76.0,2,205.0,75.0,2,205.0,21,8,0,36,9,0,37,31,74,73,0.7400000000000002,1.18,-10,-1,-10,33,16
5,78.0,2,205.0,77.0,2,205.0,17,8,0,19,7,0,29,27,76,75,-1.62,0.19999999999999973,2,-9,2,-8,3
10,76.0,4,185.0,72.0,2,170.0,26,9,0,33,13,1,23,23,73,71,2.1399999999999997,-0.06999999999999984,-4,3,-4,-1,14
4,77.0,2,234.0,82.0,2,240.0,8,5,0,29,9,2,31,31,74,76,-0.20999999999999996,1.76,-29,2,-29,-14,-7
6,71.0,2,155.0,72.0,2,155.0,22,12,0,21,11,1,32,22,66,68,-1.14,0.30000000000000027,5,-3,5,-17,-29
5,78.0,2,205.0,75.0,2,185.0,5,4,0,14,7,2,28,29,75,75,-0.08999999999999986,-1.3399999999999999,16,-10,16,44,30
5,76.0,2,185.0,74.0,2,205.0,12,8,0,19,5,0,28,33,73,74,0.8799999999999999,-0.6700000000000008,-9,11,-9,66,57
5,72.0,2,205.0,72.0,2,205.0,8,2,0,16,7,0,0,30,72,71,-0.69,-3.9800000000000004,70,1,70,-50,-57
7,75.0,4,170.0,73.0,2,185.0,35,12,0,17,7,0,25,22,74,74,-0.6400000000000001,-0.8500000000000001,-3,1,-3,13,29
10,70.0,2,155.0,73.0,5,170.0,16,14,2,45,9,0,28,33,69,69,0.6199999999999997,1.84,-5,3,-5,5,39
7,77.0,2,170.0,76.0,2,185.0,15,6,0,20,10,0,27,27,73,72,0.7699999999999998,-1.35,-7,11,-7,8,25
6,70.0,2,155.0,68.0,2,155.0,17,7,0,48,15,3,29,23,70,69,-1.26,3.31,-9,-25,-9,-52,-33
5,75.0,2,205.0,75.0,2,185.0,24,8,1,25,12,0,27,31,72,75,-1.0699999999999998,0.5799999999999998,-21,13,-21,8,45
6,70.0,4,145.0,71.0,2,155.0,25,15,1,28,16,0,32,22,67,70,-0.7199999999999998,-2.26,-2,2,-2,-12,9
6,70.0,2,155.0,71.0,2,155.0,21,5,1,21,12,0,23,26,69,70,1.6300000000000003,-1.37,-3,-6,-3,46,26
4,72.0,2,229.0,74.0,2,230.0,11,5,0,13,5,0,0,24,72,74,-1.5600000000000003,-1.41,7,27,7,74,-42
6,69.0,2,155.0,71.0,2,155.0,14,9,0,4,6,0,29,23,67,71,0.08000000000000007,-0.79,-6,5,-6,23,-17
6,70.0,2,155.0,68.0,2,145.0,9,7,0,15,6,0,0,22,70,66,-2.2199999999999998,1.0100000000000002,9,-23,9,-46,-9
7,77.0,4,185.0,75.0,4,185.0,34,10,0,29,7,0,31,32,74,73,-1.0599999999999996,-0.08999999999999986,18,-1,18,11,6
6,74.0,4,145.0,67.0,2,155.0,14,6,0,36,4,1,30,33,70,66,0.2400000000000002,-0.8599999999999999,5,8,5,-13,4
10,76.0,2,170.0,70.0,2,168.0,27,5,1,19,8,0,28,30,72,70,0.6299999999999999,-1.3599999999999999,10,0,10,21,31
4,82.0,2,240.0,73.0,2,205.0,29,9,2,14,5,0,31,25,76,72,2.49,-0.76,22,0,22,20,16
6,70.0,4,155.0,70.0,2,155.0,25,9,0,15,4,0,30,18,67,70,1.8299999999999998,-1.06,18,3,18,-3,-20
7,74.0,2,185.0,75.0,4,170.0,12,7,1,35,12,0,31,25,75,74,0.6499999999999999,2.1799999999999997,10,-7,10,-6,-59
6,70.0,2,155.0,70.0,2,155.0,35,16,0,13,7,0,25,30,67,70,1.11,-0.2200000000000002,-3,15,-3,37,19
6,72.0,2,145.0,70.0,2,155.0,13,4,0,16,6,0,25,27,69,68,0.8599999999999999,0.1200000000000001,19,-19,19,-30,-3
10,68.0,2,170.0,68.0,2,170.0,11,7,0,31,18,5,32,32,66,71,-1.7799999999999998,-0.3899999999999997,-6,-12,-6,-35,-17
7,71.0,2,170.0,75.0,2,185.0,24,11,0,10,6,0,26,33,71,71,2.4,0.79,16,6,16,-4,13
6,69.0,2,155.0,72.0,4,155.0,25,8,0,40,20,1,30,30,69,69,0.42000000000000015,0.31000000000000005,0,-1,0,10,51
7,73.0,2,185.0,73.0,2,185.0,37,15,0,19,9,0,24,34,73,73,-1.6300000000000001,3.5500000000000003,-15,-15,-15,16,-63
10,69.0,2,170.0,70.0,2,170.0,23,21,0,9,5,0,35,24,69,70,0.9199999999999999,-0.6999999999999997,21,30,21,60,-12
7,75.0,2,170.0,70.0,2,185.0,9,5,0,17,9,0,24,27,71,72,0.74,-2.2900000000000005,15,1,15,15,-11
7,71.0,2,185.0,70.0,4,185.0,10,5,0,17,14,1,26,33,70,70,-1.9000000000000001,1.4500000000000002,-28,3,-28,-40,0
7,78.0,2,185.0,72.0,2,170.0,28,9,0,20,7,0,25,24,73,72,-1.0900000000000003,-0.2899999999999996,-2,-10,-2,-14,-48
10,76.0,2,185.0,73.0,5,170.0,26,2,0,45,9,0,25,33,71,69,1.6399999999999997,0.039999999999999813,0,19,0,24,48
4,74.0,2,247.0,80.0,2,265.0,43,12,1,30,7,0,35,30,69,80,-3.2600000000000007,0.26000000000000023,-11,-2,-11,-88,-9
5,72.0,4,185.0,72.0,2,185.0,10,6,0,19,11,0,28,25,72,72,1.17,1.7599999999999998,4,-7,4,22,-6
4,79.0,4,264.0,76.0,2,230.0,18,11,0,12,7,0,27,29,75,75,-0.8499999999999996,1.0299999999999998,-9,-14,-9,-13,-5
6,70.0,2,145.0,67.0,4,155.0,31,14,0,20,7,2,24,34,67,67,0.9899999999999998,1.22,3,8,3,4,14
10,71.0,4,155.0,76.0,4,185.0,40,14,0,26,9,0,23,23,70,73,-3.4799999999999995,-1.0500000000000003,-11,2,-11,20,32
4,78.0,2,245.0,73.0,2,235.0,8,6,0,11,18,0,30,39,76,73,2.17,-0.010000000000000231,25,30,25,-100,40
5,72.0,2,205.0,75.0,2,205.0,9,4,1,15,9,0,30,28,72,74,0.2400000000000002,0.7399999999999998,-7,21,-7,55,30
4,76.0,2,205.0,76.0,4,235.0,13,4,0,5,3,0,22,26,75,76,0.44000000000000006,1.0499999999999998,-1,11,-1,54,2
10,70.0,4,185.0,72.0,4,170.0,41,17,0,31,12,0,24,25,72,70,-0.33999999999999986,-1.2200000000000002,13,0,13,30,15
10,73.0,2,170.0,72.0,2,170.0,19,10,0,5,3,0,29,31,70,72,-0.3799999999999999,0.7,-3,-2,-3,15,0
10,70.0,2,155.0,72.0,2,170.0,41,16,0,19,8,0,27,24,70,70,-0.16000000000000014,0.10000000000000009,0,-1,0,-24,-29
10,70.0,4,170.0,70.0,4,170.0,20,9,0,50,27,7,33,34,70,70,1.1,0.4700000000000002,3,18,3,-18,-28
5,72.0,2,205.0,72.0,2,205.0,16,8,0,16,7,0,0,30,72,71,2.46,-2.17,0,18,0,-36,-57
7,73.0,2,185.0,74.0,2,170.0,17,7,0,25,11,0,22,26,74,73,1.0100000000000002,0.48,6,3,6,-4,3
10,70.0,2,170.0,70.0,2,170.0,44,16,2,22,11,0,32,25,70,68,-0.3899999999999999,-0.21999999999999997,2,-27,2,-13,-10
10,71.0,4,170.0,73.0,4,170.0,33,6,0,34,10,2,29,22,71,71,-0.8400000000000001,-1.7000000000000002,10,-3,10,-14,-20
7,72.0,2,170.0,74.0,2,185.0,6,1,0,15,5,0,0,21,72,74,-1.0000000000000002,1.18,-3,-26,-3,-40,-30
5,76.0,2,205.0,74.0,2,205.0,21,8,0,17,11,1,37,31,74,75,0.38000000000000034,-0.16999999999999993,-11,-4,-11,40,27
5,77.0,2,205.0,76.0,2,185.0,19,7,0,17,10,2,27,31,75,74,1.13,-0.16999999999999993,0,2,0,3,-5
7,80.0,2,185.0,74.0,4,185.0,26,16,0,22,11,0,31,26,75,71,-1.32,-0.16999999999999993,10,-6,10,-25,-18
4,76.0,2,232.0,77.0,2,240.0,7,3,0,28,19,0,28,27,76,75,-0.6299999999999999,-1.18,2,9,2,-29,-42
5,75.0,2,185.0,75.0,2,185.0,31,9,0,14,7,2,27,29,73,75,2.4400000000000004,-0.6699999999999999,4,9,4,7,13
10,70.0,4,170.0,70.0,2,170.0,10,4,0,28,15,0,32,23,72,69,-2.61,-1.8499999999999999,11,-21,11,-18,-23
4,76.0,2,242.0,73.0,2,205.0,17,11,0,14,5,0,27,25,74,72,1.2800000000000002,0.8999999999999999,11,3,11,3,30
7,77.0,2,185.0,75.0,4,170.0,11,9,0,35,12,0,30,25,74,74,0.48999999999999977,0.16999999999999993,1,3,1,-14,-20
4,77.0,2,234.0,75.0,2,205.0,8,5,0,15,10,0,31,34,74,75,0.8500000000000001,-0.73,-16,3,-16,20,12
5,70.0,4,185.0,75.0,2,205.0,18,17,0,24,8,1,30,28,70,72,-0.6500000000000001,-0.3900000000000001,-4,2,-4,6,-73
4,76.0,2,205.0,78.0,2,250.0,13,4,0,28,14,0,23,29,75,76,-1.06,0.1499999999999999,-19,15,-19,4,-7
6,70.0,4,155.0,71.0,2,155.0,25,9,0,22,12,0,31,33,67,66,1.39,0.17999999999999972,4,9,4,-6,23
7,74.0,2,185.0,75.0,2,185.0,38,19,2,11,7,0,28,31,72,73,1.45,0.42999999999999994,14,-6,14,36,20
10,71.0,2,170.0,72.0,2,170.0,28,13,0,29,17,0,26,27,71,70,-2.16,-1.16,-23,-5,-23,-3,-47
7,77.0,2,205.0,74.0,4,185.0,26,14,0,18,3,0,27,25,73,74,1.8900000000000001,0.54,-17,-4,-17,48,26
6,70.0,2,155.0,69.0,2,155.0,35,16,0,25,8,0,26,31,67,69,0.6000000000000001,-0.14000000000000012,-4,6,-4,-15,-7
10,72.0,4,155.0,68.0,2,170.0,40,20,1,6,13,0,31,27,69,68,-1.1900000000000002,-0.48,14,2,14,-58,25
7,75.0,2,185.0,77.0,4,185.0,10,6,0,34,10,0,34,32,71,74,-2.63,0.43999999999999995,-30,-19,-30,-53,-39
4,73.0,4,230.0,74.0,2,230.0,31,11,2,13,5,0,33,25,74,74,-1.3400000000000003,-1.41,7,20,7,14,36
6,69.0,4,155.0,70.0,2,155.0,16,7,0,21,5,1,35,24,69,69,-0.7000000000000002,2.96,7,-9,7,-46,14
5,73.0,2,205.0,73.0,2,185.0,36,11,0,17,14,1,29,36,73,69,1.04,-1.4100000000000001,19,13,19,23,-8
7,70.0,2,185.0,71.0,2,170.0,17,9,0,24,11,0,28,27,72,71,-0.95,2.7300000000000004,-21,2,-21,-14,15
7,71.0,2,185.0,73.0,2,185.0,22,9,0,19,9,0,27,35,68,73,-0.48,0.6199999999999997,-7,-1,-7,-10,29
6,68.0,2,145.0,68.0,2,145.0,15,6,0,22,7,1,23,26,66,66,0.10999999999999988,-0.0900000000000003,2,-4,2,15,-6
5,74.0,4,185.0,74.0,2,205.0,24,8,0,10,4,0,29,27,73,74,1.5199999999999998,-0.6799999999999999,28,4,28,27,46
6,66.0,2,155.0,76.0,2,170.0,21,16,1,12,7,0,25,21,66,73,-0.6000000000000003,0.07000000000000028,-8,16,-8,-10,-25
4,75.0,2,205.0,80.0,2,265.0,19,11,0,30,7,0,44,31,73,80,-1.3800000000000003,-1.0799999999999998,16,-2,16,-54,-17
7,72.0,4,185.0,72.0,2,170.0,10,6,0,20,7,0,29,25,72,72,1.9099999999999997,1.2799999999999998,9,-10,9,59,-22
7,75.0,4,185.0,80.0,2,185.0,29,7,0,26,16,0,33,32,73,75,2.55,-0.6300000000000003,-8,16,-8,50,28
10,68.0,2,170.0,73.0,5,170.0,31,18,5,45,9,0,33,34,71,69,1.6199999999999997,1.6699999999999997,-8,5,-8,5,20
5,75.0,2,185.0,75.0,2,205.0,25,12,0,36,9,0,32,32,75,73,0.98,0.31000000000000005,13,-7,13,-6,-37
5,75.0,4,205.0,76.0,2,205.0,4,2,0,12,5,0,0,31,75,73,-0.94,3.45,-8,-21,-8,-34,9
10,76.0,2,170.0,70.0,2,170.0,27,5,1,22,11,0,29,26,72,68,0.3799999999999999,-0.56,8,-15,8,-12,-11
6,71.0,2,155.0,71.0,4,155.0,21,12,0,40,14,0,27,24,70,70,0.05999999999999983,1.1900000000000004,8,-1,8,-53,-66
6,72.0,2,155.0,72.0,2,170.0,21,11,1,14,5,0,23,0,68,72,2.13,-0.5900000000000003,1,16,1,53,66
6,68.0,2,155.0,70.0,2,145.0,48,15,3,31,14,0,24,25,69,67,0.9100000000000001,-0.5899999999999999,-4,6,-4,19,22
4,73.0,2,225.0,78.0,2,245.0,10,5,2,8,6,0,31,31,73,76,-1.8199999999999998,-1.0499999999999998,-24,0,-24,44,3
6,67.0,4,155.0,74.0,4,145.0,20,7,2,14,6,0,35,31,67,70,-1.35,-0.6300000000000001,1,-11,1,7,-35
5,76.0,2,185.0,76.0,2,205.0,12,8,0,14,6,0,29,28,73,72,0.8500000000000001,1.9799999999999995,-2,1,-2,16,10
10,73.0,4,170.0,70.0,2,155.0,34,10,2,41,16,0,23,28,71,70,-0.10000000000000009,0.9100000000000001,-5,1,-5,13,33
6,70.0,2,155.0,72.0,2,155.0,16,6,0,9,7,0,28,24,68,69,-1.3399999999999999,-0.56,2,-11,2,4,-2
10,71.0,2,170.0,70.0,2,168.0,24,9,0,19,8,0,32,31,69,70,0.29000000000000004,-0.8099999999999996,-11,3,-11,70,41
10,74.0,2,170.0,72.0,4,155.0,21,11,0,40,20,1,29,31,71,69,0.030000000000000027,-0.47,9,2,9,0,58
6,66.0,4,155.0,68.0,2,145.0,33,13,7,24,7,1,26,23,68,67,-0.98,0.5800000000000001,-9,-12,-9,-26,-16
10,68.0,2,170.0,76.0,2,185.0,11,7,0,26,2,0,33,26,66,71,-1.7999999999999998,1.2400000000000002,-14,-26,-14,-54,-45
10,72.0,4,170.0,73.0,2,170.0,31,12,0,19,10,0,26,30,70,70,0.96,0.6400000000000001,2,-6,2,-23,-17
6,70.0,2,155.0,69.0,2,145.0,21,5,1,19,11,1,24,28,69,70,0.8700000000000001,-2.46,12,4,12,20,10
7,77.0,2,170.0,75.0,4,170.0,15,6,0,35,12,0,28,26,73,74,0.2999999999999998,0.040000000000000036,-1,-6,-1,11,-23
7,79.0,2,185.0,73.0,2,185.0,13,10,0,17,7,0,25,23,78,74,-0.3900000000000001,-0.7000000000000002,0,-5,0,19,1
4,79.0,2,265.0,78.0,2,250.0,13,7,0,28,14,0,30,29,79,76,0.3599999999999999,2.47,-19,-5,-19,21,-32
7,78.0,2,185.0,75.0,2,170.0,28,9,0,9,5,0,26,25,73,71,-0.4700000000000002,-0.6599999999999997,-2,1,-2,6,-17
10,69.0,2,170.0,70.0,4,170.0,23,21,0,20,9,0,36,34,69,70,-1.0900000000000003,-1.46,9,-10,9,52,-1
10,74.0,2,170.0,69.0,2,170.0,6,6,0,14,11,0,27,30,72,69,0.49,-2.5300000000000002,21,7,21,37,0
4,73.0,4,230.0,76.0,2,242.0,31,11,2,17,11,0,33,28,74,74,-0.010000000000000231,-1.05,5,6,5,1,12
4,77.0,2,240.0,77.0,2,231.0,28,19,0,23,8,1,28,30,75,76,-0.06000000000000005,0.23999999999999977,-7,3,-7,6,48
5,77.0,2,205.0,75.0,2,185.0,7,11,2,31,9,0,36,28,75,73,-3.2,1.8899999999999997,-1,-12,-1,-43,-63
5,74.0,4,185.0,72.0,2,205.0,24,8,0,16,7,0,29,31,73,71,1.1099999999999999,-3.59,23,12,23,15,18
4,70.0,2,241.0,82.0,2,240.0,15,8,0,29,9,2,33,32,70,76,-1.9100000000000001,2.92,-10,0,-10,-22,-27
6,73.0,2,155.0,70.0,2,145.0,15,5,0,15,5,0,21,26,73,68,-1.9299999999999997,-0.16000000000000014,-18,11,-18,-7,-43
6,70.0,2,155.0,72.0,2,145.0,9,7,0,13,4,0,0,26,70,69,-1.82,1.25,-12,-2,-12,-24,-16
5,72.0,2,185.0,72.0,2,205.0,19,11,0,16,8,0,26,0,72,72,0.020000000000000018,-0.1900000000000004,17,-8,17,64,62
10,70.0,2,145.0,72.0,2,170.0,23,11,0,19,11,0,28,0,66,69,1.4100000000000001,-0.08999999999999986,-19,24,-19,-21,35
10,72.0,2,155.0,72.0,2,170.0,11,6,1,20,8,2,28,25,72,72,0.3200000000000003,-2.3200000000000003,15,-6,15,25,56
5,76.0,2,205.0,73.0,2,205.0,21,8,0,36,11,0,38,29,74,73,-0.2799999999999998,0.20000000000000018,-19,1,-19,19,8
10,72.0,2,170.0,72.0,2,170.0,19,8,0,29,17,0,25,27,70,70,-0.19999999999999973,-0.94,-2,7,-2,23,-13
7,72.0,2,185.0,71.0,2,185.0,13,8,0,22,9,0,36,27,72,68,0.3299999999999996,-2.07,6,23,6,-22,-56
5,72.0,2,205.0,76.0,2,185.0,13,8,1,17,10,2,35,32,72,74,-0.18999999999999995,0.2200000000000002,18,-7,18,12,-29
7,74.0,4,185.0,74.0,2,185.0,22,11,0,12,7,1,27,32,71,75,0.16000000000000014,-1.5599999999999996,-6,-1,-6,8,28
5,74.0,2,205.0,75.0,2,205.0,16,3,0,15,9,0,25,29,74,74,1.8900000000000001,-1.31,2,32,2,47,34
5,70.0,4,185.0,73.0,2,185.0,18,17,0,17,7,0,30,23,70,74,-1.2100000000000002,-1.0700000000000003,-8,6,-8,24,-55
6,69.0,2,155.0,71.0,2,145.0,25,8,0,28,17,0,31,21,69,69,-1.2399999999999998,-0.3799999999999999,-3,1,-3,14,11
5,73.0,2,205.0,76.0,2,185.0,14,5,0,12,8,0,26,29,72,73,-2.18,-2.0199999999999996,-5,-2,-5,-30,-21
6,70.0,4,155.0,70.0,2,155.0,25,9,0,21,12,1,31,23,67,69,-1.0,-1.0500000000000003,15,7,15,-8,-17
10,74.0,2,170.0,76.0,2,170.0,21,11,0,27,5,1,29,29,71,72,-1.15,0.17000000000000015,-4,8,-4,-9,27
7,72.0,4,185.0,67.0,4,185.0,10,6,0,23,5,0,29,31,72,67,3.78,2.1799999999999997,28,-14,28,100,-24
6,68.0,2,155.0,68.0,2,145.0,23,4,1,24,7,1,35,23,68,67,-0.94,0.29000000000000004,7,-17,7,-9,-34
10,71.0,2,170.0,70.0,2,170.0,24,9,0,22,11,0,32,26,69,68,0.040000000000000036,-0.009999999999999787,-13,-12,-13,37,-1
10,69.0,2,170.0,78.0,5,185.0,23,21,0,14,5,0,36,21,69,76,-0.43999999999999995,-0.27,-1,9,-1,50,13
6,71.0,4,155.0,70.0,2,155.0,40,14,0,10,7,0,24,39,70,70,1.39,0.8199999999999998,6,30,6,3,12
10,71.0,2,170.0,78.0,2,205.0,28,13,0,22,6,0,26,23,71,74,-2.7199999999999998,0.1399999999999999,-27,-14,-27,-24,-52
6,72.0,2,155.0,67.0,2,155.0,9,7,0,17,16,0,24,27,69,67,1.82,-2.5700000000000003,13,19,13,30,-14
7,75.0,4,170.0,75.0,4,185.0,35,12,0,29,7,0,26,33,74,73,-2.0399999999999996,0.18000000000000016,-6,-2,-6,-27,21
5,77.0,2,205.0,72.0,2,205.0,19,7,0,9,4,1,28,31,75,72,2.11,-1.7899999999999996,-5,5,-5,-7,-9
7,77.0,2,185.0,80.0,2,185.0,11,9,0,26,16,0,31,32,74,75,0.9999999999999998,-0.28000000000000025,-13,17,-13,9,29
6,68.0,2,145.0,70.0,2,155.0,15,6,0,35,16,0,23,26,66,67,1.2599999999999998,-0.16000000000000014,8,0,8,9,-10
7,70.0,2,185.0,77.0,2,205.0,17,9,0,26,14,0,28,27,72,73,-1.47,2.8100000000000005,-22,6,-22,-42,-1
10,70.0,4,170.0,70.0,2,170.0,20,9,0,5,3,0,34,26,70,70,2.0300000000000002,-4.58,10,47,10,48,47
4,76.0,2,243.0,74.0,2,230.0,9,10,0,13,5,0,39,25,76,74,2.74,4.61,26,-6,26,74,8
10,76.0,2,170.0,70.0,2,170.0,12,7,0,5,2,0,21,0,73,70,-0.22999999999999998,-3.55,15,5,15,50,25
6,70.0,4,145.0,70.0,2,155.0,25,15,1,16,14,2,33,29,67,69,-0.6399999999999997,-0.07000000000000028,-11,0,-11,-22,-11
6,76.0,4,170.0,67.0,2,135.0,21,12,0,18,11,0,22,26,72,65,2.49,0.9499999999999997,4,-2,4,-4,-27
7,72.0,2,185.0,78.0,2,185.0,12,3,0,28,9,0,31,26,72,73,-1.3499999999999999,-1.4200000000000002,2,-12,2,-27,3
6,70.0,2,155.0,69.0,2,155.0,21,5,1,13,9,0,24,27,69,69,1.85,-0.21999999999999975,1,1,1,-37,-17
6,71.0,4,155.0,71.0,2,155.0,26,21,0,28,16,0,24,23,71,70,-2.0,-4.83,-13,9,-13,-45,-29
6,74.0,2,145.0,66.0,2,155.0,21,11,0,7,8,1,23,30,73,66,-0.43000000000000016,-6.409999999999999,-3,-3,-3,36,38
6,70.0,2,155.0,70.0,2,155.0,11,10,0,14,8,1,26,28,69,69,0.5800000000000001,0.18999999999999995,-2,-2,-2,5,-16
6,69.0,2,145.0,68.0,2,155.0,19,11,1,4,3,0,28,33,70,68,1.85,3.87,-56,19,-56,-74,42
6,67.0,2,155.0,68.0,2,155.0,24,17,1,16,9,0,27,24,67,70,-2.71,6.199999999999999,-25,-15,-25,-37,-6
6,74.0,4,145.0,68.0,4,155.0,14,6,0,12,6,0,31,25,70,69,0.8400000000000001,0.56,-10,12,-10,-17,35
7,74.0,2,185.0,77.0,4,185.0,38,19,2,34,10,0,28,32,72,74,-0.33000000000000007,0.33999999999999986,-13,-6,-13,-26,1
5,75.0,2,205.0,74.0,2,205.0,24,8,1,17,11,1,28,32,72,75,-0.44999999999999973,-0.45999999999999996,-9,3,-9,9,19
6,71.0,2,155.0,67.0,2,155.0,22,12,0,36,4,1,33,34,66,66,-0.3899999999999999,0.14000000000000012,4,0,4,-10,-19
4,77.0,2,240.0,78.0,2,250.0,34,10,1,28,14,0,31,29,75,76,-0.42000000000000015,0.6299999999999999,-8,1,-8,-21,4
5,76.0,2,205.0,78.0,2,205.0,9,5,0,17,8,0,36,30,76,76,1.6800000000000006,-1.8999999999999997,14,12,14,40,-60
6,69.0,2,155.0,66.0,2,155.0,14,9,0,21,16,1,30,25,67,66,1.7300000000000002,0.040000000000000036,0,0,0,-17,60
10,72.0,2,170.0,68.0,2,170.0,14,5,0,31,18,5,0,33,72,71,-2.9699999999999998,0.11000000000000032,-12,-16,-12,-55,-55
6,68.0,2,145.0,75.0,2,155.0,22,7,1,12,5,0,26,26,66,68,1.2600000000000002,0.07000000000000028,-4,9,-4,-5,34
4,76.0,2,242.0,75.0,2,205.0,17,11,0,19,11,0,28,44,74,73,-0.73,1.41,-12,-2,-12,-7,8
10,76.0,2,185.0,73.0,2,170.0,26,2,0,19,10,0,26,30,71,70,1.9899999999999998,-0.8700000000000001,17,9,17,26,19
6,65.0,2,155.0,70.0,2,155.0,15,5,0,21,5,1,31,24,65,69,-3.21,0.2799999999999998,-11,1,-11,-46,-2
6,70.0,2,145.0,70.0,2,155.0,31,14,0,16,6,0,25,28,67,68,-0.40000000000000036,0.5,1,-3,1,-10,-30
7,79.0,2,185.0,71.0,2,170.0,13,10,0,24,11,0,25,27,78,71,-0.5,-0.81,-7,6,-7,25,13
5,75.0,2,205.0,72.0,2,205.0,36,9,0,16,7,0,32,31,73,71,0.75,-3.63,15,8,15,-8,8
4,78.0,2,245.0,79.0,4,264.0,8,6,0,18,11,0,31,28,76,75,1.2199999999999998,-0.77,14,8,14,-40,-14
7,78.0,2,185.0,76.0,2,185.0,28,9,0,15,8,0,26,30,73,73,-0.71,0.0,1,-7,1,-23,-1
6,74.0,2,155.0,70.0,2,155.0,21,10,0,35,16,0,34,26,70,67,-1.0300000000000002,-0.18999999999999995,0,-6,0,-10,-42
5,73.0,2,205.0,74.0,2,185.0,36,11,0,32,15,0,29,37,73,71,0.81,-0.1900000000000004,7,4,7,4,16
5,76.0,2,205.0,75.0,2,185.0,12,5,0,31,9,0,31,28,73,73,-0.6400000000000001,1.0899999999999999,4,-4,4,-9,28
4,82.0,2,240.0,73.0,4,230.0,29,9,2,31,11,2,32,33,76,74,1.2200000000000002,-0.6099999999999999,6,-9,6,16,-26
10,72.0,2,155.0,70.0,4,170.0,11,6,1,20,9,0,28,34,72,70,1.7200000000000002,1.6799999999999997,8,-10,8,-23,9
5,72.0,2,205.0,72.0,2,185.0,13,8,1,19,11,0,35,26,72,72,-0.8999999999999999,0.40000000000000036,7,-7,7,-21,-29
6,73.0,2,155.0,71.0,4,155.0,15,5,0,40,14,0,21,24,73,70,0.2100000000000002,0.020000000000000018,4,4,4,-23,-53
5,74.0,2,205.0,76.0,2,205.0,16,3,0,19,4,1,25,25,74,73,0.6299999999999999,0.29000000000000004,12,10,12,-13,-12
6,66.0,4,155.0,70.0,2,145.0,33,13,7,23,11,0,26,28,68,66,-2.85,0.2200000000000002,-1,-15,-1,-16,-19
10,72.0,2,170.0,68.0,2,170.0,19,11,0,5,2,0,0,29,69,68,-1.08,-4.76,3,-4,3,53,-70
6,69.0,2,155.0,74.0,4,145.0,25,8,0,14,6,0,31,31,69,70,-0.56,0.75,-3,-4,-3,19,16
7,74.0,4,185.0,71.0,2,185.0,22,11,0,22,9,0,27,27,71,68,0.18999999999999995,-0.3899999999999997,1,-1,1,1,-39
6,72.0,2,145.0,76.0,4,170.0,13,4,0,21,12,0,26,22,69,72,-1.31,-1.7199999999999998,17,-9,17,-6,24
7,72.0,1,185.0,75.0,2,170.0,12,4,0,9,5,0,35,25,72,71,2.36,-0.8500000000000001,2,15,2,12,13
10,72.0,2,170.0,74.0,2,170.0,20,8,2,6,6,0,25,27,72,72,2.38,5.29,-11,2,-11,-55,-42
6,74.0,2,145.0,69.0,2,145.0,21,11,0,19,11,1,23,28,73,70,0.22999999999999998,-0.9100000000000001,9,7,9,10,-4
6,67.0,2,155.0,70.0,2,155.0,4,3,0,14,8,1,30,28,67,69,-1.92,2.9099999999999997,-32,-39,-32,-47,-81
10,70.0,2,170.0,70.0,2,168.0,28,15,0,19,8,0,24,31,69,70,1.75,0.41000000000000014,1,8,1,30,38
10,73.0,2,170.0,76.0,2,170.0,23,12,0,12,7,0,28,21,72,73,-0.6300000000000001,-1.5099999999999998,1,0,1,20,20
5,76.0,2,185.0,76.0,2,205.0,17,10,2,21,8,0,32,38,74,74,0.2799999999999998,0.27,1,3,1,-30,-19
5,76.0,2,205.0,77.0,2,205.0,26,11,1,19,7,0,26,28,73,75,-0.75,-0.1299999999999999,14,-6,14,0,-10
