weight_class,f1_reach,f1_stance,f1_weight,f2_reach,f2_stance,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,slpm_diff,sapm_diff,stk_atk_diff,stk_def_diff,stk_acc_diff,td_acc_diff,td_def_diff
4,80.0,2,240.0,80.0,2,265.0,57,13,1,12,2,0,40,26,74,76,-0.16000000000000014,1.71,0,-6,0,-21,-5
0,72.0,2,135.0,68.0,2,135.0,14,2,0,7,2,0,22,30,69,68,0.23999999999999977,-0.77,0,-6,0,48,3
6,72.0,2,170.0,72.0,4,155.0,22,9,0,25,6,0,30,28,70,69,-2.5399999999999996,-0.4900000000000002,-3,-3,-3,17,-3
10,75.0,2,170.0,72.0,4,170.0,24,16,0,31,12,0,36,36,72,70,1.0,-0.33000000000000007,16,-1,16,22,16
4,74.0,2,264.0,77.0,2,240.0,14,6,0,28,19,0,26,38,75,75,0.43000000000000016,3.39,7,-7,7,1,21
7,78.0,4,185.0,74.0,2,185.0,14,8,0,38,19,2,32,38,73,72,-0.81,0.1200000000000001,-7,-2,-7,2,14
0,69.0,4,135.0,66.0,2,135.0,10,4,0,27,7,0,30,35,67,65,-0.18999999999999995,1.38,9,-13,9,22,-9
6,70.0,2,155.0,71.0,2,155.0,35,16,0,28,16,0,36,33,67,70,-0.3899999999999997,-2.9299999999999997,-6,11,-6,-8,15
0,66.0,2,135.0,67.0,2,135.0,21,11,0,23,6,1,33,29,63,66,-0.25,-0.14000000000000012,1,3,1,3,15
14,66.0,0,115.0,63.0,2,115.0,9,0,0,13,2,0,27,24,65,61,2.12,-3.0300000000000002,35,-10,35,-38,72
6,73.0,2,155.0,71.0,2,170.0,8,3,0,11,2,0,33,21,70,72,-0.6699999999999999,4.0200000000000005,-23,-10,-23,-34,-5
14,64.0,2,115.0,64.0,2,115.0,10,6,0,10,7,0,32,32,65,63,-1.0700000000000003,-1.75,-3,-11,-3,4,4
10,75.0,2,170.0,76.0,2,170.0,20,9,0,20,3,0,33,26,71,73,0.5200000000000005,0.17999999999999972,0,-3,0,-36,-18
5,78.0,2,205.0,74.0,2,205.0,11,4,0,9,3,0,29,32,75,73,0.3200000000000003,-0.8299999999999996,-7,-12,-7,15,-8
7,74.0,2,185.0,74.0,4,185.0,11,4,0,9,2,0,27,27,72,73,-0.2200000000000002,0.6399999999999999,-8,-10,-8,-13,12
4,77.0,2,231.0,78.0,2,249.0,23,8,1,17,6,0,40,32,76,75,0.0,-0.75,0,4,0,-31,-50
13,64.0,2,125.0,64.0,2,125.0,7,8,0,9,6,0,28,30,66,65,-0.04999999999999982,0.9299999999999997,-5,-3,-5,-10,6
10,72.0,2,170.0,75.0,2,170.0,16,3,0,29,11,1,29,33,71,74,-0.5,0.4700000000000002,-4,-2,-4,-14,20
10,76.0,4,170.0,73.0,2,170.0,15,6,1,15,4,0,29,23,72,71,-0.8899999999999997,0.29000000000000004,-12,-6,-12,-13,-11
7,75.0,2,185.0,70.0,4,185.0,17,3,0,13,4,0,29,40,73,72,0.5700000000000003,-2.2499999999999996,4,-8,4,-6,-19
1,72.0,2,145.0,71.0,2,145.0,13,4,0,21,1,0,24,29,68,66,-0.05000000000000071,1.9499999999999997,-17,-2,-17,-9,-8
3,68.0,2,125.0,67.0,4,125.0,10,5,0,13,3,0,28,32,65,66,0.42999999999999994,-0.45999999999999996,-7,16,-7,4,29
6,72.0,2,155.0,68.0,2,155.0,18,4,0,30,10,2,31,33,70,68,0.7899999999999996,-0.5499999999999998,9,7,9,17,38
4,75.0,4,264.0,76.0,2,205.0,10,3,0,9,4,0,24,36,74,71,-0.7300000000000004,-3.1399999999999997,-8,1,-8,0,-20
6,68.0,2,155.0,73.0,2,170.0,17,12,0,22,8,0,33,28,70,70,-3.0199999999999996,-2.2799999999999994,-8,-2,-8,-18,-19
14,66.0,4,125.0,63.0,0,115.0,5,2,0,5,5,0,22,39,65,63,0.1599999999999997,-0.6199999999999992,-13,-2,-13,-8,-13
3,68.0,2,125.0,68.0,2,125.0,7,5,0,12,6,0,29,26,65,66,-1.13,1.65,0,-10,0,15,5
4,81.0,2,250.0,76.0,2,260.0,10,2,0,15,9,0,25,37,77,77,-2.2300000000000004,-1.15,-27,3,-27,-9,-20
7,75.0,2,185.0,71.0,4,185.0,31,9,0,16,5,0,38,26,73,69,0.5800000000000001,-0.2999999999999998,-5,6,-5,8,1
10,71.0,2,170.0,72.0,2,170.0,17,5,0,17,7,0,29,31,72,71,2.2700000000000005,0.8199999999999998,7,3,7,7,6
2,73.0,4,145.0,71.0,2,145.0,15,12,0,20,1,1,29,31,70,69,-0.7500000000000004,-0.41000000000000014,5,4,5,75,58
10,72.0,2,170.0,70.0,2,170.0,15,6,0,16,2,0,30,33,69,71,-1.1099999999999999,1.0599999999999998,-15,-9,-15,10,-6
2,72.0,2,145.0,73.0,2,145.0,11,4,0,18,1,0,27,26,68,73,-1.8899999999999997,0.6400000000000001,-6,-1,-6,-56,-24
10,71.0,2,170.0,74.0,2,170.0,15,5,0,8,4,0,27,27,72,72,0.71,0.33000000000000007,8,5,8,-33,-50
14,65.0,2,115.0,63.0,2,115.0,4,6,0,11,1,0,26,28,64,65,-2.9599999999999995,0.5300000000000002,3,-11,3,7,-5
2,67.0,2,135.0,72.0,2,135.0,15,4,1,5,3,0,20,30,68,67,2.84,0.8600000000000003,28,-10,28,100,66
4,78.0,2,250.0,76.0,2,235.0,11,6,0,20,5,0,28,36,76,75,3.3599999999999994,3.3099999999999996,-1,-7,-1,-24,30
11,68.0,4,135.0,66.0,2,125.0,5,3,0,10,3,0,29,21,66,68,-2.07,-1.5099999999999998,4,-2,4,63,-38
2,69.0,2,135.0,69.0,2,145.0,10,7,0,9,7,1,28,27,69,68,-1.4100000000000001,-1.5099999999999998,5,4,5,22,3
4,74.0,2,247.0,72.0,2,205.0,9,4,0,3,2,0,32,22,72,75,-1.0799999999999996,0.5899999999999999,-13,-3,-13,62,100
2,70.0,2,135.0,69.0,2,145.0,28,6,0,21,5,0,31,26,67,71,-3.19,-1.27,0,3,0,-18,6
4,83.0,2,250.0,80.0,2,265.0,14,3,0,45,18,0,31,37,76,76,-1.3900000000000001,-0.17999999999999994,-25,-11,-25,-53,-2
3,69.0,2,125.0,64.0,2,135.0,18,5,0,15,2,0,24,30,66,64,0.06000000000000005,0.18000000000000016,-7,0,-7,5,-23
6,69.0,2,155.0,70.0,2,155.0,29,6,0,21,2,0,33,29,69,71,-4.25,-5.28,-14,1,-14,36,12
14,62.0,2,115.0,60.0,2,115.0,17,7,0,10,5,0,31,28,63,61,-0.69,0.41999999999999993,6,-14,6,36,5
6,70.0,2,155.0,74.0,2,155.0,17,4,0,28,8,0,33,28,71,70,0.33999999999999986,0.14000000000000012,-7,-4,-7,-15,1
10,76.0,2,170.0,75.0,2,155.0,19,8,1,15,6,0,29,30,71,70,-1.0900000000000003,-2.96,15,0,15,6,-13
6,73.0,4,155.0,70.0,2,155.0,8,2,0,11,1,1,28,29,69,69,0.7100000000000004,-0.2100000000000004,-9,1,-9,3,9
14,67.0,2,115.0,65.0,2,115.0,8,7,0,14,8,0,30,33,67,64,1.1099999999999999,-0.15999999999999925,2,3,2,0,-38
14,64.0,5,115.0,65.0,0,115.0,4,5,0,11,9,0,26,34,63,61,2.0199999999999996,-1.7199999999999998,16,9,16,13,0
10,72.0,2,170.0,73.0,2,170.0,11,8,0,10,1,0,29,32,72,70,0.39000000000000057,2.71,2,-12,2,17,13
5,77.0,4,205.0,72.0,5,205.0,12,0,0,15,8,0,28,26,76,72,2.22,-1.5999999999999996,6,8,6,-4,34
4,76.0,2,245.0,78.0,4,264.0,10,4,0,8,2,0,28,30,75,73,-0.41999999999999993,0.38000000000000034,-8,-1,-8,-33,64
2,69.0,5,145.0,70.0,2,145.0,14,1,0,26,11,0,26,34,68,68,-0.5199999999999996,3.7100000000000004,-16,-11,-16,-34,-4
2,71.0,2,145.0,71.0,4,145.0,20,6,0,21,8,0,25,29,70,68,-1.37,0.08999999999999986,-8,-20,-8,-69,-9
0,67.0,2,135.0,71.0,2,135.0,23,6,1,18,3,0,29,28,66,67,-1.3199999999999998,1.74,-11,-8,-11,-4,15
6,70.0,4,155.0,69.0,2,155.0,13,4,0,13,3,0,30,34,70,69,-2.3100000000000005,0.94,-6,-16,-6,-8,-17
7,75.0,4,205.0,73.0,2,185.0,13,4,0,11,3,0,30,29,73,73,0.31000000000000005,0.1900000000000004,-3,0,-3,14,-4
0,72.0,2,135.0,73.0,5,135.0,7,4,1,10,1,0,26,23,69,70,-0.6800000000000002,-0.8399999999999999,-9,-2,-9,35,-8
13,68.0,2,125.0,66.0,2,125.0,19,10,0,13,7,0,33,33,66,66,1.4899999999999998,1.67,-8,-6,-8,-18,-33
0,67.0,4,135.0,70.0,2,135.0,13,3,0,13,8,0,32,29,66,69,3.23,-0.2599999999999998,7,5,7,-28,12
0,65.0,2,135.0,71.0,4,125.0,22,5,0,8,2,0,25,21,66,65,2.9399999999999995,-0.8200000000000003,11,17,11,14,21
0,68.0,2,135.0,66.0,2,135.0,9,4,0,13,6,0,26,37,66,66,-0.2200000000000002,-0.9499999999999997,-9,1,-9,11,18
0,67.0,2,135.0,71.0,4,135.0,22,8,1,35,10,0,28,37,66,69,0.7999999999999998,0.1499999999999999,-10,15,-10,-42,13
6,68.0,2,155.0,70.0,2,155.0,14,3,0,10,3,0,31,31,68,66,4.38,2.29,19,-1,19,-50,-38
7,74.0,2,185.0,77.0,2,185.0,11,2,0,9,3,0,25,30,72,75,1.89,-2.5599999999999996,28,25,28,63,72
10,74.0,4,170.0,70.0,4,170.0,28,14,0,29,12,0,35,33,71,68,0.0,0.8800000000000003,0,-2,0,27,5
2,70.0,2,145.0,71.0,2,145.0,15,2,0,19,8,0,32,35,66,68,0.75,0.5999999999999996,-9,8,-9,13,3
10,71.0,2,170.0,73.0,2,170.0,13,6,0,28,3,0,26,31,70,72,0.0,0.4800000000000004,8,-7,8,-3,10
5,76.0,2,205.0,77.0,2,205.0,30,7,0,15,5,0,38,30,74,75,-0.7699999999999996,0.9499999999999997,-8,-8,-8,-19,-11
5,77.0,5,185.0,78.0,2,205.0,13,4,0,25,8,0,33,34,71,74,0.28000000000000025,0.06000000000000005,2,13,2,-19,-14
7,75.0,2,185.0,74.0,2,185.0,7,2,0,11,4,0,27,27,74,72,0.8599999999999999,0.8900000000000001,-4,-1,-4,-44,-13
10,72.0,5,170.0,71.0,2,170.0,5,3,0,14,4,0,35,31,71,70,-1.1500000000000004,0.040000000000000036,3,-11,3,46,-28
10,74.0,2,170.0,74.0,4,170.0,15,7,0,17,5,0,36,30,73,73,0.25,-0.45999999999999996,7,11,7,70,20
6,70.0,2,155.0,68.0,2,155.0,15,8,0,17,6,0,34,32,68,68,-2.78,-1.46,-9,-11,-9,45,-47
7,74.0,2,185.0,78.0,5,185.0,12,4,0,6,4,0,28,30,72,71,0.75,0.52,-6,7,-6,17,46
10,74.0,2,170.0,73.0,2,170.0,19,9,0,31,12,0,33,28,72,72,-0.8500000000000001,1.63,4,-20,4,-23,-10
12,68.0,2,145.0,69.0,4,135.0,21,2,0,12,5,0,32,36,68,68,4.460000000000001,-0.5800000000000001,18,7,18,24,15
6,75.0,2,155.0,70.0,2,155.0,20,8,0,28,0,0,31,29,71,70,-0.10000000000000053,2.5100000000000002,-6,-7,-6,-3,-4
6,75.0,5,155.0,73.0,2,155.0,20,8,0,14,3,0,27,24,72,70,1.8700000000000006,2.3099999999999996,7,-3,7,-7,14
14,64.0,2,115.0,63.0,0,115.0,8,1,1,16,6,0,30,30,64,61,1.9,0.6800000000000002,3,10,3,7,21
10,80.0,2,170.0,75.0,2,170.0,21,8,0,30,13,0,30,33,75,74,0.2999999999999998,-0.11999999999999966,7,-1,7,-9,24
5,74.0,4,205.0,76.0,4,205.0,14,3,0,9,4,0,22,27,72,73,2.38,0.3799999999999999,16,21,16,66,29
2,73.0,2,145.0,70.0,4,145.0,17,4,0,21,6,1,29,28,70,72,-1.3699999999999997,-2.13,0,13,0,42,-16
7,73.0,2,185.0,74.0,4,185.0,20,4,1,14,4,1,30,24,72,72,-1.0599999999999996,-0.08000000000000007,-7,-8,-7,5,-18
3,66.0,0,125.0,68.0,2,135.0,13,3,1,16,6,0,24,26,66,69,-0.3899999999999997,-1.04,5,17,5,32,70
0,65.0,2,135.0,66.0,4,135.0,11,3,0,16,9,1,23,31,66,67,-0.48,1.7400000000000002,-10,-9,-10,-46,-9
2,71.0,2,145.0,70.0,2,145.0,28,17,0,14,3,0,32,27,69,70,-2.55,-3.28,-13,4,-13,18,15
13,65.0,2,115.0,64.0,2,125.0,8,4,0,9,6,0,24,31,64,65,-1.1300000000000003,-2.1000000000000005,5,-17,5,-17,-27
10,76.0,5,170.0,74.0,5,170.0,16,1,0,9,4,1,31,30,72,71,2.3599999999999994,-0.4700000000000002,14,28,14,0,52
2,73.0,4,155.0,71.0,2,145.0,20,15,0,25,8,0,32,34,70,70,0.9499999999999997,1.12,1,5,1,10,20
6,73.0,2,170.0,71.0,4,155.0,26,8,0,13,6,0,32,30,74,72,1.0700000000000003,0.9499999999999997,6,1,6,-10,-21
6,71.0,2,155.0,71.0,0,155.0,8,1,1,8,8,0,28,34,69,71,-2.81,-2.0499999999999994,2,1,2,40,29
11,68.0,2,135.0,68.0,2,135.0,12,5,0,6,4,0,30,31,69,64,3.04,1.88,-4,8,-4,28,65
0,68.0,4,135.0,73.0,2,135.0,8,5,0,16,8,0,39,31,66,69,0.09999999999999964,-0.5999999999999999,8,-8,8,-14,4
13,66.0,2,125.0,67.0,5,125.0,15,7,0,18,8,1,32,32,66,67,1.56,1.9500000000000002,-18,14,-18,-21,39
14,60.0,2,115.0,67.0,4,125.0,9,4,0,8,3,0,29,26,60,65,-1.13,-0.8000000000000003,-11,10,-11,-5,17
2,69.0,2,145.0,69.0,2,145.0,9,3,0,21,12,0,24,29,68,70,-2.16,-0.8700000000000001,-8,15,-8,-3,-31
4,83.0,2,250.0,80.0,2,240.0,14,3,0,19,3,0,32,36,76,76,-2.8000000000000003,-1.72,-15,-8,-15,-37,-2
5,72.0,2,235.0,75.0,2,205.0,22,2,0,16,4,0,39,29,71,74,-0.79,-1.1800000000000002,6,-1,6,22,1
2,75.0,2,145.0,72.0,2,145.0,13,1,0,20,4,0,27,30,71,71,1.9699999999999998,-1.0200000000000005,9,5,9,67,13
5,76.0,2,205.0,75.0,2,205.0,17,11,0,19,7,0,33,38,75,73,1.4899999999999998,2.27,-10,-4,-10,-1,0
0,70.0,4,135.0,71.0,2,135.0,22,3,0,17,4,0,27,31,67,68,0.5499999999999998,0.7600000000000002,4,1,4,-36,25
2,70.0,2,145.0,72.0,2,135.0,8,5,0,10,8,0,31,28,67,70,-2.0200000000000005,0.7800000000000002,-4,-2,-4,-30,6
10,72.0,2,170.0,73.0,2,170.0,11,8,0,10,1,0,30,33,72,70,0.39000000000000057,2.71,2,-12,2,17,13
3,65.0,2,125.0,67.0,2,125.0,19,8,0,21,4,0,30,28,65,65,-1.4600000000000004,-1.3000000000000003,-2,0,-2,5,-8
2,71.0,2,145.0,70.0,4,145.0,12,2,0,16,4,0,27,29,67,67,-0.09999999999999964,0.19999999999999973,13,-6,13,4,-39
2,70.0,0,145.0,70.0,2,145.0,17,5,1,22,9,0,29,34,67,70,-0.43000000000000016,-1.3200000000000003,-2,11,-2,17,7
6,71.0,4,155.0,70.0,2,155.0,40,14,0,18,1,0,35,27,70,70,-0.15000000000000013,1.7499999999999998,-25,-9,-25,-15,-1
7,72.0,2,185.0,77.0,4,185.0,26,8,0,20,7,0,39,34,73,73,-0.8500000000000001,-0.10000000000000009,1,8,1,9,-40
2,66.0,2,155.0,74.0,2,145.0,18,9,0,20,6,0,32,28,66,71,0.33999999999999986,-0.79,9,6,9,-6,13
6,71.0,2,155.0,72.0,2,145.0,13,1,0,14,7,0,32,31,67,70,2.02,-0.17999999999999972,14,1,14,12,-20
10,73.0,2,170.0,70.0,4,155.0,22,8,0,21,9,0,29,30,70,68,2.2399999999999993,3.0,7,-1,7,28,10
6,71.0,2,155.0,71.0,4,170.0,24,10,1,16,6,0,32,30,70,70,2.62,0.8800000000000003,7,16,7,-13,-7
2,73.0,2,145.0,70.0,2,145.0,14,6,0,13,2,0,31,27,67,68,-0.56,1.53,-4,-13,-4,-46,-65
13,68.0,2,125.0,69.0,2,125.0,13,2,0,12,6,0,30,32,69,66,1.3699999999999997,1.71,-3,-9,-3,-41,-10
14,65.0,2,115.0,63.0,2,115.0,9,5,0,10,8,1,36,33,65,64,-1.0699999999999998,-1.0,3,-6,3,4,13
13,72.0,2,125.0,64.0,2,125.0,9,2,2,6,2,0,29,30,67,65,0.16999999999999993,0.5600000000000005,-17,1,-17,-30,-15
6,69.0,4,155.0,72.0,2,155.0,11,3,0,12,2,0,29,36,68,70,0.6299999999999999,1.88,-8,0,-8,-10,42
10,76.0,2,170.0,73.0,2,170.0,14,3,0,17,7,0,29,37,72,72,-0.46999999999999975,2.04,-5,-6,-5,3,23
2,72.0,2,145.0,70.0,5,135.0,16,6,0,12,1,0,27,26,72,71,-2.62,2.2199999999999998,-7,4,-7,-32,30
7,74.0,4,185.0,75.0,4,205.0,24,8,0,13,4,0,40,31,73,73,-0.4700000000000002,-2.58,8,9,8,25,-1
13,65.0,2,125.0,66.0,4,125.0,8,3,0,18,3,0,30,30,67,65,0.6800000000000002,5.78,-13,-20,-13,-51,-8
6,67.0,2,170.0,73.0,4,155.0,26,3,0,23,8,0,37,29,66,70,-1.2600000000000002,-0.019999999999999574,1,-11,1,-14,-25
4,75.0,2,249.0,77.0,4,265.0,6,3,0,12,4,0,26,33,75,75,0.8399999999999994,1.2199999999999998,13,1,13,26,18
0,68.0,2,145.0,70.0,5,135.0,26,3,0,15,5,1,33,26,67,68,0.5299999999999998,0.6099999999999999,-9,5,-9,12,-3
7,76.0,2,205.0,76.0,2,205.0,32,14,0,21,7,0,30,34,76,74,-1.3800000000000003,2.0900000000000003,0,-13,0,-14,-17
10,72.0,2,170.0,75.0,2,170.0,14,7,1,29,11,1,36,34,72,74,-2.45,0.3900000000000001,-3,-3,-3,-7,12
6,70.0,2,155.0,74.0,4,155.0,13,5,0,15,2,0,32,35,69,71,1.12,0.6099999999999999,3,21,3,20,-26
14,67.0,2,115.0,62.0,2,115.0,10,4,0,6,5,0,26,36,65,64,2.3200000000000003,0.1299999999999999,-13,21,-13,-63,0
0,65.0,2,135.0,71.0,4,135.0,18,7,0,35,10,0,31,38,66,69,0.6399999999999997,2.58,-4,18,-4,-41,10
3,68.0,2,125.0,69.0,5,125.0,17,1,0,9,2,0,31,24,65,66,0.8599999999999999,0.6799999999999999,15,-7,15,-3,36
7,77.0,4,205.0,73.0,4,185.0,16,5,0,13,4,0,34,41,75,72,0.46999999999999975,-0.7799999999999998,-1,-4,-1,-1,-10
4,80.0,2,265.0,72.0,2,265.0,12,2,0,13,14,1,27,44,76,70,0.8799999999999999,-1.0,8,4,8,5,-39
4,74.0,2,247.0,75.0,4,264.0,9,4,0,10,3,0,33,25,72,74,-0.7399999999999998,2.2800000000000002,-9,-16,-9,62,58
10,73.0,2,170.0,71.0,2,170.0,15,4,0,17,5,0,24,30,71,72,-1.8300000000000005,-1.5299999999999998,3,2,3,2,3
5,78.0,2,205.0,79.0,2,205.0,9,2,0,7,3,0,32,27,73,75,1.5899999999999999,0.5500000000000003,-14,-1,-14,16,48
6,70.0,2,155.0,68.0,2,155.0,16,10,3,17,12,0,30,34,71,70,-0.41000000000000014,-0.33000000000000007,5,3,5,26,-16
7,80.0,2,185.0,80.0,5,185.0,11,2,0,18,0,0,26,29,75,76,-1.7199999999999998,3.06,0,-27,0,25,-85
2,71.0,2,145.0,71.0,2,145.0,21,1,0,11,1,0,30,26,66,71,3.93,0.56,11,12,11,-18,6
3,65.0,5,125.0,67.0,2,125.0,17,8,0,23,6,0,30,33,65,65,2.13,0.7799999999999998,2,-6,2,-6,-23
6,69.0,2,155.0,67.0,2,155.0,22,16,0,19,10,2,34,37,68,67,0.3200000000000003,0.5899999999999999,0,8,0,-15,17
0,69.0,4,135.0,69.0,0,135.0,11,7,2,9,3,0,27,28,67,68,-0.23000000000000043,1.1999999999999997,-3,-15,-3,-29,-20
10,72.0,2,170.0,71.0,2,170.0,13,5,0,6,2,0,30,27,71,71,-0.8699999999999997,-1.3200000000000003,10,2,10,50,86
10,75.0,2,155.0,73.0,2,155.0,15,6,0,36,13,0,31,35,70,73,-0.34999999999999964,0.9799999999999995,-11,-7,-11,-3,1
4,79.0,2,260.0,78.0,2,249.0,22,7,0,17,6,0,33,33,75,75,-0.98,-0.9100000000000001,-2,-8,-2,-36,-28
6,70.0,4,155.0,76.0,2,155.0,24,7,0,13,5,0,40,31,69,75,-1.04,-0.8399999999999999,5,0,5,12,4
10,76.0,2,170.0,70.0,2,170.0,17,5,0,28,15,0,31,35,74,69,0.1299999999999999,-0.46999999999999975,5,-1,5,40,-6
2,70.0,2,145.0,72.0,2,135.0,18,9,0,10,8,0,28,28,70,70,0.0,1.5599999999999996,0,-4,0,-17,19
6,71.0,2,170.0,72.0,2,155.0,11,2,0,12,5,0,22,31,72,70,-0.10000000000000009,-3.6799999999999997,18,8,18,-46,-42
6,68.0,2,155.0,74.0,2,155.0,15,4,0,16,2,0,30,33,69,69,1.0699999999999994,0.7999999999999998,18,-3,18,19,-13
10,75.0,4,170.0,78.0,2,170.0,13,2,0,7,5,0,28,27,71,74,2.89,-2.82,23,11,23,50,92
3,68.0,2,135.0,66.0,2,125.0,11,4,0,8,2,0,27,32,66,66,2.2600000000000002,1.0399999999999998,-4,17,-4,9,1
11,67.0,2,125.0,67.0,0,135.0,8,5,0,6,6,0,24,30,68,67,2.5199999999999996,0.9100000000000001,-3,8,-3,-11,27
10,72.0,2,170.0,72.0,2,170.0,29,17,0,17,5,0,38,28,70,71,-1.73,0.10999999999999988,4,-10,4,36,41
7,76.0,4,185.0,76.0,2,185.0,11,3,1,15,5,0,28,32,72,74,0.1200000000000001,-0.5099999999999998,17,6,17,10,-59
2,70.0,2,145.0,71.0,2,145.0,15,2,0,28,17,0,33,32,66,69,0.54,0.2799999999999998,-4,9,-4,7,-15
14,62.0,2,115.0,60.0,2,115.0,20,7,0,10,5,0,27,29,61,61,2.51,1.8200000000000003,4,-11,4,44,24
5,80.0,4,205.0,73.0,2,205.0,24,13,0,15,7,0,35,35,75,70,0.2999999999999998,-0.22999999999999998,6,-11,6,10,-35
10,76.0,2,170.0,71.0,2,170.0,15,7,0,13,6,0,33,27,71,70,-0.04999999999999982,-0.3899999999999997,2,-1,2,13,-7
0,70.0,2,145.0,66.0,5,135.0,36,9,0,19,10,0,31,32,66,66,-1.23,-2.0800000000000005,-9,3,-9,15,7
11,68.0,2,135.0,66.0,2,135.0,9,5,1,11,5,0,41,38,66,66,1.0899999999999999,0.8700000000000001,-3,18,-3,36,-15
14,67.0,2,125.0,64.0,2,115.0,9,3,0,10,7,0,27,33,67,63,-2.63,-1.4299999999999997,-25,-10,-25,-22,-26
10,73.0,4,170.0,77.0,2,170.0,16,7,0,22,13,2,37,35,72,74,1.6199999999999997,-0.2400000000000002,0,10,0,10,-4
5,74.0,2,205.0,75.0,4,205.0,13,4,0,33,13,0,30,32,75,74,-0.6599999999999997,-0.28000000000000025,-5,-3,-5,-16,-82
0,67.0,2,135.0,70.0,2,135.0,26,10,0,15,8,0,34,32,66,67,-0.15999999999999992,-0.06999999999999984,-4,-1,-4,-13,-30
3,68.0,2,125.0,65.0,2,135.0,12,6,0,22,5,0,27,26,66,66,-2.11,-1.23,-6,2,-6,4,-41
0,71.0,2,145.0,72.0,2,135.0,14,2,0,7,4,1,24,27,70,69,-0.8900000000000001,-1.2799999999999998,26,-10,26,19,-70
12,68.0,2,135.0,68.0,2,145.0,12,5,0,21,2,0,29,33,66,68,-2.2300000000000004,1.87,0,-15,0,-2,-74
2,69.0,5,145.0,68.0,2,145.0,14,1,0,22,7,1,27,37,68,66,0.4700000000000002,4.970000000000001,-6,-19,-6,-15,-9
0,70.0,2,135.0,72.0,5,135.0,13,8,0,10,0,0,30,24,69,71,-3.98,0.25,-12,-17,-12,3,-3
4,77.0,2,240.0,84.0,2,265.0,28,19,0,33,12,0,39,30,75,83,0.41999999999999993,-1.31,-3,13,-3,-14,24
11,68.0,4,145.0,68.0,2,135.0,10,4,0,10,1,0,36,27,66,68,-0.17000000000000037,-2.19,26,-10,26,8,-50
14,63.0,2,115.0,69.0,4,115.0,7,1,0,7,5,0,25,31,64,67,0.14000000000000012,0.5100000000000002,-10,15,-10,-30,-66
6,72.0,4,155.0,72.0,2,155.0,17,4,1,11,2,0,29,26,70,69,0.8800000000000003,-0.5899999999999999,8,10,8,4,23
0,66.0,2,135.0,65.0,2,135.0,21,11,0,18,4,0,34,32,63,66,-2.0100000000000002,-2.62,-2,4,-2,7,0
7,71.0,4,185.0,76.0,2,185.0,34,10,1,18,10,0,40,35,69,74,0.3700000000000001,0.77,-1,-1,-1,-6,15
10,72.0,2,170.0,74.0,2,170.0,17,7,0,27,14,1,32,43,71,72,-0.11000000000000032,-0.10999999999999988,-9,-2,-9,-6,-13
0,68.0,2,135.0,64.0,2,135.0,21,10,0,18,2,1,34,29,68,66,-1.7200000000000002,0.5499999999999998,-15,-10,-15,-23,-6
5,79.0,2,205.0,76.0,2,205.0,10,0,0,8,3,0,30,31,74,75,-0.3999999999999999,-2.15,1,10,1,42,36
4,77.0,2,231.0,80.0,2,250.0,23,8,1,31,7,0,41,30,76,79,-1.7500000000000004,-0.029999999999999805,-9,-2,-9,-45,-45
5,78.0,2,205.0,79.0,2,205.0,25,8,0,17,6,0,35,38,74,73,0.009999999999999787,-1.2100000000000004,-5,4,-5,34,-5
0,71.0,2,135.0,68.0,2,135.0,17,9,0,16,2,0,32,25,68,67,0.1899999999999995,0.7700000000000005,-13,-12,-13,-3,-2
10,74.0,4,170.0,75.0,4,170.0,18,3,0,17,6,1,27,31,74,72,0.3599999999999999,-0.8400000000000003,8,-4,8,-4,-7
7,75.0,4,185.0,73.0,2,185.0,22,9,0,10,6,0,33,35,71,70,-1.2199999999999998,2.9099999999999997,-23,-5,-23,-50,-43
10,74.0,4,170.0,77.0,5,170.0,17,5,0,7,2,0,31,27,73,72,1.0300000000000002,-0.46999999999999975,8,18,8,-10,53
2,73.0,2,145.0,73.0,2,145.0,11,1,1,12,3,0,27,30,68,72,-0.5699999999999994,-2.53,-7,20,-7,-33,19
5,76.0,2,205.0,75.0,2,205.0,12,4,1,12,1,0,31,26,75,75,-0.9899999999999998,1.3400000000000003,-8,-19,-8,-12,-28
6,70.0,4,155.0,75.0,2,155.0,23,9,0,23,14,1,28,34,70,71,1.2599999999999998,1.34,2,-10,2,9,-7
4,77.0,2,240.0,77.0,2,240.0,11,0,0,13,4,0,29,35,75,76,-1.02,-0.77,17,-19,17,66,72
6,70.0,2,155.0,70.0,2,155.0,14,6,1,28,0,0,31,30,70,70,-0.05000000000000071,2.7900000000000005,-9,-6,-9,-29,-10
14,65.0,2,115.0,65.0,2,125.0,9,4,0,16,3,0,26,31,65,66,-2.2299999999999995,1.15,-5,-6,-5,-7,-35
2,72.0,2,145.0,72.0,2,145.0,20,4,0,13,3,1,30,29,71,71,-0.41000000000000014,2.6700000000000004,-5,-9,-5,-21,1
2,73.0,2,145.0,70.0,2,145.0,18,1,0,8,5,0,27,31,73,67,2.26,-2.1100000000000003,17,6,17,41,15
6,71.0,2,155.0,68.0,2,155.0,28,16,0,14,3,0,34,32,70,68,-4.28,0.2999999999999998,-19,-2,-19,45,-8
