weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,win_rate_diff
7,79.0,3.02,2.38,2,51,40,1.0,64,2.87,66,185.0,72.0,2.94,3.56,4,54,45,0.9,22,1.15,34,185.0,14,5,0,13,6,0,34,34,77,73,0.05263157894736836
6,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,155.0,70.0,3.26,3.63,2,36,67,0.2,45,1.5,50,145.0,10,5,0,15,2,0,32,31,71,66,-0.21568627450980393
6,72.0,3.31,2.51,2,46,66,0.5,33,3.17,89,155.0,73.0,1.98,2.02,2,47,62,1.2,35,2.89,37,155.0,14,6,0,12,3,0,38,33,71,71,-0.10000000000000009
3,64.0,3.79,3.56,2,41,58,1.6,27,0.78,53,125.0,66.0,2.45,3.6,2,45,62,0.0,44,2.0,55,125.0,16,13,0,18,2,0,37,26,64,65,-0.34827586206896555
10,74.0,2.05,2.53,4,47,55,0.4,31,1.39,70,170.0,79.0,2.53,0.48,2,23,39,0.0,52,4.07,28,170.0,18,3,0,9,5,0,25,27,74,73,0.2142857142857142
3,70.0,4.28,1.8,2,38,38,0.4,0,0.0,67,125.0,71.0,2.5,2.16,4,41,50,1.2,43,3.03,41,125.0,12,7,0,21,6,2,29,27,68,70,-0.09255898366606174
4,80.0,3.69,4.95,2,52,56,0.0,37,2.2,73,240.0,77.0,2.45,3.61,2,51,56,1.1,30,1.65,31,231.0,19,3,0,23,8,1,34,39,76,76,0.14488636363636365
7,74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,185.0,72.0,2.81,2.54,2,46,62,1.4,38,2.46,60,185.0,26,14,0,26,8,0,39,37,72,73,-0.1147058823529411
1,68.0,2.25,7.28,2,52,64,0.4,55,0.66,94,145.0,66.0,8.41,7.56,2,40,51,0.0,0,0.0,62,135.0,21,2,0,10,7,1,31,34,68,69,0.35748792270531393
5,79.0,2.18,4.45,2,46,59,0.0,50,4.98,83,205.0,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,205.0,14,4,0,26,11,1,27,35,75,73,0.0935672514619883
10,72.0,5.0,5.65,4,48,44,0.3,33,0.26,47,170.0,72.0,3.69,3.01,2,46,50,1.0,52,1.39,75,170.0,14,7,0,14,4,0,27,25,72,71,-0.11111111111111116
10,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,170.0,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,170.0,24,16,0,28,9,0,35,39,72,73,-0.15675675675675682
7,76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,205.0,74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,185.0,21,7,0,38,19,2,32,37,74,72,0.10593220338983056
6,75.0,5.21,3.99,2,35,46,0.6,33,0.14,74,155.0,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,155.0,15,6,0,24,7,0,29,38,70,69,-0.05990783410138245
0,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,135.0,71.0,3.89,5.11,2,41,63,0.8,36,1.25,50,135.0,31,9,0,17,4,0,26,29,63,68,-0.03452380952380951
5,76.0,3.35,4.26,2,50,55,0.1,41,4.49,28,205.0,75.0,2.27,2.39,4,34,60,0.8,44,0.67,62,205.0,10,7,0,23,9,0,36,40,74,74,-0.13051470588235292
10,72.0,3.73,2.42,2,42,59,0.4,38,1.2,75,170.0,75.0,3.19,4.16,2,47,62,0.3,12,0.32,85,170.0,14,7,1,15,3,1,34,23,72,72,-0.15311004784688997
2,68.0,2.04,2.28,2,35,68,0.0,56,3.03,100,145.0,72.0,3.69,5.53,2,46,66,0.4,54,1.16,76,145.0,18,4,1,13,3,1,25,27,68,71,0.017902813299232823
0,65.0,3.53,3.53,2,37,64,0.0,33,0.94,100,135.0,70.0,4.65,5.66,4,45,64,0.0,0,0.0,75,135.0,11,3,0,22,3,0,25,25,68,67,-0.0942857142857143
2,70.0,3.9,3.78,2,36,57,0.5,41,1.49,91,145.0,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,145.0,36,9,0,28,17,0,29,30,66,69,0.1777777777777778
10,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,170.0,70.0,3.06,4.05,5,47,62,0.1,36,0.52,84,170.0,19,9,0,16,7,0,32,30,69,70,-0.017080745341614856
7,77.0,2.95,2.98,2,45,58,0.2,55,0.95,50,185.0,76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,185.0,13,7,0,24,13,0,37,30,73,74,0.0013513513513513375
10,72.0,2.74,3.53,2,46,63,0.1,42,0.27,79,170.0,74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,170.0,18,5,0,35,13,0,30,32,71,71,0.05344202898550732
6,72.0,3.13,2.69,2,43,51,0.3,36,2.53,72,170.0,70.0,3.17,3.55,2,43,50,0.3,27,0.29,59,155.0,29,17,0,17,4,0,36,32,70,71,-0.17908902691511386
11,66.0,2.06,2.37,2,44,47,0.5,64,4.67,66,135.0,66.0,3.39,3.79,2,38,59,0.7,45,0.46,59,125.0,11,5,0,15,7,0,36,30,66,66,0.005681818181818232
6,72.0,2.32,1.56,2,35,59,1.2,35,1.45,20,145.0,70.0,2.31,2.65,2,41,59,0.4,45,2.18,40,155.0,14,7,0,15,8,0,29,33,70,68,0.01449275362318836
7,78.0,3.69,4.15,2,39,52,0.5,23,0.72,67,205.0,77.0,3.49,1.79,2,52,45,0.0,50,2.83,66,185.0,11,4,0,9,2,0,28,32,75,75,-0.08484848484848495
6,71.0,3.19,3.99,2,59,55,0.0,28,1.36,82,155.0,71.0,2.82,2.33,4,42,47,1.0,42,1.02,81,170.0,12,6,0,16,6,0,29,28,72,70,-0.06060606060606066
0,68.0,3.61,2.53,2,34,54,0.8,25,2.57,80,135.0,71.0,1.95,4.85,2,50,66,0.8,29,1.91,51,135.0,21,10,0,18,3,0,32,27,68,67,-0.17972350230414746
4,80.0,6.37,4.08,2,45,43,1.0,30,2.02,33,250.0,76.0,4.79,3.85,2,46,43,0.0,0,0.0,64,205.0,5,3,0,8,3,0,37,29,75,75,-0.10227272727272729
7,75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,185.0,77.0,2.43,4.18,4,48,56,1.1,30,0.67,68,205.0,31,9,0,16,5,0,37,32,73,75,0.01309523809523816
0,67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,135.0,68.0,2.15,3.53,2,31,74,0.1,50,3.17,83,135.0,35,11,0,22,2,0,37,31,66,68,-0.15579710144927528
2,69.0,4.45,6.66,2,44,62,0.4,83,0.24,85,145.0,71.0,2.66,2.88,2,45,59,1.0,32,1.63,47,145.0,21,5,0,19,8,0,25,34,71,68,0.10398860398860399
7,71.0,3.35,3.02,4,46,53,0.5,48,1.69,77,185.0,74.0,2.7,2.44,2,47,51,0.3,52,1.52,57,185.0,34,10,1,32,15,0,38,46,69,71,0.07470449172576832
6,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,155.0,71.0,3.7,4.95,2,49,63,0.3,29,1.12,74,155.0,25,6,0,24,10,1,27,30,69,70,0.12073732718894004
2,70.0,2.46,2.45,2,33,65,0.7,37,3.32,69,155.0,69.0,7.36,4.07,5,33,50,1.4,16,0.51,56,145.0,35,16,0,14,1,0,35,25,67,68,-0.24705882352941178
6,72.0,2.66,3.95,4,49,60,0.9,34,1.77,80,155.0,76.0,3.31,4.13,2,39,60,0.7,33,0.26,57,155.0,17,4,1,13,5,0,27,29,70,75,0.0505050505050505
14,67.0,4.73,2.46,0,33,48,0.6,25,1.58,20,115.0,62.0,5.28,6.55,2,51,51,0.5,58,3.21,76,115.0,12,6,0,20,7,0,33,25,65,61,-0.07407407407407407
2,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,145.0,74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,145.0,15,12,0,21,11,0,28,32,70,73,-0.10069444444444442
10,73.0,2.57,3.85,4,49,65,0.3,0,0.0,72,185.0,76.0,3.62,4.34,2,35,64,0.5,57,1.37,81,170.0,11,1,0,20,3,0,25,25,75,73,0.047101449275362306
5,76.0,5.28,3.89,2,60,40,0.2,14,0.25,22,205.0,75.0,5.65,2.92,4,48,56,0.0,100,0.37,80,205.0,14,5,0,7,3,0,27,29,75,74,0.0368421052631579
7,72.0,4.27,3.41,2,40,38,0.0,0,0.0,81,185.0,77.0,3.76,2.27,4,53,46,0.4,22,0.79,27,185.0,15,5,1,9,5,1,30,35,72,71,0.11428571428571432
6,71.0,5.52,6.0,0,37,59,0.0,0,0.0,46,155.0,70.0,4.53,3.25,2,43,53,0.0,53,1.55,37,155.0,8,8,0,16,10,3,32,28,71,71,-0.051724137931034475
10,76.0,2.8,3.75,2,42,62,0.4,47,1.77,88,170.0,75.0,2.73,3.93,2,44,59,0.0,45,0.36,78,170.0,18,4,0,15,4,1,27,33,72,72,0.06818181818181823
10,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,155.0,71.0,3.21,2.81,2,48,48,0.2,20,0.68,43,170.0,36,13,0,24,11,0,33,36,73,71,0.048979591836734726
5,74.0,6.77,5.46,2,48,45,0.5,0,0.0,30,205.0,72.0,5.38,5.99,2,52,50,0.0,33,0.92,100,205.0,17,9,0,12,2,0,33,35,73,71,-0.20329670329670324
6,70.0,2.97,2.48,4,51,55,0.5,33,2.36,70,155.0,72.0,5.64,3.68,2,34,50,0.3,80,1.23,83,155.0,12,5,0,12,5,0,27,29,69,70,0.0
13,68.0,5.4,4.51,2,37,58,0.3,45,0.77,66,115.0,65.0,4.31,6.19,2,47,53,0.5,56,1.85,55,125.0,8,6,0,14,4,0,33,31,67,66,-0.2063492063492064
6,71.0,2.94,2.5,2,39,52,0.0,40,2.33,23,155.0,72.0,2.08,2.39,2,48,63,0.4,37,1.76,65,155.0,12,4,0,19,4,1,31,31,71,69,-0.04166666666666663
5,75.0,3.16,5.27,4,39,49,0.0,71,2.62,80,205.0,77.0,2.89,4.18,2,52,62,2.4,57,4.42,71,205.0,15,4,0,15,5,0,23,29,73,75,0.03947368421052633
7,77.0,1.81,2.84,4,44,58,0.1,40,1.39,85,185.0,78.0,1.6,2.07,5,49,46,2.5,50,2.28,33,185.0,21,4,0,14,5,0,27,30,73,76,0.10315789473684212
0,69.0,3.18,3.45,2,35,61,0.2,58,1.6,78,125.0,65.0,5.37,3.36,2,41,67,1.9,21,0.85,70,135.0,10,3,0,18,7,0,31,29,67,66,0.0492307692307693
7,75.0,2.39,4.19,2,42,53,0.0,28,1.27,59,185.0,75.0,3.2,3.05,4,44,55,0.1,16,0.09,82,205.0,17,3,0,33,13,0,28,30,73,74,0.13260869565217392
14,64.0,4.83,2.96,2,31,56,0.0,25,0.34,81,115.0,63.0,3.11,3.01,2,41,61,0.3,27,1.38,57,115.0,6,4,0,10,8,1,31,31,67,64,0.0736842105263158
10,72.0,3.02,4.17,2,37,55,0.2,51,4.91,78,170.0,75.0,1.43,3.47,5,50,69,0.0,33,0.58,58,170.0,15,2,0,8,1,0,28,29,71,75,-0.006535947712418277
3,66.0,5.07,1.51,2,31,52,0.6,37,0.83,38,125.0,65.0,3.09,2.85,2,42,52,0.3,36,2.51,65,125.0,9,3,0,14,5,0,26,31,65,64,0.013157894736842146
6,69.0,4.39,4.32,2,41,55,0.5,36,2.92,92,155.0,70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,170.0,29,6,0,29,12,0,32,32,69,68,0.12125435540069696
4,72.0,4.79,2.18,2,36,46,0.1,27,1.14,65,263.0,79.0,2.29,2.63,2,49,44,0.0,25,0.52,53,260.0,23,14,0,22,7,0,40,31,72,75,-0.13699906803355077
10,73.0,3.34,4.85,4,50,61,0.0,50,0.59,62,170.0,72.0,3.81,4.37,2,41,60,0.2,31,2.15,83,170.0,16,7,0,16,3,0,35,28,72,71,-0.14645308924485123
6,73.0,3.27,2.35,2,34,47,0.4,15,0.64,50,155.0,73.0,3.63,2.56,2,33,54,0.8,60,0.75,64,155.0,11,5,0,16,4,0,31,28,70,70,-0.11250000000000004
10,77.0,3.7,3.23,2,38,47,0.0,20,1.85,50,170.0,74.0,2.84,2.74,2,45,60,1.5,35,1.8,70,170.0,13,1,0,27,14,1,34,41,72,72,0.2857142857142857
6,75.0,4.56,3.13,2,30,46,0.0,0,0.0,33,155.0,68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,155.0,11,4,0,17,6,0,31,31,73,68,-0.005797101449275366
0,69.0,2.26,3.98,2,35,66,0.0,16,0.68,83,135.0,65.0,3.33,2.37,0,36,53,1.5,31,2.5,100,135.0,13,3,0,19,3,0,30,32,68,65,-0.051136363636363646
0,70.0,1.68,1.75,2,40,53,0.8,45,2.11,52,135.0,65.0,6.17,5.29,2,42,57,1.1,21,0.92,81,135.0,15,8,0,18,4,0,30,30,67,66,-0.16600790513833996
0,73.0,2.66,2.37,2,45,64,0.7,47,0.93,41,135.0,72.0,1.14,0.88,2,64,46,1.6,33,2.2,50,135.0,18,10,1,15,3,0,28,37,68,68,-0.21264367816091956
6,71.0,3.88,2.06,2,35,57,0.0,25,1.01,66,155.0,71.0,3.05,3.09,2,43,57,0.7,38,2.43,50,155.0,13,3,0,17,3,0,26,30,68,70,-0.03749999999999998
0,69.0,1.93,2.07,2,37,63,0.2,50,0.7,46,125.0,65.0,2.89,3.76,0,40,59,0.8,27,1.97,25,135.0,8,7,0,14,5,0,30,34,68,67,-0.20350877192982453
10,74.0,3.4,1.89,0,38,55,1.1,0,0.0,33,155.0,75.0,5.34,5.18,2,53,51,1.0,50,0.82,64,170.0,9,6,0,17,7,1,26,25,72,71,-0.08000000000000007
14,65.0,2.73,6.18,2,47,65,0.1,62,0.3,81,125.0,63.0,4.38,3.17,2,42,58,0.8,47,3.34,58,115.0,16,3,0,17,4,0,29,28,66,64,0.032581453634085156
5,76.0,2.85,3.01,4,40,47,0.2,0,0.0,46,205.0,74.0,4.92,4.49,2,43,50,0.0,33,2.25,100,185.0,9,4,0,12,5,0,26,28,73,73,-0.013574660633484226
14,66.0,1.45,4.82,0,65,48,0.6,62,6.47,100,115.0,64.0,3.2,3.55,5,44,51,1.8,38,1.53,28,115.0,9,0,0,4,5,0,26,25,65,63,0.5555555555555556
6,69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,155.0,72.0,2.54,4.26,2,59,56,0.3,51,2.08,82,155.0,22,16,0,18,4,0,32,30,68,70,-0.23923444976076558
2,70.0,6.26,5.64,2,53,54,0.0,20,0.55,50,145.0,68.0,2.31,2.0,2,40,62,1.5,42,3.83,62,145.0,14,3,0,24,7,1,25,32,70,67,0.07352941176470584
6,70.0,3.0,2.2,4,49,54,2.1,18,0.85,10,155.0,69.0,4.43,3.92,4,37,56,0.7,50,0.24,64,155.0,12,3,0,11,3,0,30,27,71,68,0.014285714285714346
2,70.0,2.64,1.92,2,32,66,0.7,47,2.91,81,155.0,70.0,1.78,1.75,0,39,48,0.5,22,2.02,56,145.0,14,8,1,16,4,0,37,34,69,66,-0.19130434782608696
3,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,125.0,66.0,2.43,3.83,0,51,70,1.6,66,1.9,100,125.0,19,7,0,13,3,1,32,23,66,66,-0.0339366515837104
5,74.0,3.54,3.22,0,54,54,1.0,0,0.0,87,205.0,75.0,4.07,3.13,0,39,42,0.0,0,0.0,100,205.0,8,5,0,3,1,0,32,28,74,75,-0.13461538461538458
7,76.0,4.28,3.06,2,47,44,0.8,26,0.41,51,205.0,78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,185.0,32,14,0,14,8,0,28,31,76,73,0.059288537549407105
6,77.0,3.18,3.9,2,42,52,0.9,42,3.23,74,170.0,73.0,2.02,3.07,2,46,63,0.8,38,1.99,66,170.0,18,5,0,15,4,0,24,22,69,71,-0.006864988558352381
10,72.0,2.31,2.99,2,64,52,0.0,60,6.11,0,170.0,71.0,3.55,4.9,2,43,61,0.0,36,1.24,63,170.0,7,3,0,17,5,0,29,28,71,72,-0.07272727272727275
11,69.0,2.63,4.34,2,49,55,0.7,47,2.33,80,135.0,65.0,2.71,1.93,2,41,50,1.6,31,2.06,52,135.0,19,4,0,18,7,0,28,30,68,66,0.10608695652173916
4,72.0,2.9,2.81,2,43,51,0.2,55,0.51,64,265.0,81.0,2.11,3.53,2,72,50,0.5,55,3.9,60,265.0,13,14,1,5,3,0,42,39,70,75,-0.1607142857142857
5,72.0,2.75,4.25,2,52,56,0.5,44,1.95,77,235.0,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,185.0,22,2,0,34,10,0,37,41,71,74,0.14393939393939392
2,68.0,2.39,3.6,2,39,69,0.3,31,2.36,65,145.0,70.0,3.18,3.47,2,44,65,0.1,65,0.64,91,135.0,22,7,1,28,6,0,35,30,66,67,-0.09019607843137256
4,77.0,2.33,6.37,2,57,57,0.4,45,5.13,85,240.0,79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,255.0,14,3,0,18,7,1,34,34,73,78,0.13122171945701355
11,68.0,1.63,2.57,4,61,47,0.8,65,2.77,42,145.0,69.0,1.51,2.96,0,51,47,0.9,52,2.6,28,135.0,10,4,0,10,3,0,34,27,66,66,-0.05494505494505497
10,71.0,3.01,3.75,4,43,59,0.1,35,0.8,62,185.0,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,185.0,16,5,0,18,8,0,25,33,69,69,0.06959706959706957
0,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,135.0,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,125.0,27,7,0,17,4,0,34,30,65,66,-0.01540616246498605
6,71.0,1.96,3.58,2,52,58,0.6,34,1.81,41,170.0,74.0,3.0,1.43,0,33,50,1.0,38,2.5,60,170.0,11,2,0,9,4,0,20,30,72,70,0.15384615384615385
6,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,170.0,71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,155.0,31,12,0,28,16,0,35,32,70,70,0.08456659619450313
7,76.0,1.21,3.75,2,50,68,1.1,60,1.59,59,185.0,76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,205.0,42,6,2,21,7,0,31,32,74,74,0.08999999999999997
6,70.0,3.52,3.81,4,41,60,0.8,65,1.23,63,155.0,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,155.0,35,14,0,31,13,0,38,33,67,68,0.009740259740259716
0,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,135.0,71.0,0.4,0.0,2,0,50,0.0,0,0.0,0,205.0,31,9,0,1,1,0,26,51,63,71,0.275
0,70.0,2.76,2.69,2,42,57,1.4,66,1.09,52,135.0,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,135.0,17,4,0,31,9,0,25,26,69,63,0.03452380952380951
6,76.0,3.75,5.81,2,45,63,1.4,42,0.56,75,155.0,71.0,4.77,4.41,2,42,54,0.5,42,1.35,62,155.0,26,3,0,10,4,2,32,24,71,69,0.27155172413793105
7,79.0,2.47,2.08,2,52,34,0.4,33,1.09,33,185.0,74.0,2.9,2.93,2,50,57,0.8,34,1.45,59,185.0,12,5,0,21,13,0,28,35,75,72,0.08823529411764708
4,74.0,3.29,3.09,4,57,47,0.1,26,0.56,68,247.0,80.0,3.61,3.53,2,51,49,2.4,39,2.69,20,240.0,19,8,1,57,13,1,34,39,72,74,-0.12424547283702214
10,76.0,2.09,3.23,4,50,64,0.8,54,1.53,66,170.0,73.0,3.2,2.23,4,36,58,0.3,48,1.65,63,170.0,22,10,1,34,10,2,36,32,73,71,-0.07246376811594202
3,68.0,3.47,4.22,2,46,53,2.1,34,1.65,30,135.0,65.0,3.01,3.51,5,40,59,1.0,33,0.25,63,125.0,16,6,0,17,8,0,25,28,69,65,0.047272727272727244
11,67.0,3.59,3.53,2,38,61,0.0,28,0.89,62,125.0,68.0,4.58,4.35,2,32,64,0.1,0,0.0,56,125.0,11,4,0,13,2,0,33,28,65,69,-0.13333333333333341
7,75.0,3.2,3.05,4,44,55,0.1,16,0.09,82,205.0,73.0,5.72,3.71,2,45,55,1.0,20,1.31,75,185.0,33,13,0,12,6,0,30,30,74,73,0.050724637681159424
14,64.0,3.07,2.5,2,50,52,1.7,100,0.85,40,115.0,67.0,4.73,4.8,2,38,53,0.5,30,0.35,38,115.0,5,2,0,8,7,0,22,29,63,67,0.18095238095238098
6,69.0,3.27,4.36,2,50,55,0.2,58,2.37,64,155.0,73.0,2.8,1.41,2,25,51,0.0,30,2.82,0,155.0,13,3,0,12,6,1,33,26,69,70,0.18092105263157898
0,69.0,3.73,3.13,4,50,55,1.3,60,3.32,71,135.0,67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,135.0,10,4,0,26,10,0,29,32,67,66,-0.007936507936507908
7,81.0,4.65,4.12,2,43,47,0.5,0,0.0,50,185.0,75.0,2.82,3.21,2,54,44,0.2,39,3.03,80,205.0,7,4,0,10,4,0,26,26,76,72,-0.07792207792207795
11,69.0,2.83,2.82,4,34,57,0.1,31,0.55,79,135.0,66.0,2.16,3.02,4,49,62,0.4,51,1.94,77,125.0,12,5,0,18,3,0,35,28,68,65,-0.15126050420168058
6,75.0,4.16,4.01,2,43,60,0.1,44,0.49,80,155.0,73.0,2.53,3.44,2,33,63,0.2,41,1.64,71,145.0,20,8,0,22,8,0,30,34,71,69,-0.01904761904761898
4,73.0,5.95,1.23,2,35,47,0.0,0,0.0,33,205.0,83.0,1.97,2.15,2,37,48,0.5,0,0.0,71,250.0,10,6,0,14,3,0,36,30,71,76,-0.19852941176470584
14,65.0,4.89,3.69,2,36,50,0.9,30,1.2,76,115.0,65.0,4.75,3.89,2,43,53,0.6,57,2.0,61,115.0,14,8,0,4,6,0,32,25,64,64,0.23636363636363633
0,66.0,3.15,3.97,2,46,54,0.1,32,1.77,62,135.0,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,135.0,13,6,0,24,13,1,36,32,66,67,0.052631578947368474
2,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,145.0,73.0,3.23,2.32,2,38,47,1.5,7,0.37,35,145.0,25,8,0,14,6,0,32,29,70,67,0.05757575757575761
10,74.0,2.44,1.79,4,47,58,0.2,33,1.56,72,155.0,76.0,2.17,4.6,5,52,60,0.2,50,3.44,100,170.0,24,9,1,16,1,0,32,29,75,72,-0.23529411764705876
6,67.0,2.49,2.44,2,47,58,0.6,36,4.11,50,170.0,71.0,2.75,0.79,2,25,45,0.0,100,0.79,50,155.0,26,3,0,17,5,0,35,27,66,69,0.12382445141065834
10,71.0,3.86,2.39,5,48,40,0.2,0,0.0,79,170.0,76.0,2.25,2.9,2,50,46,0.7,39,2.86,61,170.0,9,5,0,19,8,1,28,28,70,71,-0.0357142857142857
2,71.0,3.02,2.95,2,33,51,1.7,31,1.31,47,145.0,71.0,4.38,2.9,2,40,56,0.3,41,2.26,80,145.0,20,6,0,13,3,0,24,30,70,69,-0.043269230769230727
4,74.0,3.81,1.44,5,42,55,0.0,0,0.0,75,253.0,74.0,2.22,1.81,2,43,47,1.0,36,3.09,50,243.0,9,3,0,10,5,0,34,23,74,74,0.08333333333333337
10,74.0,2.58,2.5,2,49,57,0.5,41,1.21,92,170.0,74.0,4.16,3.57,4,45,60,0.0,66,0.71,65,170.0,19,4,1,28,14,0,34,34,69,71,0.125
14,65.0,3.88,3.95,2,42,59,0.9,55,2.17,46,115.0,64.0,5.58,5.57,2,39,57,0.0,14,0.11,83,115.0,9,4,0,13,5,0,24,31,65,63,-0.02991452991452992
10,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,170.0,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,170.0,31,15,0,24,16,0,31,35,69,72,0.07391304347826089
0,68.0,3.16,4.07,2,41,68,0.6,63,1.01,68,135.0,68.0,2.09,3.16,2,40,66,0.2,55,3.16,69,135.0,11,7,0,17,6,0,35,27,68,68,-0.1280193236714975
3,68.0,3.2,2.38,2,36,59,0.2,20,0.24,62,125.0,65.0,1.89,1.58,2,26,61,0.0,25,2.84,84,125.0,10,5,0,3,2,0,27,37,65,63,0.06666666666666665
5,77.0,3.13,3.33,2,49,44,1.2,48,2.2,59,205.0,77.0,2.45,4.86,2,57,44,1.9,38,1.06,52,205.0,26,14,0,26,7,0,36,24,73,75,-0.13787878787878782
10,74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,170.0,69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,155.0,35,13,0,22,16,0,32,32,71,68,0.15021929824561397
4,75.0,7.65,4.0,2,36,51,0.0,0,0.0,0,241.0,76.0,3.02,3.91,2,65,45,0.0,42,2.62,78,260.0,20,5,0,15,9,0,36,36,73,77,0.17500000000000004
3,65.0,3.04,1.83,4,29,55,0.6,42,5.15,47,125.0,64.0,2.33,3.31,2,52,65,1.4,25,3.49,71,125.0,23,10,0,14,4,0,31,30,64,62,-0.08080808080808077
10,76.0,2.31,2.18,4,34,57,0.5,25,0.67,55,170.0,71.0,1.47,1.25,0,54,58,0.4,52,4.8,66,170.0,15,6,1,6,0,1,28,25,72,70,-0.17532467532467533
6,68.0,4.86,3.66,2,38,50,0.7,27,0.68,53,155.0,71.0,5.2,5.37,0,45,56,2.4,75,7.32,0,155.0,17,12,0,7,4,0,32,25,70,71,-0.050156739811912265
2,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,145.0,71.0,3.13,4.33,2,45,57,0.9,29,0.9,63,145.0,15,12,0,13,2,0,28,24,70,71,-0.3111111111111111
2,66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,155.0,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,145.0,18,9,0,15,7,0,30,32,66,67,-0.015151515151515138
7,76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,185.0,78.0,2.99,2.13,2,40,52,1.1,27,2.1,30,185.0,24,13,0,28,9,0,30,35,74,73,-0.10810810810810811
10,73.0,4.02,4.27,2,39,64,0.0,44,0.54,60,170.0,75.0,2.75,2.47,4,32,53,0.8,28,0.75,62,185.0,28,3,0,23,7,0,30,32,72,72,0.13655913978494616
7,69.0,2.92,1.04,2,39,45,0.8,100,1.56,50,185.0,75.0,3.31,3.29,2,55,51,0.7,32,1.7,60,185.0,7,2,0,15,10,0,23,35,71,75,0.1777777777777778
14,67.0,3.87,3.25,2,25,55,0.5,14,0.33,47,125.0,60.0,3.31,2.75,2,29,71,0.2,20,0.2,70,115.0,9,3,0,9,4,0,25,27,67,60,0.05769230769230771
10,74.0,2.42,2.32,2,49,50,0.0,42,2.95,76,170.0,75.0,3.8,4.86,2,35,61,0.4,21,1.71,63,170.0,14,9,0,20,9,0,28,32,70,71,-0.08095952023988007
4,78.0,3.2,3.61,2,51,52,0.1,61,1.48,81,249.0,77.0,2.54,1.58,2,36,56,0.0,28,3.29,100,240.0,17,6,0,10,4,0,31,26,75,75,0.024844720496894346
6,75.0,3.55,1.73,2,24,66,0.0,33,0.7,100,155.0,73.0,3.53,4.69,4,43,55,0.0,33,0.94,77,155.0,11,3,1,8,2,0,37,27,72,69,-0.06666666666666676
2,69.0,3.63,3.26,4,44,53,0.0,16,0.5,30,135.0,69.0,2.91,0.86,0,26,46,0.0,0,0.0,50,145.0,11,7,2,3,3,0,25,26,67,70,0.050000000000000044
2,69.0,2.01,2.04,2,44,50,1.1,48,3.63,63,145.0,70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,145.0,35,10,2,26,11,0,38,33,67,68,0.04197814836112701
