reach,sapm,slpm,stance,stk_acc,stk_def,sub_avg,td_acc,td_avg,td_def,weight,wins,losses,draws,age,height
-5.0,0.71,1.8299999999999998,0.0,4.0,8.0,-0.9,-48.0,-1.8,-6.0,-15.0,-4.0,-4.0,0.0,-9.0,-3.0
0.0,-2.3899999999999997,-1.6800000000000002,0.0,-3.0,10.0,0.0,6.0,2.38,35.0,0.0,-8.0,1.0,1.0,-6.0,1.0
-2.0,-2.0799999999999996,-1.7999999999999998,0.0,-8.0,3.0,-4.3,-4.0,-1.5899999999999999,16.0,0.0,-1.0,3.0,0.0,7.0,-1.0
-4.0,-0.6000000000000001,-0.009999999999999787,0.0,2.0,1.0,0.4,3.0,-2.54,49.0,30.0,12.0,-5.0,0.0,1.0,-3.0
-4.0,-0.79,-1.93,2.0,1.0,1.0,0.6,-22.0,0.7200000000000002,-27.0,0.0,10.0,5.0,0.0,12.0,1.0
-1.0,0.44999999999999973,0.7200000000000002,0.0,-6.0,20.0,-3.3,-11.0,-1.2299999999999998,30.0,0.0,11.0,5.0,1.0,13.0,1.0
-2.0,0.9700000000000002,0.8399999999999994,0.0,-5.0,2.0,0.0,12.0,0.0,6.0,15.0,6.0,1.0,-1.0,-7.0,0.0
2.0,0.7899999999999996,0.47999999999999954,0.0,8.0,-4.0,0.10000000000000009,-12.0,0.27999999999999997,-27.0,0.0,4.0,3.0,0.0,2.0,0.0
-1.0,3.82,1.9700000000000002,0.0,1.0,-11.0,0.8,-17.0,-0.62,1.0,0.0,-9.0,-3.0,0.0,-4.0,1.0
0.0,-0.5900000000000001,2.3799999999999994,0.0,19.0,3.0,0.4,-9.0,0.05999999999999983,-7.0,0.0,6.0,-3.0,0.0,-2.0,-3.0
0.0,0.7199999999999998,0.050000000000000044,-2.0,-7.0,-7.0,1.8,3.0,-2.65,-16.0,0.0,-8.0,-3.0,0.0,-1.0,0.0
0.0,-0.56,0.14000000000000012,2.0,9.0,-12.0,-0.6000000000000001,6.0,-1.4700000000000002,70.0,15.0,1.0,-1.0,0.0,-6.0,2.0
-1.0,-2.29,-1.1500000000000001,0.0,-11.0,8.0,0.3,-33.0,-0.89,-19.0,10.0,2.0,3.0,1.0,-2.0,0.0
1.0,0.08999999999999986,-1.2799999999999998,2.0,9.0,-4.0,-0.30000000000000004,0.0,0.3200000000000003,11.0,0.0,5.0,2.0,1.0,6.0,1.0
1.0,0.3900000000000001,1.89,0.0,-2.0,0.0,-0.8,-30.0,-1.75,8.0,15.0,-1.0,-4.0,0.0,4.0,1.0
4.0,-0.5099999999999998,0.6799999999999997,1.0,0.0,17.0,0.6,-38.0,-1.97,-21.0,5.0,-9.0,-2.0,0.0,6.0,3.0
-6.0,0.6399999999999997,0.3599999999999999,0.0,-5.0,0.0,0.4,-28.0,-1.9899999999999998,-16.0,0.0,-2.0,3.0,-2.0,1.0,-5.0
-4.0,-1.63,1.27,-2.0,10.0,-5.0,0.3,-22.0,-0.6699999999999999,-21.0,-10.0,6.0,0.0,0.0,6.0,-2.0
4.0,4.48,1.0499999999999994,0.0,-10.0,-11.0,-0.8,-15.0,-0.6300000000000001,-12.0,10.0,4.0,3.0,-1.0,-1.0,0.0
1.0,-0.9700000000000002,0.32000000000000006,0.0,-15.0,-27.0,0.0,0.0,0.0,33.0,0.0,0.0,-2.0,0.0,-6.0,1.0
-1.0,0.10000000000000009,-1.77,0.0,-17.0,5.0,0.9,-11.0,-0.98,3.0,-10.0,11.0,0.0,1.0,0.0,-1.0
0.0,-0.5300000000000002,0.5899999999999994,0.0,-14.0,2.0,0.0,21.0,1.03,15.0,0.0,1.0,0.0,0.0,-7.0,4.0
-5.0,-2.07,-1.2599999999999998,-2.0,3.0,8.0,0.1,18.0,0.78,-17.0,0.0,28.0,0.0,3.0,3.0,-1.0
4.0,0.8399999999999999,-0.54,0.0,-10.0,-3.0,-1.2000000000000002,17.0,1.6900000000000002,5.0,10.0,10.0,1.0,0.0,1.0,2.0
1.0,-0.56,1.2800000000000002,-3.0,-23.0,9.0,-0.7,-5.0,0.6799999999999999,-4.0,15.0,3.0,-1.0,0.0,1.0,1.0
-8.0,1.3099999999999998,-1.7699999999999996,-2.0,-31.0,-5.0,0.3,-53.0,0.6800000000000002,47.0,0.0,-5.0,-3.0,-3.0,-10.0,-8.0
-3.0,1.75,-1.4399999999999995,0.0,3.0,4.0,1.9,41.0,3.24,-19.0,-15.0,3.0,1.0,1.0,5.0,-5.0
-5.0,-2.1399999999999997,-0.7200000000000002,4.0,10.0,-12.0,1.4000000000000001,18.0,3.0,-13.0,0.0,2.0,-5.0,0.0,7.0,-2.0
-3.0,-0.33000000000000007,1.0099999999999998,0.0,7.0,3.0,2.4,-15.0,-0.86,78.0,0.0,-11.0,-2.0,1.0,-6.0,1.0
1.0,-3.26,0.0,0.0,-11.0,20.0,-1.1,-19.0,1.19,29.0,0.0,16.0,8.0,0.0,1.0,1.0
5.0,0.16999999999999993,0.07999999999999963,0.0,0.0,7.0,-0.3,20.0,-3.12,2.0,-15.0,10.0,6.0,0.0,1.0,2.0
-1.0,0.2400000000000002,-1.06,0.0,10.0,0.0,-0.7,-14.0,0.63,56.0,0.0,-11.0,-9.0,1.0,2.0,-5.0
-1.0,0.75,-0.18999999999999995,2.0,-4.0,-9.0,0.6000000000000001,-30.0,-0.54,-3.0,25.0,14.0,8.0,0.0,7.0,0.0
-1.0,1.55,0.5699999999999998,2.0,10.0,-3.0,-0.7,19.0,-1.1400000000000001,42.0,15.0,5.0,3.0,0.0,1.0,-3.0
-3.0,-0.4099999999999997,2.2700000000000005,-2.0,11.0,0.0,1.2999999999999998,-2.0,-0.28,-13.0,0.0,2.0,-6.0,0.0,-9.0,0.0
0.0,0.8399999999999999,-0.04999999999999982,0.0,2.0,-3.0,-0.8,-13.0,-1.7299999999999998,-1.0,15.0,-3.0,-4.0,0.0,-7.0,0.0
5.0,-1.9500000000000002,-3.1599999999999997,0.0,-6.0,13.0,0.4,-32.0,-2.0700000000000003,-12.0,20.0,-10.0,1.0,0.0,3.0,6.0
-5.0,-0.43000000000000016,0.9499999999999997,-2.0,-11.0,2.0,-0.2999999999999998,-4.0,-1.31,21.0,10.0,7.0,6.0,0.0,1.0,-3.0
3.0,0.9899999999999998,2.43,-2.0,1.0,1.0,-0.1,-19.0,-3.58,2.0,0.0,-3.0,0.0,0.0,0.0,1.0
-1.0,0.2999999999999998,0.5699999999999998,0.0,10.0,1.0,0.0,-36.0,-1.3499999999999999,-25.0,0.0,4.0,-2.0,0.0,6.0,2.0
4.0,1.6599999999999997,-1.13,-2.0,-20.0,2.0,-0.3,-18.0,-2.54,-34.0,0.0,2.0,1.0,0.0,6.0,2.0
1.0,1.6400000000000001,2.7,-2.0,-9.0,8.0,-0.8999999999999999,7.0,0.44000000000000006,31.0,-15.0,-1.0,-5.0,0.0,-8.0,-2.0
0.0,0.5199999999999998,0.6600000000000001,-2.0,-3.0,-15.0,2.0,-5.0,-0.43999999999999995,3.0,0.0,6.0,7.0,0.0,-2.0,-2.0
-2.0,0.020000000000000018,-1.19,0.0,-3.0,-4.0,-0.5,4.0,-0.6499999999999999,10.0,-20.0,6.0,4.0,-1.0,11.0,-2.0
2.0,-0.14000000000000012,-0.75,2.0,-5.0,-1.0,-0.7,-1.0,-0.8599999999999999,22.0,0.0,-4.0,-2.0,0.0,-2.0,-1.0
5.0,-0.2999999999999998,-0.6600000000000001,2.0,6.0,-3.0,0.4,-1.0,-0.8799999999999999,9.0,0.0,-5.0,-1.0,0.0,6.0,1.0
1.0,1.0300000000000002,-1.0300000000000002,0.0,-16.0,2.0,-0.6,-34.0,0.09000000000000002,22.0,0.0,-5.0,2.0,0.0,-5.0,2.0
-6.0,-0.5399999999999996,-0.54,0.0,8.0,-6.0,0.6,-27.0,2.7700000000000005,-38.0,15.0,-1.0,-3.0,0.0,7.0,-3.0
0.0,-0.18000000000000016,1.17,0.0,-3.0,1.0,0.8,-9.0,-0.12,19.0,0.0,8.0,6.0,0.0,-3.0,4.0
1.0,-0.2400000000000002,2.2700000000000005,0.0,-6.0,12.0,-0.4,0.0,-2.3,-32.0,20.0,7.0,4.0,0.0,4.0,1.0
-1.0,1.1800000000000002,1.9900000000000002,0.0,2.0,0.0,0.09999999999999998,6.0,0.6599999999999999,-27.0,10.0,-8.0,6.0,0.0,3.0,0.0
3.0,-0.48999999999999977,-1.6699999999999995,0.0,-22.0,1.0,0.8,-24.0,-1.4499999999999997,-9.0,0.0,6.0,1.0,-1.0,3.0,0.0
2.0,0.22999999999999998,-0.3900000000000001,0.0,-9.0,18.0,0.0,-12.0,-0.17999999999999972,21.0,0.0,-3.0,0.0,-3.0,7.0,-2.0
4.0,1.76,-0.4700000000000002,0.0,-8.0,-16.0,-0.8999999999999999,-19.0,-2.0,19.0,0.0,5.0,4.0,0.0,-3.0,-2.0
5.0,-2.39,-0.2300000000000002,0.0,6.0,9.0,2.3,2.0,0.16000000000000014,-29.0,-23.0,11.0,-4.0,1.0,0.0,3.0
1.0,0.4500000000000002,0.41000000000000014,0.0,-11.0,15.0,-0.40000000000000013,-11.0,-0.31000000000000005,6.0,10.0,0.0,6.0,-2.0,-3.0,0.0
-3.0,1.22,-0.7400000000000002,-2.0,10.0,-12.0,0.2,5.0,0.5700000000000003,-5.0,0.0,9.0,9.0,0.0,0.0,-6.0
3.0,-1.04,-0.9000000000000004,-2.0,-5.0,2.0,0.20000000000000007,28.0,3.5500000000000003,-25.0,0.0,-7.0,2.0,-1.0,1.0,1.0
-1.0,1.77,1.0099999999999998,2.0,11.0,-12.0,0.0,-15.0,-1.27,2.0,-18.0,5.0,5.0,1.0,4.0,-2.0
3.0,-0.31999999999999984,-1.1600000000000001,0.0,-15.0,1.0,0.40000000000000013,-5.0,0.40000000000000013,-30.0,0.0,13.0,-1.0,0.0,0.0,-2.0
0.0,-2.17,0.5900000000000003,0.0,15.0,8.0,-0.3,1.0,-0.5699999999999998,-14.0,0.0,5.0,2.0,0.0,-2.0,1.0
-4.0,-0.1399999999999999,-2.9400000000000004,0.0,-14.0,-11.0,2.1,-30.0,1.0899999999999999,-40.0,0.0,7.0,-3.0,-1.0,-1.0,-4.0
1.0,0.8699999999999999,1.5500000000000003,0.0,-9.0,3.0,-0.39999999999999997,8.0,-1.53,-7.0,0.0,13.0,3.0,0.0,0.0,2.0
-5.0,1.12,-0.41999999999999993,-2.0,-2.0,-16.0,-0.6000000000000001,-34.0,-0.85,-23.0,0.0,2.0,1.0,-1.0,0.0,-2.0
-4.0,1.3399999999999999,-1.9300000000000006,2.0,-2.0,-16.0,0.0,9.0,1.96,-45.0,-15.0,-7.0,0.0,1.0,4.0,0.0
1.0,0.6199999999999997,2.3000000000000003,-2.0,-9.0,10.0,-0.5,21.0,-1.3099999999999998,8.0,15.0,2.0,-1.0,0.0,3.0,1.0
-4.0,0.94,-2.26,-2.0,-4.0,-6.0,-1.2,-9.0,-0.8500000000000001,25.0,-10.0,-11.0,1.0,0.0,7.0,-1.0
2.0,-0.30000000000000027,-0.48999999999999977,0.0,7.0,8.0,-0.1,-18.0,-0.55,-9.0,0.0,-9.0,-4.0,-1.0,2.0,1.0
-1.0,4.41,0.9099999999999993,0.0,-6.0,-11.0,0.0,-57.0,-0.38,-19.0,0.0,-7.0,3.0,1.0,3.0,4.0
-1.0,-3.9999999999999996,-2.34,0.0,18.0,1.0,-0.5,28.0,0.45,57.0,0.0,2.0,-4.0,0.0,2.0,0.0
-1.0,1.3499999999999996,-2.1,0.0,-13.0,-9.0,2.1,-20.0,-0.12,-9.0,0.0,-3.0,-10.0,-1.0,-8.0,-6.0
4.0,-2.43,-0.8700000000000001,0.0,4.0,9.0,1.3,20.0,3.29,-52.0,10.0,-2.0,-2.0,0.0,5.0,-3.0
-1.0,0.77,-1.42,0.0,-3.0,-25.0,0.4,-43.0,-0.76,-47.0,0.0,-8.0,-1.0,0.0,4.0,-2.0
0.0,-1.6,2.53,0.0,16.0,15.0,-1.3,-10.0,0.8,16.0,0.0,4.0,3.0,0.0,-1.0,2.0
3.0,3.3600000000000003,-0.029999999999999805,0.0,-15.0,-15.0,-1.9,-16.0,-0.15999999999999992,-32.0,0.0,-3.0,-1.0,0.0,1.0,0.0
-2.0,-1.8599999999999994,0.6799999999999997,0.0,10.0,14.0,0.9000000000000001,-38.0,0.43999999999999995,-44.0,-24.0,5.0,1.0,0.0,5.0,-2.0
1.0,-0.20000000000000018,0.8499999999999999,0.0,13.0,11.0,-1.3,20.0,0.5099999999999998,13.0,-10.0,-5.0,0.0,0.0,2.0,0.0
-2.0,0.07000000000000028,0.33000000000000007,0.0,3.0,-7.0,1.2,-8.0,0.72,-7.0,0.0,16.0,5.0,0.0,3.0,2.0
1.0,-0.4500000000000002,-0.71,-2.0,-9.0,-5.0,0.0,-4.0,-0.76,-1.0,0.0,4.0,3.0,0.0,-10.0,1.0
0.0,-1.63,0.5400000000000005,-2.0,4.0,5.0,0.0,8.0,3.46,24.0,-15.0,-1.0,-12.0,0.0,-4.0,2.0
4.0,-0.2799999999999998,-0.6499999999999999,0.0,-10.0,-11.0,0.5,-44.0,0.18000000000000005,-15.0,0.0,-10.0,-4.0,0.0,2.0,6.0
0.0,0.3700000000000001,1.7600000000000002,0.0,11.0,16.0,-0.7000000000000001,22.0,-1.3800000000000001,23.0,15.0,4.0,-6.0,0.0,-1.0,-1.0
1.0,0.5100000000000002,0.4900000000000002,-2.0,0.0,-3.0,-0.09999999999999998,72.0,-0.56,-11.0,-10.0,1.0,0.0,0.0,6.0,-2.0
-1.0,-1.6800000000000002,-2.2899999999999996,0.0,8.0,-6.0,1.6,-18.0,0.31000000000000005,-22.0,0.0,-5.0,-1.0,0.0,-6.0,-1.0
1.0,1.8200000000000003,-0.6200000000000001,0.0,-15.0,-14.0,0.3,-58.0,-1.56,-29.0,0.0,-14.0,-7.0,0.0,4.0,0.0
2.0,0.3699999999999999,1.68,0.0,-5.0,10.0,-1.0999999999999999,-14.0,-0.6500000000000004,6.0,-10.0,7.0,4.0,0.0,5.0,1.0
2.0,1.6500000000000001,-0.8599999999999999,0.0,-2.0,-12.0,2.0,-19.0,-1.67,-67.0,0.0,5.0,2.0,0.0,6.0,3.0
0.0,-1.0,1.1099999999999999,-3.0,11.0,11.0,0.0,-8.0,-0.39,33.0,5.0,15.0,5.0,0.0,-4.0,-5.0
-8.0,1.81,-0.8999999999999995,0.0,-13.0,-11.0,0.5,-8.0,0.10000000000000009,-35.0,0.0,5.0,6.0,0.0,8.0,-2.0
-1.0,0.5,0.3999999999999999,0.0,13.0,-12.0,0.0,19.0,-0.56,5.0,0.0,9.0,3.0,0.0,0.0,0.0
-3.0,0.46999999999999975,-1.2499999999999996,-2.0,2.0,1.0,-0.30000000000000004,4.0,0.7799999999999999,-9.0,-20.0,5.0,8.0,0.0,3.0,-3.0
-4.0,-2.32,-1.2100000000000004,2.0,5.0,13.0,1.4,9.0,1.63,-27.0,0.0,16.0,7.0,0.0,4.0,-2.0
5.0,-0.5900000000000003,-2.58,0.0,-7.0,-9.0,-0.2,-37.0,2.2,-16.0,0.0,-1.0,1.0,0.0,1.0,0.0
-1.0,0.2200000000000002,-0.06999999999999984,0.0,-13.0,1.0,-0.7999999999999999,-32.0,-2.75,14.0,-10.0,12.0,-4.0,-1.0,2.0,-3.0
-2.0,2.0799999999999996,1.7499999999999996,-2.0,6.0,-15.0,-0.8,-53.0,-1.03,-5.0,0.0,-21.0,-8.0,1.0,0.0,1.0
-9.0,-0.14999999999999947,-0.3600000000000003,2.0,-9.0,3.0,-1.9,-16.0,-0.9,34.0,0.0,8.0,1.0,1.0,3.0,-6.0
1.0,-0.4099999999999999,-1.0499999999999998,0.0,14.0,-16.0,-0.2,4.0,1.2800000000000002,9.0,0.0,2.0,-2.0,0.0,-2.0,1.0
-4.0,-0.94,-0.6699999999999999,0.0,-16.0,9.0,-0.3,17.0,-1.1099999999999999,-22.0,-10.0,2.0,-3.0,0.0,-4.0,-1.0
-1.0,1.5999999999999996,-1.25,0.0,-6.0,-7.0,-0.20000000000000018,-12.0,-0.7899999999999999,-7.0,0.0,-5.0,-7.0,0.0,-3.0,0.0
1.0,-0.010000000000000231,-1.3399999999999999,0.0,-11.0,-9.0,0.19999999999999998,0.0,0.13,-14.0,15.0,-5.0,0.0,0.0,7.0,0.0
-1.0,-0.16000000000000014,-0.5499999999999998,-1.0,4.0,-10.0,0.8,1.0,-1.02,21.0,15.0,0.0,-2.0,0.0,-3.0,2.0
5.0,-1.1199999999999997,-1.0100000000000002,0.0,1.0,-6.0,0.09999999999999998,1.0,1.75,-3.0,0.0,-8.0,-3.0,-1.0,-3.0,1.0
-6.0,3.2399999999999998,-1.62,0.0,-20.0,-26.0,2.3,-31.0,-1.4500000000000002,-33.0,-18.0,-14.0,-1.0,0.0,-1.0,-2.0
-5.0,-1.2400000000000002,-0.8699999999999997,2.0,-3.0,8.0,-1.3,5.0,-0.5399999999999998,27.0,-10.0,1.0,2.0,0.0,10.0,-6.0
-1.0,-0.6499999999999999,-0.22999999999999998,0.0,-2.0,13.0,-0.7,-14.0,0.34999999999999964,18.0,-20.0,-5.0,-5.0,1.0,-2.0,-1.0
-1.0,-2.9299999999999997,1.6800000000000002,-2.0,20.0,10.0,-1.4,19.0,1.28,22.0,0.0,5.0,-3.0,0.0,-3.0,-1.0
-2.0,-0.77,-0.4500000000000002,-2.0,15.0,9.0,0.3999999999999999,7.0,2.14,-25.0,-30.0,-11.0,-4.0,0.0,1.0,-1.0
2.0,-0.16999999999999993,-0.52,0.0,9.0,-7.0,0.4,-28.0,-0.28,-24.0,0.0,4.0,-1.0,-1.0,6.0,0.0
-1.0,-0.2599999999999998,-1.3400000000000003,0.0,-9.0,6.0,-0.6000000000000001,0.0,-0.33000000000000007,25.0,-20.0,-12.0,1.0,-2.0,3.0,-3.0
-3.0,-5.569999999999999,1.95,2.0,14.0,39.0,0.0,20.0,2.43,-100.0,0.0,5.0,5.0,-1.0,7.0,-2.0
-2.0,-2.76,-3.2299999999999995,2.0,-8.0,8.0,0.0,-20.0,-0.2,-55.0,0.0,8.0,3.0,0.0,11.0,-2.0
-3.0,-0.8700000000000001,1.5900000000000003,0.0,5.0,8.0,0.5,-4.0,0.18999999999999995,-5.0,-20.0,-19.0,-5.0,0.0,1.0,0.0
2.0,-0.04999999999999982,-1.81,0.0,-5.0,-5.0,-0.2,8.0,-0.42999999999999994,-20.0,-50.0,10.0,13.0,0.0,9.0,0.0
3.0,1.33,1.0999999999999996,2.0,6.0,0.0,-0.4,19.0,-1.33,-21.0,0.0,-3.0,-1.0,0.0,3.0,2.0
0.0,-0.10999999999999988,0.7000000000000002,0.0,4.0,11.0,0.5,6.0,-0.44999999999999996,-2.0,0.0,-10.0,-4.0,-2.0,2.0,1.0
1.0,1.4699999999999998,1.9100000000000001,0.0,14.0,3.0,-0.20000000000000007,-35.0,-2.43,-16.0,15.0,5.0,-3.0,-1.0,-2.0,6.0
-5.0,0.38000000000000034,0.81,0.0,3.0,9.0,-0.7,-3.0,-2.4699999999999998,-5.0,-15.0,8.0,3.0,0.0,9.0,-4.0
10.0,1.2799999999999998,3.1699999999999995,0.0,5.0,2.0,0.5999999999999999,-33.0,-1.3199999999999998,-1.0,10.0,3.0,-5.0,-2.0,-3.0,3.0
-5.0,0.52,0.73,2.0,12.0,6.0,-1.6,-22.0,-2.61,-28.0,-10.0,7.0,7.0,0.0,2.0,-5.0
3.0,-1.1700000000000004,-1.7099999999999995,0.0,-6.0,-14.0,0.2,-3.0,0.0,-24.0,0.0,-3.0,-1.0,-1.0,2.0,0.0
3.0,-0.13999999999999968,0.6499999999999999,0.0,1.0,9.0,-0.2,-15.0,-3.5,31.0,0.0,4.0,7.0,0.0,2.0,3.0
-3.0,0.21999999999999975,0.5899999999999999,-2.0,-26.0,19.0,0.4,43.0,1.45,35.0,10.0,7.0,6.0,0.0,3.0,-1.0
1.0,0.9000000000000004,-1.6500000000000004,0.0,0.0,-7.0,0.7,22.0,1.2899999999999998,14.0,-15.0,-9.0,-3.0,0.0,0.0,-3.0
4.0,-1.0499999999999998,0.6299999999999999,0.0,-1.0,11.0,0.5000000000000001,31.0,-1.5799999999999998,2.0,0.0,28.0,0.0,2.0,-7.0,2.0
2.0,-0.9400000000000002,-0.4299999999999997,0.0,-5.0,5.0,-0.6,-18.0,-1.7599999999999998,11.0,20.0,5.0,0.0,0.0,2.0,1.0
-1.0,-0.25,-0.08999999999999986,0.0,-1.0,5.0,0.09999999999999998,15.0,0.7400000000000001,18.0,-15.0,12.0,0.0,0.0,-3.0,-5.0
-5.0,-1.3399999999999999,0.7899999999999998,0.0,13.0,18.0,-1.7000000000000002,-34.0,0.050000000000000266,-39.0,0.0,13.0,6.0,1.0,7.0,-4.0
-4.0,-0.5299999999999998,-1.7900000000000005,0.0,-4.0,6.0,-0.1,16.0,-0.09999999999999998,21.0,0.0,-7.0,-4.0,0.0,4.0,-2.0
-2.0,-1.21,0.45999999999999996,2.0,-7.0,18.0,-0.9,-24.0,-1.4800000000000002,19.0,0.0,7.0,-1.0,0.0,-7.0,-4.0
5.0,0.7200000000000002,-0.75,2.0,-2.0,-21.0,-0.19999999999999996,29.0,0.6299999999999999,-12.0,10.0,21.0,-1.0,-1.0,2.0,3.0
-2.0,-0.6699999999999999,-0.5,-2.0,-6.0,-6.0,-0.6,2.0,-0.76,-7.0,0.0,-6.0,-4.0,-1.0,-2.0,0.0
2.0,0.96,1.87,0.0,0.0,16.0,0.3,10.0,0.41000000000000014,5.0,0.0,3.0,2.0,1.0,6.0,0.0
-1.0,1.07,-2.4399999999999995,0.0,-11.0,-10.0,0.0,-72.0,2.96,12.0,-2.0,-4.0,3.0,0.0,-4.0,0.0
5.0,-0.6199999999999997,-0.33999999999999986,0.0,-6.0,3.0,-0.6,-20.0,1.7600000000000002,12.0,35.0,-3.0,-6.0,0.0,-2.0,3.0
-2.0,0.9700000000000002,1.07,0.0,1.0,5.0,-0.7,11.0,-2.75,-3.0,0.0,2.0,3.0,0.0,11.0,-1.0
-3.0,0.7999999999999998,1.3999999999999997,-2.0,1.0,8.0,0.30000000000000004,32.0,1.04,9.0,-15.0,-3.0,0.0,0.0,-2.0,-1.0
2.0,0.43000000000000016,-0.030000000000000027,0.0,4.0,-5.0,-0.8,8.0,-0.9300000000000002,11.0,-15.0,-4.0,0.0,1.0,-7.0,2.0
1.0,-0.16999999999999993,1.7199999999999998,0.0,0.0,0.0,-0.8,36.0,0.0,29.0,0.0,3.0,-1.0,0.0,-2.0,1.0
1.0,2.5600000000000005,-0.9000000000000004,0.0,-13.0,3.0,0.09999999999999998,-41.0,-0.23000000000000004,-9.0,0.0,-8.0,7.0,0.0,4.0,-2.0
3.0,-0.9199999999999999,0.8799999999999999,0.0,9.0,-8.0,0.2,5.0,0.7300000000000001,35.0,10.0,3.0,0.0,0.0,-3.0,3.0
2.0,-2.1099999999999994,-0.52,0.0,0.0,4.0,1.2,14.0,0.6699999999999999,-27.0,0.0,0.0,3.0,-1.0,1.0,0.0
6.0,-0.06999999999999984,1.2800000000000002,0.0,-1.0,4.0,0.0,-22.0,-1.45,-13.0,0.0,13.0,1.0,0.0,2.0,4.0
-2.0,-1.1099999999999999,-2.1,0.0,-2.0,-3.0,-0.7,-42.0,-2.13,-42.0,-15.0,-2.0,0.0,0.0,-3.0,1.0
3.0,0.7799999999999998,2.38,0.0,26.0,-13.0,0.8,60.0,0.78,-64.0,68.0,9.0,3.0,1.0,-1.0,-1.0
5.0,-1.9000000000000004,-2.06,2.0,0.0,-5.0,-1.1,23.0,2.74,-31.0,0.0,-9.0,-1.0,0.0,-1.0,4.0
-3.0,-0.3700000000000001,0.9500000000000002,2.0,11.0,-2.0,0.7000000000000001,4.0,-1.5500000000000003,2.0,15.0,-1.0,1.0,0.0,3.0,1.0
-3.0,1.1799999999999997,0.9300000000000002,-2.0,2.0,5.0,-0.9,10.0,-0.8800000000000001,28.0,-15.0,-9.0,4.0,0.0,-3.0,-2.0
0.0,1.0,0.71,0.0,-3.0,5.0,-1.1,5.0,0.18000000000000005,37.0,10.0,2.0,4.0,0.0,0.0,-3.0
1.0,-1.7199999999999998,-2.29,0.0,-3.0,-14.0,2.0999999999999996,24.0,0.47,-23.0,-15.0,-10.0,-7.0,0.0,3.0,0.0
-2.0,0.8300000000000001,1.0699999999999998,-2.0,3.0,-8.0,-0.29999999999999993,-9.0,1.7899999999999998,1.0,0.0,-27.0,-17.0,-1.0,-11.0,0.0
0.0,-1.52,0.6300000000000003,0.0,6.0,12.0,-0.6000000000000001,30.0,0.5900000000000003,-11.0,0.0,-4.0,-4.0,0.0,-5.0,0.0
-5.0,1.29,2.45,0.0,-4.0,1.0,-0.9999999999999999,20.0,-0.21000000000000008,49.0,-20.0,-3.0,-6.0,0.0,-12.0,-3.0
2.0,3.1399999999999997,0.3299999999999996,-2.0,-16.0,-14.0,0.0,17.0,-0.45999999999999996,5.0,0.0,17.0,10.0,0.0,9.0,1.0
-1.0,-0.3599999999999999,0.6400000000000001,0.0,12.0,2.0,0.7,0.0,-0.3900000000000001,23.0,10.0,-3.0,5.0,0.0,3.0,-1.0
-2.0,0.2699999999999996,0.43999999999999995,3.0,12.0,-14.0,-1.0,0.0,0.23000000000000004,0.0,0.0,-1.0,-2.0,0.0,-2.0,0.0
-3.0,0.03000000000000025,2.1399999999999997,-2.0,13.0,-9.0,-0.8,41.0,4.49,-22.0,20.0,3.0,5.0,0.0,3.0,-1.0
-1.0,1.43,-0.5800000000000001,0.0,-12.0,-15.0,-0.2,-20.0,-0.8400000000000003,0.0,0.0,-13.0,2.0,-1.0,1.0,1.0
2.0,0.21999999999999975,1.25,0.0,-7.0,5.0,-0.09999999999999998,6.0,0.56,-4.0,0.0,-1.0,0.0,-1.0,-7.0,3.0
-1.0,2.2300000000000004,-0.10999999999999988,0.0,10.0,-22.0,-0.30000000000000004,-4.0,-2.77,-17.0,0.0,-11.0,2.0,0.0,3.0,-1.0
-1.0,0.46999999999999975,0.6299999999999999,0.0,7.0,2.0,-0.10000000000000003,-10.0,-1.7999999999999998,7.0,-5.0,17.0,14.0,0.0,4.0,-1.0
-7.0,-0.08999999999999986,0.5300000000000002,-2.0,20.0,2.0,-0.6,-12.0,-0.8900000000000001,22.0,0.0,-5.0,-8.0,0.0,2.0,-2.0
-2.0,0.8199999999999998,-0.3599999999999999,0.0,-2.0,-17.0,-0.39999999999999997,13.0,1.23,-25.0,-15.0,8.0,1.0,2.0,1.0,1.0
-3.0,-2.3300000000000005,-1.9099999999999997,0.0,-4.0,0.0,-0.09999999999999998,-20.0,-0.020000000000000018,-13.0,20.0,-3.0,-2.0,0.0,-3.0,-1.0
-2.0,-1.35,-0.44999999999999973,-2.0,4.0,1.0,0.1,38.0,1.19,16.0,0.0,7.0,6.0,0.0,5.0,1.0
4.0,-0.47999999999999976,-0.25,-3.0,4.0,-2.0,-0.3,4.0,1.05,5.0,0.0,5.0,4.0,1.0,-1.0,2.0
-4.0,-2.33,-0.30999999999999983,0.0,-7.0,10.0,-1.4000000000000001,4.0,-0.10999999999999988,1.0,0.0,2.0,-1.0,0.0,-7.0,-4.0
3.0,-1.19,-1.1,0.0,-6.0,8.0,0.8,-40.0,-2.33,38.0,0.0,-1.0,0.0,0.0,-4.0,2.0
-1.0,-0.6700000000000004,-1.33,0.0,-2.0,-7.0,0.6000000000000001,14.0,-0.8799999999999999,12.0,0.0,20.0,10.0,2.0,2.0,-2.0
6.0,1.1600000000000001,0.3900000000000001,0.0,11.0,-11.0,-0.1,6.0,0.3700000000000001,0.0,0.0,8.0,2.0,0.0,9.0,2.0
